Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.355140571422783e8
AZ_naturalgas,1.7608008049885058e8
AZ_uranium,3.60415016007709e8
CA_N_naturalgas,25824.42651970165
CA_N_uranium,6.091292146818968e8
CA_S_naturalgas,17752.10273266449
MT_WY_CO_coal,3.9876087005273736e8
MT_WY_CO_naturalgas,554445.9790214133
NM_coal,1.798553021907387e7
NM_naturalgas,123363.3799455782
PNW_coal,0.0
PNW_naturalgas,2.8626107909668684e8
PNW_uranium,1.054656695999998e8
UT_NV_coal,2.5452623771562272e8
UT_NV_naturalgas,1.4710293328249675e8
CA_S_uranium,1.704756197439579e9
MT_WY_CO_uranium,3.135990470324286e-8
NM_uranium,-3.6808545486391456e-9
UT_NV_uranium,-5.886495851492592e-8
None,0.0
