Fuel,AnnualSum
No_fuel,0.0
AZ_coal,0.0
AZ_naturalgas,9.61176027139084e7
AZ_uranium,3.406991697431079e8
CA_N_naturalgas,3.670101207441358e7
CA_N_uranium,7.900253977771898e7
CA_S_naturalgas,2.508088062142525e6
MT_WY_CO_coal,3.8333227902637994e8
MT_WY_CO_naturalgas,40579.99475188944
NM_coal,1.7218236768281035e7
NM_naturalgas,4.412738539926633e6
PNW_coal,0.0
PNW_naturalgas,2.5903995351304436e8
PNW_uranium,1.011864402506576e8
UT_NV_coal,2.429184032379434e8
UT_NV_naturalgas,3.385773074565773e8
CA_S_uranium,1.3274964071273444e9
MT_WY_CO_uranium,-4.645936829916761e-9
NM_uranium,-1.7364517222593603e-8
UT_NV_uranium,-4.5107028532165314e-8
None,0.0
