Line,New_Trans_Capacity,Cost_Trans_Capacity
1,2300.0,1.37979621832075e9
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,2650.8513263680247,1.8354302743920436e9
8,500.3612592089822,5.951041728786969e8
9,5261.0,5.732857939320713e9
10,11.235251670564507,1.367559255394191e7
11,1417.0,5.668118054455383e8
12,0.0,0.0
13,0.0,0.0
14,657.0,6.9416932051582e8
15,0.0,0.0
