Fuel,AnnualSum
No_fuel,0.0
AZ_coal,0.0
AZ_naturalgas,2.9023746701846886e8
AZ_uranium,3.5344460664993125e8
CA_N_naturalgas,8.015210602917317e7
CA_N_uranium,-3.465846282477863e-6
CA_S_naturalgas,7.062060411029084e7
MT_WY_CO_coal,5.45537617434399e8
MT_WY_CO_naturalgas,1.6319286235418105e6
NM_coal,2.2195502933765944e7
NM_naturalgas,2.7812890816531135e6
PNW_coal,0.0
PNW_naturalgas,4.4341856921841544e8
PNW_uranium,1.0338060712028557e8
UT_NV_coal,2.955753985974729e8
UT_NV_naturalgas,2.944964644837114e8
CA_S_uranium,8.416322307295674e8
MT_WY_CO_uranium,3.76461820383866e-9
NM_uranium,-7.0044907956139165e-9
UT_NV_uranium,-1.7187367740498571e-9
None,0.0
