Sum Range ID,Target
Arizona_Flow_Battery_48_GenericTxBuildPotential,99999.0
Arizona_Flow_Battery_55_GenericTxBuildPotential,99999.0
Arizona_Flow_Battery_62_GenericTxBuildPotential,99999.0
Arizona_Flow_Battery_77_GenericTxBuildPotential,99999.0
Arizona_Flow_Battery_90_GenericTxBuildPotential,99999.0
Arizona_Li_Battery_4hr_48_GenericTxBuildPotential,99999.0
Arizona_Li_Battery_4hr_55_GenericTxBuildPotential,99999.0
Arizona_Li_Battery_4hr_62_GenericTxBuildPotential,99999.0
Arizona_Li_Battery_4hr_77_GenericTxBuildPotential,99999.0
Arizona_Li_Battery_4hr_90_GenericTxBuildPotential,99999.0
Arizona_Li_Battery_8hr_48_GenericTxBuildPotential,99999.0
Arizona_Li_Battery_8hr_55_GenericTxBuildPotential,99999.0
Arizona_Li_Battery_8hr_62_GenericTxBuildPotential,99999.0
Arizona_Li_Battery_8hr_77_GenericTxBuildPotential,99999.0
Arizona_Li_Battery_8hr_90_GenericTxBuildPotential,99999.0
Arizona_Solar_48_GenericTxBuildPotential,14905.410448965811
Arizona_Solar_55_GenericTxBuildPotential,7835.261201307859
Arizona_Solar_62_GenericTxBuildPotential,16736.19403506917
Arizona_Solar_77_GenericTxBuildPotential,7333.768654761669
Arizona_Solar_90_GenericTxBuildPotential,27874.813448291847
Baja_California_Wind_133_GenericTxBuildPotential,2472.82
Central_Nevada_Geothermal_42_GenericTxBuildPotential,596.0
Central_Valley_North_Los_Banos_Biomass_47_GenericTxBuildPotential,384.70839180676506
Central_Valley_North_Los_Banos_Wind_125_GenericTxBuildPotential,146.33249234842725
Central_Valley_North_Los_Banos_Wind_154_GenericTxBuildPotential,1222.783646167065
Central_Valley_North_Los_Banos_Wind_162_GenericTxBuildPotential,1391.510036642545
Central_Valley_North_Los_Banos_Wind_17_GenericTxBuildPotential,47.10439032228105
Greater_Imperial_Biomass_20_GenericTxBuildPotential,133.5805559136897
Greater_Imperial_Flow_Battery_107_GenericTxBuildPotential,99999.0
Greater_Imperial_Flow_Battery_108_GenericTxBuildPotential,99999.0
Greater_Imperial_Flow_Battery_133_GenericTxBuildPotential,99999.0
Greater_Imperial_Flow_Battery_20_GenericTxBuildPotential,99999.0
Greater_Imperial_Flow_Battery_63_GenericTxBuildPotential,99999.0
Greater_Imperial_Geothermal_20_GenericTxBuildPotential,539.6
Greater_Imperial_Geothermal_63_GenericTxBuildPotential,1920.17
Greater_Imperial_Li_Battery_4hr_107_GenericTxBuildPotential,99999.0
Greater_Imperial_Li_Battery_4hr_108_GenericTxBuildPotential,99999.0
