ELCC_Surface,Resource,ELCC_Axis_Index,ELCC_Axis_Multiplier
Solar_Storage,Southern_PGAE_Flow_Battery_46,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Flow_Battery_47,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Flow_Battery_49,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Flow_Battery_52,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Flow_Battery_54,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Flow_Battery_61,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Flow_Battery_69,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Flow_Battery_72,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Flow_Battery_74,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Flow_Battery_75,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Flow_Battery_79,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Flow_Battery_8,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Flow_Battery_93,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Flow_Battery_95,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Flow_Battery_98,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Flow_Battery_99,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_4hr_102,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_109,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_111,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_117,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_118,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_12,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_124,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_136,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_139,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_140,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_145,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_147,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_148,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_151,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_152,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_154,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_160,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_161,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_162,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_163,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_164,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_165,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_168,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_169,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_17,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_170,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_173,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_174,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_175,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_176,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_177,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_181,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_22,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_23,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_24,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_27,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_3,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_33,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_34,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_37,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_39,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_43,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_45,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_46,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_47,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_49,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_52,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_54,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_61,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_69,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_72,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_74,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_75,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_79,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_8,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_93,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_95,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_98,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_4hr_99,2,1.0
Solar_Storage,Southern_PGAE_Li_Battery_8hr_102,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_109,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_111,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_117,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_118,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_12,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_124,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_136,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_139,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_140,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_145,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_147,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_148,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_151,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_152,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_154,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_160,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_161,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_162,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_163,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_164,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_165,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_168,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_169,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_17,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_170,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_173,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_174,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_175,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_176,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_177,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_181,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_22,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_23,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_24,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_27,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_3,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_33,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_34,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_37,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_39,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_43,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_45,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_46,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_47,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_49,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_52,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_54,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_61,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_69,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_72,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_74,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_75,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_79,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_8,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_93,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_95,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_98,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Li_Battery_8hr_99,2,1.8571428571428557
Solar_Storage,Southern_PGAE_Solar_102,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_109,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_111,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_117,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_118,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_12,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_124,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_136,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_139,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_140,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_145,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_147,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_148,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_151,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_152,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_154,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_160,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_161,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_162,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_163,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_164,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_165,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_168,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_169,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_17,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_170,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_173,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_174,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_175,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_176,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_177,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_181,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_22,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_23,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_24,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_27,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_3,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_33,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_34,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_37,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_39,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_43,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_45,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_46,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_47,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_49,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_52,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_54,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_61,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_69,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_72,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_74,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_75,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_79,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_8,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_93,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_95,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_98,1,1.1815101885750956
Solar_Storage,Southern_PGAE_Solar_99,1,1.1815101885750956
Solar_Storage,Tehachapi_Adiabatic_CAES_13,2,2.4099000859610173
Solar_Storage,Tehachapi_Flow_Battery_101,2,1.8571428571428557
Solar_Storage,Tehachapi_Flow_Battery_125,2,1.8571428571428557
Solar_Storage,Tehachapi_Flow_Battery_13,2,1.8571428571428557
Solar_Storage,Tehachapi_Flow_Battery_28,2,1.8571428571428557
Solar_Storage,Tehachapi_Flow_Battery_32,2,1.8571428571428557
Solar_Storage,Tehachapi_Flow_Battery_66,2,1.8571428571428557
Solar_Storage,Tehachapi_Flow_Battery_78,2,1.8571428571428557
Solar_Storage,Tehachapi_Li_Battery_4hr_101,2,1.0
Solar_Storage,Tehachapi_Li_Battery_4hr_125,2,1.0
Solar_Storage,Tehachapi_Li_Battery_4hr_13,2,1.0
Solar_Storage,Tehachapi_Li_Battery_4hr_28,2,1.0
Solar_Storage,Tehachapi_Li_Battery_4hr_32,2,1.0
Solar_Storage,Tehachapi_Li_Battery_4hr_66,2,1.0
Solar_Storage,Tehachapi_Li_Battery_4hr_78,2,1.0
Solar_Storage,Tehachapi_Li_Battery_8hr_101,2,1.8571428571428557
Solar_Storage,Tehachapi_Li_Battery_8hr_125,2,1.8571428571428557
Solar_Storage,Tehachapi_Li_Battery_8hr_13,2,1.8571428571428557
Solar_Storage,Tehachapi_Li_Battery_8hr_28,2,1.8571428571428557
Solar_Storage,Tehachapi_Li_Battery_8hr_32,2,1.8571428571428557
Solar_Storage,Tehachapi_Li_Battery_8hr_66,2,1.8571428571428557
Solar_Storage,Tehachapi_Li_Battery_8hr_78,2,1.8571428571428557
Solar_Storage,Tehachapi_Pumped_Storage_32,2,2.089285714285712
Solar_Storage,Tehachapi_Solar_101,1,1.279556283502015
Solar_Storage,Tehachapi_Solar_125,1,1.279556283502015
Solar_Storage,Tehachapi_Solar_13,1,1.279556283502015
Solar_Storage,Tehachapi_Solar_28,1,1.279556283502015
Solar_Storage,Tehachapi_Solar_32,1,1.279556283502015
Solar_Storage,Tehachapi_Solar_66,1,1.279556283502015
Solar_Storage,Tehachapi_Solar_78,1,1.279556283502015
