Fuel,AnnualSum
No_fuel,0.0
AZ_coal,0.0
AZ_naturalgas,2.781472747188226e8
AZ_uranium,3.529888027795463e8
CA_N_naturalgas,8.014330189585371e7
CA_N_uranium,1.1308268121325832e-7
CA_S_naturalgas,7.062940824361123e7
MT_WY_CO_coal,5.524403705886153e8
MT_WY_CO_naturalgas,4.674355520309673e6
NM_coal,2.3389717466549333e7
NM_naturalgas,1.320953217908382e6
PNW_coal,0.0
PNW_naturalgas,4.539151041100435e8
PNW_uranium,1.0382469926918224e8
UT_NV_coal,2.89826490103589e8
UT_NV_naturalgas,3.1407423389284885e8
CA_S_uranium,8.493132532527153e8
MT_WY_CO_uranium,-4.4742183669121975e-9
NM_uranium,5.249935300711289e-9
UT_NV_uranium,-3.7766019686268395e-8
None,0.0
