BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7
AnnualSum,1.6481304753344208e8,8.244807977008258e6,-9.719742086921526e6,0.0,0.0,543.1411625283166,0.0,-311377.4201170694,-1.6025595731456974e6,-1.6142471957142845e8,1.921892582821141e8,9.165323020209394e6,-1.1266282890794624e7,0.0,0.0,7960.037268356504,0.0,510939.39474572404,-2.8310608435429162e6,-1.877761369999999e8,1.7527148081569722e8,1.223139184216229e7,-1.4737643258154316e7,0.0,0.0,9783.56147704784,0.0,1.2982054762897582e8,-5.8782721615865845e6,-2.9671728842857146e8,2.1937703588072518e8,2.2879856065136413e6,-2.7500035966498856e6,0.0,0.0,2741.1730000000007,0.0,-5.891096923712928e7,-3.5039071121739023e6,-1.565028827142857e8,5.487353087333777e7,1.73859503606297e6,-2.0454059235787909e6,0.0,0.0,1639.4329111072857,0.0,-7.018055694116603e6,-695867.5817593157,-4.6854436142857134e7,3.080104869847887e8,472437.66516164603,-586286.5640074139,0.0,0.0,6023.964593111496,0.0,-8.340775385077315e6,-5.515919379744315e6,-2.940459672857143e8,2.0149790886342517e8,7.934904060356976e6,-9.335181241996668e6,0.0,0.0,1331.0328592584135,0.0,-5.575030928728116e7,-5.518598284506434e6,-1.388300551428572e8
t1,15528.433831476837,2063.136168523157,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-17094.0,11923.778697236292,0.0,-0.0,0.0,0.0,521.559,0.0,7205.056772560365,-333.39446979665627,-19317.0,17347.75315285762,1939.5286056494053,-0.0,0.0,0.0,905.337,0.0,14123.531727439637,-785.1504859466563,-33531.0,28617.82292980349,0.0,-1716.9928512082568,0.0,0.0,0.0,0.0,-8930.929346195077,-461.9007324001558,-17508.0,5845.027972841479,0.0,-0.0,0.0,0.0,0.0,0.0,-474.831880781124,-109.19609206035393,-5261.0,39086.95009668861,0.0,-0.0,0.0,0.0,0.0,0.0,-5935.8167730238,-852.1333236648018,-32299.0,21690.623847074996,0.0,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-15065.0
t2,14884.40860882296,2865.1613911770382,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-17252.0,11046.996130383905,0.0,-0.0,0.0,0.0,548.856,0.0,9130.327706334245,-398.1798367181473,-20328.0,17711.464469709983,2230.9175894924147,-0.0,0.0,0.0,868.293,0.0,12198.260793665755,-849.9358528681473,-32159.0,28359.073462358334,0.0,-804.5,0.0,0.0,0.0,0.0,-9042.604057277096,-494.9694050812377,-18017.0,6414.9049352950215,0.0,-0.0,0.0,0.0,0.0,0.0,-1032.158721498111,-98.74621379691042,-5284.0,41007.46709583413,0.0,-0.0,0.0,0.0,0.0,0.0,-5266.815221224793,-895.6518746093273,-34845.0,21504.623847074992,0.0,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-14879.0
t3,14732.99840182408,2566.571598175917,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-16802.0,10785.890249787679,571.1,-0.0,0.0,0.0,557.01,0.0,9113.617281122084,-397.6175309097581,-20630.0,17405.821318598046,1023.7870095837952,-0.0,0.0,0.0,826.794,0.0,12214.971218877916,-849.373547059758,-30622.0,27899.485113333823,0.0,-578.5,0.0,0.0,0.0,0.0,-8689.68666892365,-478.29844441017025,-18153.0,6547.132732850085,0.0,-0.0,0.0,0.0,0.0,0.0,-1167.9322731465822,-96.20045970350158,-5283.0,42092.485725961444,0.0,-0.0,0.0,0.0,0.0,0.0,-5483.959057929768,-881.5266680316686,-35727.0,20975.623847074992,0.0,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-14350.0
t4,14566.609018925943,2581.960981074056,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-16651.0,11728.402840612964,1580.214782629354,-0.0,0.0,0.0,571.428,0.0,7631.705578887237,-347.7512021295555,-21164.0,17401.45222023182,1339.240076934975,-0.0,0.0,0.0,877.932,0.0,13696.882921112763,-799.5072182795554,-32516.0,30049.344207122514,0.0,-1040.5328187321302,0.0,0.0,0.0,0.0,-10218.862483638783,-580.9489047516012,-18209.0,6648.476017716612,0.0,-0.0,0.0,0.0,0.0,0.0,-1236.5623723736162,-94.9136453429947,-5317.0,39985.61708672122,0.0,-0.0,0.0,0.0,0.0,0.0,-3886.1531439876035,-985.4639427336064,-35114.0,20904.93945376925,13.684393305743555,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-14293.0
t5,14192.20180424131,3020.3681957586996,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-16715.0,13908.59102524947,1581.7652310553535,-0.0,0.0,0.0,597.186,0.0,6334.5599969940295,-304.1022532988491,-22118.0,17550.163612966197,395.5871534766775,-0.0,0.0,0.0,893.0790000000001,0.0,14994.028503005971,-755.8582694488491,-33077.0,29856.45142169679,0.0,-1715.5449131332462,0.0,0.0,0.0,0.0,-9367.287954135414,-533.6185544281304,-18240.0,6845.390965456026,0.0,-0.0,0.0,0.0,0.0,0.0,-1410.743210834166,-91.64775462185939,-5343.0,40277.9463181617,0.0,-0.0,0.0,0.0,0.0,0.0,-4563.546835030422,-941.399483131271,-34773.0,20393.82952839728,420.7943186777103,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-14189.0
t6,14194.514564538518,3154.055435461478,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-16851.0,12649.966480917647,2146.0573056846365,-0.0,0.0,0.0,620.73,0.0,7931.071064104844,-357.824850707128,-22990.0,18726.12243096197,0.0,-0.0,0.0,0.0,868.941,0.0,13397.517435895157,-809.5808668571281,-32183.0,29253.253856107618,0.0,-1642.419556275635,0.0,0.0,0.0,0.0,-9079.077404118609,-532.7568957133774,-17999.0,7174.46368380415,0.0,-0.0,0.0,0.0,0.0,0.0,-1797.059356921425,-84.40432688272328,-5293.0,39981.22249111564,0.0,-0.0,0.0,0.0,0.0,0.0,-4465.441238959967,-947.7812521556541,-34568.0,20188.440464248,431.1833828269905,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-13994.0
t7,17490.569999999996,0.0,-0.0,0.0,0.0,0.0,0.0,-250.0,-247.57,-16993.0,13431.693181068013,0.0,-0.0,0.0,0.0,630.558,0.0,9709.414941100003,-417.66612216801514,-23354.0,19168.22457941802,0.0,-0.0,0.0,0.0,90.024,0.0,11619.173558899998,-869.4221383180152,-30008.0,28795.221216804395,0.0,-1642.419556275635,0.0,0.0,0.0,0.0,-9180.010547513039,-539.7911130157232,-17433.0,8205.01662768572,0.0,-1117.6235347357199,0.0,0.0,0.0,0.0,-1807.1785,-84.21459295,-5196.0,39402.39415587769,0.0,-0.0,0.0,0.0,0.0,0.0,-4354.388952486962,-955.0052033907232,-34093.0,20597.623847074996,0.0,-0.0,0.0,0.0,0.0,0.0,-5737.0105,-888.6133470749999,-13972.0
t8,16369.468887114872,0.0,-865.8824489239494,0.0,0.0,0.0,0.0,1700.0607897944483,-158.64722798537315,-17045.0,15349.16509919299,0.0,-2246.9,0.0,0.0,0.0,0.0,10469.99452600715,-443.25962520014065,-23129.0,23746.55968513711,0.0,-1665.0,0.0,0.0,0.0,0.0,8908.5331841984,-806.0928693355138,-30184.0,26405.412696345542,0.0,-1070.8746025664768,0.0,0.0,0.0,0.0,-7792.034802947339,-449.50329083172437,-17093.0,8087.598627769612,0.0,-1060.2055348196106,0.0,0.0,0.0,0.0,-1807.1785,-84.21459295,-5136.0,39586.79613498561,0.0,-0.0,0.0,0.0,0.0,0.0,-5379.0902027140855,-839.7059322715132,-33368.0,20846.886892478356,0.0,-0.0,0.0,0.0,0.0,0.0,-6100.284994338577,-863.6018981397889,-13883.0
