Time_Index,BuyPrice_1,BuyPrice_2,SellPrice_1,SellPrice_2
1,0.0,102.51,0.0,102.51
2,0.0,103.59,0.0,103.59
3,0.0,105.97,0.0,105.97
4,0.0,101.37,0.0,101.37
5,0.0,104.11,0.0,104.11
6,0.0,104.59,0.0,104.59
7,0.0,90.41,0.0,90.41
8,0.0,91.53,0.0,91.53
9,0.0,91.65,0.0,91.65
10,0.0,64.33,0.0,64.33
11,0.0,65.08,0.0,65.08
12,0.0,65.66,0.0,65.66
13,0.0,60.85,0.0,60.85
14,0.0,62.69,0.0,62.69
15,0.0,61.64,0.0,61.64
16,0.0,90.86,0.0,90.86
17,0.0,93.88,0.0,93.88
18,0.0,93.42,0.0,93.42
19,0.0,109.12,0.0,109.12
20,0.0,112.93,0.0,112.93
21,0.0,111.92,0.0,111.92
22,0.0,108.44,0.0,108.44
23,0.0,110.03,0.0,110.03
24,0.0,108.15,0.0,108.15
25,0.0,103.78,0.0,103.78
26,0.0,102.6,0.0,102.6
27,0.0,104.59,0.0,104.59
28,0.0,105.75,0.0,105.75
29,0.0,104.11,0.0,104.11
30,0.0,102.36,0.0,102.36
31,0.0,89.01,0.0,89.01
32,0.0,91.81,0.0,91.81
33,0.0,91.16,0.0,91.16
34,0.0,62.86,0.0,62.86
35,0.0,66.11,0.0,66.11
36,0.0,64.13,0.0,64.13
37,0.0,59.89,0.0,59.89
38,0.0,62.09,0.0,62.09
39,0.0,60.67,0.0,60.67
40,0.0,89.74,0.0,89.74
41,0.0,92.72,0.0,92.72
42,0.0,90.7,0.0,90.7
43,0.0,111.42,0.0,111.42
44,0.0,110.53,0.0,110.53
45,0.0,108.92,0.0,108.92
46,0.0,109.07,0.0,109.07
47,0.0,112.53,0.0,112.53
48,0.0,107.76,0.0,107.76
49,0.0,104.13,0.0,104.13
50,0.0,101.5,0.0,101.5
51,0.0,106.81,0.0,106.81
52,0.0,104.38,0.0,104.38
53,0.0,102.65,0.0,102.65
54,0.0,104.36,0.0,104.36
55,0.0,89.54,0.0,89.54
56,0.0,91.89,0.0,91.89
57,0.0,91.6,0.0,91.6
58,0.0,62.44,0.0,62.44
59,0.0,63.97,0.0,63.97
60,0.0,64.25,0.0,64.25
61,0.0,60.26,0.0,60.26
62,0.0,61.99,0.0,61.99
63,0.0,58.62,0.0,58.62
64,0.0,92.74,0.0,92.74
65,0.0,94.31,0.0,94.31
66,0.0,93.18,0.0,93.18
67,0.0,109.92,0.0,109.92
68,0.0,110.13,0.0,110.13
69,0.0,110.12,0.0,110.12
70,0.0,107.01,0.0,107.01
71,0.0,111.33,0.0,111.33
72,0.0,109.16,0.0,109.16
73,0.0,105.43,0.0,105.43
74,0.0,100.6,0.0,100.6
75,0.0,107.75,0.0,107.75
76,0.0,102.92,0.0,102.92
77,0.0,101.83,0.0,101.83
78,0.0,103.36,0.0,103.36
79,0.0,89.86,0.0,89.86
80,0.0,90.29,0.0,90.29
81,0.0,89.33,0.0,89.33
82,0.0,62.82,0.0,62.82
83,0.0,64.94,0.0,64.94
84,0.0,65.77,0.0,65.77
85,0.0,60.36,0.0,60.36
86,0.0,61.54,0.0,61.54
87,0.0,60.57,0.0,60.57
88,0.0,91.62,0.0,91.62
89,0.0,91.26,0.0,91.26
90,0.0,89.19,0.0,89.19
91,0.0,110.32,0.0,110.32
92,0.0,113.54,0.0,113.54
93,0.0,113.01,0.0,113.01
94,0.0,107.78,0.0,107.78
95,0.0,111.13,0.0,111.13
96,0.0,107.11,0.0,107.11
97,0.0,103.51,0.0,103.51
98,0.0,101.68,0.0,101.68
99,0.0,104.91,0.0,104.91
100,0.0,102.92,0.0,102.92
