Fuel,AnnualSum
No_fuel,0.0
AZ_coal,8.697691349398643e7
AZ_naturalgas,1.3365935211184263e8
AZ_uranium,3.4052962406804174e8
CA_N_naturalgas,3.492709620071982e7
CA_N_uranium,4.8631412322906256e7
CA_S_naturalgas,3.4718935097662075e6
MT_WY_CO_coal,3.8370603612138677e8
MT_WY_CO_naturalgas,26554.544058436106
NM_coal,1.907861405754987e7
NM_naturalgas,1.498406809557295e6
PNW_coal,0.0
PNW_naturalgas,2.538422584015244e8
PNW_uranium,1.0058999371570091e8
UT_NV_coal,2.5578793948614985e8
UT_NV_naturalgas,3.1242487432613665e8
CA_S_uranium,1.2750586247777212e9
MT_WY_CO_uranium,-9.258904465937061e-8
NM_uranium,3.2242912373359224e-10
UT_NV_uranium,-9.099396220974041e-9
None,0.0
