Time_Index,Hybrid_Wind_Test
245,0.724
246,0.754
247,0.788
248,0.742
249,0.71
250,0.674
251,0.7
252,0.671
253,0.692
254,0.7
255,0.676
256,0.663
257,0.644
258,0.755
259,0.845
260,0.9
261,0.919
262,0.924
263,0.896
264,0.869
265,0.874
266,0.886
267,0.803
268,0.733
269,0.742
270,0.784
271,0.788
272,0.72
273,0.653
274,0.652
275,0.586
276,0.463
277,0.374
278,0.334
279,0.276
280,0.2
281,0.14
282,0.2
283,0.264
284,0.327
285,0.424
286,0.428
287,0.424
288,0.417
289,0.482
290,0.546
291,0.587
292,0.651
293,0.725
294,0.752
295,0.77
296,0.723
297,0.628
298,0.63
299,0.616
300,0.59
301,0.554
302,0.55
303,0.51
304,0.492
305,0.516
306,0.508
307,0.467
308,0.477
309,0.46
310,0.439
311,0.41
312,0.373
313,0.332
314,0.31
315,0.235
316,0.232
317,0.237
318,0.171
319,0.119
320,0.101
321,0.044
322,0.021
323,0.032
324,0.034
325,0.041
326,0.058
327,0.085
328,0.13
329,0.222
330,0.346
331,0.433
332,0.478
333,0.573
334,0.561
335,0.627
336,0.627
337,0.622
338,0.618
339,0.694
340,0.67
341,0.698
342,0.732
343,0.742
344,0.701
345,0.736
346,0.804
347,0.842
348,0.875
349,0.885
350,0.884
351,0.877
352,0.838
353,0.748
354,0.685
355,0.683
356,0.659
357,0.666
358,0.653
359,0.666
360,0.631
361,0.592
362,0.536
363,0.548
364,0.572
365,0.592
366,0.639
367,0.675
368,0.693
369,0.718
370,0.742
371,0.733
372,0.696
373,0.642
374,0.575
375,0.517
376,0.449
377,0.446
378,0.384
379,0.315
380,0.239
381,0.132
382,0.104
383,0.098
384,0.095
385,0.057
386,0.026
387,0.005
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.002
401,0.029
402,0.078
403,0.119
404,0.204
405,0.322
406,0.451
407,0.529
408,0.608
409,0.688
410,0.751
411,0.771
412,0.778
413,0.779
414,0.786
415,0.776
416,0.773
417,0.745
418,0.742
419,0.776
420,0.828
421,0.836
422,0.823
423,0.794
424,0.793
425,0.806
426,0.838
427,0.71
428,0.641
429,0.624
430,0.668
431,0.678
432,0.705
433,0.682
434,0.671
435,0.661
436,0.638
437,0.631
438,0.632
439,0.624
440,0.573
441,0.454
442,0.48
443,0.495
444,0.5
445,0.372
446,0.377
447,0.383
448,0.32
449,0.218
450,0.163
451,0.177
452,0.101
453,0.036
454,0.002
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.009
472,0.016
473,0.015
474,0.019
475,0.016
476,0.015
477,0.026
478,0.039
479,0.056
480,0.092
481,0.107
482,0.08
483,0.054
484,0.116
485,0.232
486,0.452
487,0.656
488,0.654
489,0.666
490,0.71
491,0.792
492,0.901
493,0.942
494,0.947
495,0.909
496,0.867
497,0.737
498,0.699
499,0.787
500,0.818
501,0.841
502,0.85
503,0.864
504,0.869
505,0.88
506,0.84
507,0.78
508,0.786
509,0.724
510,0.698
511,0.719
512,0.65
513,0.579
514,0.64
515,0.831
516,0.882
517,0.898
518,0.857
519,0.8
520,0.727
521,0.68
522,0.662
523,0.649
524,0.69
525,0.654
526,0.561
527,0.531
528,0.543
529,0.53
530,0.527
531,0.543
532,0.531
533,0.482
534,0.447
535,0.426
536,0.409
537,0.311
538,0.271
539,0.307
540,0.264
541,0.211
542,0.167
543,0.122
544,0.099
545,0.079
546,0.119
547,0.144
548,0.142
549,0.196
550,0.259
551,0.319
552,0.35
553,0.387
554,0.357
555,0.285
556,0.277
557,0.331
558,0.408
559,0.411
560,0.359
561,0.267
562,0.172
563,0.101
564,0.079
565,0.063
566,0.05
567,0.028
568,0.013
569,0.006
570,0.007
571,0.011
572,0.006
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.002
609,0.0
610,0.0
611,0.0
612,0.0
613,0.001
614,0.01
615,0.01
616,0.026
617,0.055
618,0.088
619,0.165
620,0.249
621,0.282
622,0.282
623,0.278
624,0.299
625,0.289
626,0.261
627,0.207
628,0.161
629,0.119
630,0.08
631,0.054
632,0.041
633,0.02
634,0.009
635,0.023
636,0.046
637,0.1
638,0.167
639,0.247
640,0.297
641,0.322
642,0.245
643,0.162
644,0.152
645,0.115
646,0.089
647,0.049
648,0.017
649,0.001
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.01
679,0.04
680,0.062
681,0.036
682,0.035
683,0.051
684,0.06
685,0.053
686,0.049
687,0.035
688,0.014
689,0.001
690,0.0
691,0.0
692,0.0
693,0.0
694,0.001
695,0.009
696,0.001
697,0.0
698,0.0
699,0.002
700,0.028
701,0.033
702,0.037
703,0.026
704,0.014
705,0.001
706,0.001
707,0.013
708,0.062
709,0.137
710,0.181
711,0.205
712,0.268
713,0.333
714,0.371
715,0.446
716,0.546
717,0.584
718,0.603
719,0.646
720,0.621
721,0.502
722,0.431
723,0.424
724,0.383
725,0.351
726,0.326
727,0.263
728,0.254
729,0.223
730,0.23
731,0.214
732,0.236
733,0.278
734,0.354
735,0.398
736,0.445
737,0.518
738,0.542
739,0.55
740,0.535
741,0.501
742,0.504
743,0.519
744,0.542
745,0.624
746,0.616
747,0.572
748,0.529
749,0.508
750,0.54
751,0.486
752,0.407
753,0.328
754,0.293
755,0.235
756,0.218
757,0.223
758,0.27
759,0.306
760,0.284
761,0.316
762,0.354
763,0.366
764,0.348
765,0.288
766,0.208
767,0.14
768,0.091
769,0.05
770,0.045
771,0.08
772,0.055
773,0.064
774,0.146
775,0.159
776,0.15
777,0.082
778,0.057
779,0.073
780,0.073
781,0.065
782,0.056
783,0.034
784,0.011
785,0.001
786,0.018
787,0.066
788,0.064
789,0.071
790,0.111
791,0.151
792,0.173
793,0.215
794,0.259
795,0.223
796,0.214
797,0.246
798,0.289
799,0.295
800,0.249
801,0.207
802,0.173
803,0.151
804,0.139
805,0.133
806,0.119
807,0.098
808,0.072
809,0.053
810,0.048
811,0.062
812,0.073
813,0.073
814,0.062
815,0.062
816,0.068
817,0.094
818,0.128
819,0.189
820,0.272
821,0.353
822,0.4
823,0.423
824,0.416
825,0.392
826,0.346
827,0.32
828,0.279
829,0.227
830,0.202
831,0.191
832,0.176
833,0.21
834,0.301
835,0.381
836,0.468
837,0.487
838,0.555
839,0.571
840,0.587
841,0.608
842,0.646
843,0.612
844,0.558
845,0.52
846,0.534
847,0.583
848,0.55
849,0.429
850,0.311
851,0.242
852,0.15
853,0.074
854,0.051
855,0.037
856,0.017
857,0.001
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.002
884,0.042
885,0.055
886,0.046
887,0.045
888,0.055
889,0.069
890,0.087
891,0.116
892,0.143
893,0.14
894,0.109
895,0.072
896,0.059
897,0.035
898,0.025
899,0.028
900,0.032
901,0.036
902,0.054
903,0.114
904,0.205
905,0.264
906,0.344
907,0.457
908,0.487
909,0.514
910,0.579
911,0.613
912,0.585
913,0.5
914,0.388
915,0.244
916,0.172
917,0.122
918,0.054
919,0.013
920,0.001
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.001
927,0.019
928,0.048
929,0.093
930,0.087
931,0.068
932,0.087
933,0.106
934,0.111
935,0.104
936,0.12
937,0.121
938,0.067
939,0.027
940,0.004
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.006
952,0.031
953,0.05
954,0.063
955,0.062
956,0.063
957,0.059
958,0.036
959,0.019
960,0.012
961,0.002
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.007
976,0.034
977,0.076
978,0.094
979,0.158
980,0.21
981,0.271
982,0.357
983,0.461
984,0.536
985,0.573
986,0.57
987,0.541
988,0.554
989,0.549
990,0.529
991,0.528
992,0.57
993,0.605
994,0.596
995,0.575
996,0.595
997,0.712
998,0.75
999,0.82
1000,0.886
1001,0.918
1002,0.898
1003,0.83
1004,0.683
1005,0.608
1006,0.573
1007,0.542
1008,0.481
1009,0.447
1010,0.39
1011,0.371
1012,0.363
1013,0.36
1014,0.326
1015,0.275
1016,0.213
1017,0.186
1018,0.199
1019,0.202
1020,0.225
1021,0.27
1022,0.334
1023,0.441
1024,0.517
1025,0.505
1026,0.494
1027,0.522
1028,0.626
1029,0.736
1030,0.769
1031,0.782
1032,0.745
1033,0.68
1034,0.67
1035,0.635
1036,0.648
1037,0.671
1038,0.618
1039,0.616
1040,0.54
1041,0.486
1042,0.499
1043,0.548
1044,0.571
1045,0.564
1046,0.609
1047,0.624
1048,0.632
1049,0.596
1050,0.603
1051,0.692
1052,0.689
1053,0.697
1054,0.729
1055,0.734
1056,0.678
1057,0.592
1058,0.54
1059,0.569
1060,0.554
1061,0.529
1062,0.529
1063,0.528
1064,0.446
1065,0.435
1066,0.583
1067,0.58
1068,0.6
1069,0.629
1070,0.704
1071,0.711
1072,0.69
1073,0.579
1074,0.556
1075,0.534
1076,0.503
1077,0.453
1078,0.464
1079,0.454
1080,0.373
1081,0.319
1082,0.283
1083,0.311
1084,0.316
1085,0.302
1086,0.288
1087,0.323
1088,0.249
1089,0.126
1090,0.15
1091,0.205
1092,0.181
1093,0.212
1094,0.267
1095,0.285
1096,0.339
1097,0.374
1098,0.446
1099,0.571
1100,0.598
1101,0.57
1102,0.532
1103,0.501
1104,0.466
1105,0.48
1106,0.422
1107,0.38
1108,0.399
1109,0.461
1110,0.522
1111,0.541
1112,0.488
1113,0.423
1114,0.496
1115,0.646
1116,0.724
1117,0.775
1118,0.805
1119,0.803
1120,0.675
1121,0.594
1122,0.524
1123,0.632
1124,0.68
1125,0.713
1126,0.743
1127,0.751
1128,0.705
1129,0.676
1130,0.668
1131,0.643
1132,0.566
1133,0.566
1134,0.629
1135,0.639
1136,0.614
1137,0.576
1138,0.619
1139,0.621
1140,0.5
1141,0.358
1142,0.226
1143,0.141
1144,0.108
1145,0.102
1146,0.113
1147,0.107
1148,0.086
1149,0.07
1150,0.054
1151,0.063
1152,0.074
1153,0.065
1154,0.043
1155,0.039
1156,0.008
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1161,0.002
1162,0.036
1163,0.115
1164,0.244
1165,0.389
1166,0.435
1167,0.489
1168,0.596
1169,0.637
1170,0.699
1171,0.829
1172,0.919
1173,0.897
1174,0.918
1175,0.917
1176,0.945
1177,0.942
1178,0.904
1179,0.884
1180,0.839
1181,0.681
1182,0.589
1183,0.591
1184,0.573
1185,0.543
1186,0.495
1187,0.526
1188,0.512
1189,0.442
1190,0.341
1191,0.451
1192,0.512
1193,0.559
1194,0.553
1195,0.569
1196,0.559
1197,0.546
1198,0.459
1199,0.396
1200,0.305
1201,0.242
1202,0.178
1203,0.152
1204,0.138
1205,0.191
1206,0.224
1207,0.181
1208,0.088
1209,0.006
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.001
1218,0.011
1219,0.003
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.01
1245,0.041
1246,0.081
1247,0.109
1248,0.127
1249,0.132
1250,0.145
1251,0.164
1252,0.184
1253,0.211
1254,0.262
1255,0.32
1256,0.394
1257,0.506
1258,0.6
1259,0.626
1260,0.636
1261,0.643
1262,0.682
1263,0.736
1264,0.803
1265,0.922
1266,0.924
1267,0.918
1268,0.941
1269,0.924
1270,0.925
1271,0.921
1272,0.847
1273,0.881
1274,0.782
1275,0.902
1276,0.917
1277,0.813
1278,0.716
1279,0.741
1280,0.723
1281,0.764
1282,0.786
1283,0.81
1284,0.845
1285,0.889
1286,0.96
1287,0.952
1288,0.922
1289,0.884
1290,0.842
1291,0.858
1292,0.792
1293,0.682
1294,0.512
1295,0.461
1296,0.417
1297,0.376
1298,0.367
1299,0.399
1300,0.428
1301,0.438
1302,0.456
1303,0.448
1304,0.347
1305,0.255
1306,0.206
1307,0.145
1308,0.083
1309,0.034
1310,0.002
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.001
1318,0.021
1319,0.05
1320,0.079
1321,0.101
1322,0.147
1323,0.214
1324,0.27
1325,0.316
1326,0.352
1327,0.415
1328,0.423
1329,0.392
1330,0.4
1331,0.471
1332,0.577
1333,0.684
1334,0.823
1335,0.86
1336,0.91
1337,0.889
1338,0.84
1339,0.759
1340,0.685
1341,0.656
1342,0.647
1343,0.655
1344,0.685
1345,0.661
1346,0.651
1347,0.643
1348,0.641
1349,0.603
1350,0.56
1351,0.522
1352,0.451
1353,0.35
1354,0.348
1355,0.399
1356,0.446
1357,0.506
1358,0.648
1359,0.751
1360,0.832
1361,0.912
1362,0.916
1363,0.94
1364,0.918
1365,0.869
1366,0.839
1367,0.896
1368,0.94
1369,0.89
1370,0.803
1371,0.724
1372,0.631
1373,0.594
1374,0.523
1375,0.458
1376,0.462
1377,0.458
1378,0.525
1379,0.552
1380,0.549
1381,0.553
1382,0.618
1383,0.661
1384,0.635
1385,0.631
1386,0.626
1387,0.591
1388,0.593
1389,0.57
1390,0.637
1391,0.708
1392,0.775
1393,0.722
1394,0.699
1395,0.672
1396,0.629
1397,0.633
1398,0.756
1399,0.742
1400,0.763
1401,0.812
1402,0.895
1403,0.867
1404,0.832
1405,0.809
1406,0.855
1407,0.872
1408,0.855
1409,0.844
1410,0.769
1411,0.74
1412,0.719
1413,0.702
1414,0.628
1415,0.61
1416,0.532
1417,0.426
1418,0.349
1419,0.321
1420,0.281
1421,0.252
1422,0.172
1423,0.11
1424,0.086
1425,0.024
1426,0.001
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.003
1438,0.027
1439,0.059
1440,0.099
1441,0.177
1442,0.299
1443,0.442
1444,0.543
1445,0.603
1446,0.624
1447,0.594
1448,0.543
1449,0.693
1450,0.798
1451,0.836
1452,0.833
1453,0.782
1454,0.802
1455,0.782
1456,0.748
1457,0.701
1458,0.645
1459,0.606
1460,0.594
1461,0.61
1462,0.602
1463,0.654
1464,0.661
1465,0.609
1466,0.632
1467,0.623
1468,0.583
1469,0.632
1470,0.664
1471,0.684
1472,0.756
1473,0.773
1474,0.787
1475,0.752
1476,0.691
1477,0.653
1478,0.589
1479,0.597
1480,0.564
1481,0.592
1482,0.592
1483,0.657
1484,0.653
1485,0.681
1486,0.668
1487,0.654
1488,0.69
1489,0.661
1490,0.594
1491,0.509
1492,0.45
1493,0.397
1494,0.324
1495,0.257
1496,0.216
1497,0.164
1498,0.161
1499,0.194
1500,0.215
1501,0.202
1502,0.179
1503,0.157
1504,0.14
1505,0.105
1506,0.107
1507,0.079
1508,0.052
1509,0.062
1510,0.087
1511,0.116
1512,0.112
1513,0.112
1514,0.131
1515,0.129
1516,0.13
1517,0.12
1518,0.13
1519,0.131
1520,0.11
1521,0.049
1522,0.024
1523,0.014
1524,0.002
1525,0.0
1526,0.0
1527,0.0
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.0
1543,0.0
1544,0.0
1545,0.0
1546,0.0
1547,0.0
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.002
1553,0.001
1554,0.009
1555,0.011
1556,0.047
1557,0.083
1558,0.142
1559,0.103
1560,0.036
1561,0.002
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,0.0
1570,0.0
1571,0.001
1572,0.016
1573,0.054
1574,0.138
1575,0.254
1576,0.315
1577,0.343
1578,0.394
1579,0.465
1580,0.473
1581,0.453
1582,0.427
1583,0.406
1584,0.352
1585,0.312
1586,0.323
1587,0.375
1588,0.345
1589,0.344
1590,0.298
1591,0.263
1592,0.278
1593,0.249
1594,0.256
1595,0.253
1596,0.247
1597,0.254
1598,0.288
1599,0.328
1600,0.356
1601,0.367
1602,0.371
1603,0.318
1604,0.235
1605,0.176
1606,0.079
1607,0.037
1608,0.032
1609,0.047
1610,0.059
1611,0.059
1612,0.045
1613,0.023
1614,0.008
1615,0.0
1616,0.0
1617,0.0
1618,0.0
1619,0.0
1620,0.0
1621,0.0
1622,0.001
1623,0.03
1624,0.137
1625,0.28
1626,0.339
1627,0.263
1628,0.179
1629,0.142
1630,0.113
1631,0.094
1632,0.077
1633,0.037
1634,0.01
1635,0.029
1636,0.029
1637,0.079
1638,0.134
1639,0.134
1640,0.12
1641,0.13
1642,0.288
1643,0.459
1644,0.5
1645,0.494
1646,0.472
1647,0.478
1648,0.456
1649,0.439
1650,0.46
1651,0.49
1652,0.563
1653,0.564
1654,0.583
1655,0.676
1656,0.73
1657,0.707
1658,0.662
1659,0.675
1660,0.686
1661,0.699
1662,0.764
1663,0.812
1664,0.8
1665,0.821
1666,0.865
1667,0.873
1668,0.777
1669,0.691
1670,0.615
1671,0.527
1672,0.46
1673,0.409
1674,0.462
1675,0.497
1676,0.508
1677,0.522
1678,0.518
1679,0.5
1680,0.518
1681,0.548
1682,0.521
1683,0.485
1684,0.405
1685,0.38
1686,0.402
1687,0.341
1688,0.234
1689,0.111
1690,0.044
1691,0.01
1692,0.0
1693,0.0
1694,0.0
1695,0.0
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,0.0
1707,0.0
1708,0.0
1709,0.0
1710,0.0
1711,0.0
1712,0.0
1713,0.001
1714,0.023
1715,0.101
1716,0.285
1717,0.394
1718,0.416
1719,0.482
1720,0.535
1721,0.587
1722,0.593
1723,0.584
1724,0.614
1725,0.614
1726,0.502
1727,0.45
1728,0.475
1729,0.446
1730,0.414
1731,0.357
1732,0.288
1733,0.21
1734,0.117
1735,0.067
1736,0.041
1737,0.02
1738,0.034
1739,0.056
1740,0.094
1741,0.177
1742,0.283
1743,0.335
1744,0.394
1745,0.453
1746,0.457
1747,0.405
1748,0.369
1749,0.363
1750,0.245
1751,0.186
1752,0.143
1753,0.116
1754,0.098
1755,0.084
1756,0.058
1757,0.015
1758,0.001
1759,0.0
1760,0.0
1761,0.0
1762,0.0
1763,0.0
1764,0.0
1765,0.0
1766,0.0
1767,0.0
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.001
1774,0.011
1775,0.004
1776,0.011
1777,0.007
1778,0.095
1779,0.143
1780,0.178
1781,0.19
1782,0.194
1783,0.211
1784,0.135
1785,0.054
1786,0.017
1787,0.001
1788,0.0
1789,0.0
1790,0.0
1791,0.0
1792,0.0
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.002
1805,0.002
1806,0.023
1807,0.043
1808,0.012
1809,0.001
1810,0.0
1811,0.0
1812,0.008
1813,0.116
1814,0.268
1815,0.403
1816,0.519
1817,0.562
1818,0.6
1819,0.623
1820,0.721
1821,0.668
1822,0.562
1823,0.534
1824,0.565
1825,0.59
1826,0.589
1827,0.568
1828,0.537
1829,0.492
1830,0.432
1831,0.338
1832,0.28
1833,0.287
1834,0.307
1835,0.388
1836,0.496
1837,0.554
1838,0.599
1839,0.65
1840,0.682
1841,0.683
1842,0.69
1843,0.684
1844,0.691
1845,0.595
1846,0.514
1847,0.479
1848,0.398
1849,0.273
1850,0.219
1851,0.219
1852,0.16
1853,0.116
1854,0.094
1855,0.077
1856,0.062
1857,0.067
1858,0.081
1859,0.099
1860,0.134
1861,0.184
1862,0.28
1863,0.426
1864,0.504
1865,0.509
1866,0.495
1867,0.452
1868,0.495
1869,0.565
1870,0.581
1871,0.605
1872,0.624
1873,0.648
1874,0.662
1875,0.675
1876,0.633
1877,0.537
1878,0.431
1879,0.338
1880,0.246
1881,0.209
1882,0.21
1883,0.256
1884,0.34
1885,0.491
1886,0.643
1887,0.71
1888,0.806
1889,0.886
1890,0.948
1891,0.926
1892,0.864
1893,0.831
1894,0.78
1895,0.81
1896,0.891
1897,0.92
1898,0.841
1899,0.859
1900,0.797
1901,0.743
1902,0.703
1903,0.58
1904,0.484
1905,0.395
1906,0.311
1907,0.224
1908,0.118
1909,0.039
1910,0.075
1911,0.164
1912,0.192
1913,0.225
1914,0.296
1915,0.313
1916,0.305
1917,0.277
1918,0.24
1919,0.233
1920,0.241
1921,0.235
1922,0.227
1923,0.26
1924,0.396
1925,0.532
1926,0.595
1927,0.611
1928,0.521
1929,0.581
1930,0.62
1931,0.606
1932,0.539
1933,0.434
1934,0.377
1935,0.443
1936,0.638
1937,0.638
1938,0.641
1939,0.338
1940,0.128
1941,0.123
1942,0.105
1943,0.108
1944,0.105
1945,0.107
1946,0.07
1947,0.047
1948,0.019
1949,0.001
1950,0.0
1951,0.0
1952,0.0
1953,0.0
1954,0.0
1955,0.0
1956,0.0
1957,0.0
1958,0.0
1959,0.001
1960,0.022
1961,0.09
1962,0.16
1963,0.211
1964,0.255
1965,0.273
1966,0.316
1967,0.43
1968,0.482
1969,0.46
1970,0.366
1971,0.291
1972,0.246
1973,0.15
1974,0.081
1975,0.049
1976,0.016
1977,0.001
1978,0.0
1979,0.0
1980,0.0
1981,0.0
1982,0.0
1983,0.0
1984,0.0
1985,0.001
1986,0.019
1987,0.032
1988,0.093
1989,0.108
1990,0.054
1991,0.029
1992,0.009
1993,0.0
1994,0.0
1995,0.0
1996,0.0
1997,0.0
1998,0.0
1999,0.0
2000,0.0
2001,0.0
2002,0.0
2003,0.0
2004,0.0
2005,0.0
2006,0.001
2007,0.021
2008,0.137
2009,0.313
2010,0.385
2011,0.389
2012,0.336
2013,0.246
2014,0.195
2015,0.209
2016,0.208
2017,0.205
2018,0.217
2019,0.209
2020,0.201
2021,0.188
2022,0.163
2023,0.166
2024,0.186
2025,0.296
2026,0.46
2027,0.573
2028,0.644
2029,0.675
2030,0.693
2031,0.703
2032,0.699
2033,0.744
2034,0.842
2035,0.923
2036,0.934
2037,0.862
2038,0.817
2039,0.853
2040,0.855
2041,0.803
2042,0.827
2043,0.89
2044,0.886
2045,0.806
2046,0.676
2047,0.767
2048,0.731
2049,0.758
2050,0.849
2051,0.951
2052,0.949
2053,0.894
2054,0.954
2055,0.978
2056,0.99
2057,0.99
2058,0.99
2059,0.986
2060,0.95
2061,0.881
2062,0.817
2063,0.898
2064,0.878
2065,0.829
2066,0.749
2067,0.759
2068,0.78
2069,0.769
2070,0.73
2071,0.574
2072,0.505
2073,0.431
2074,0.359
2075,0.284
2076,0.262
2077,0.335
2078,0.441
2079,0.48
2080,0.483
2081,0.506
2082,0.506
2083,0.473
2084,0.498
2085,0.526
2086,0.495
2087,0.459
2088,0.445
2089,0.374
2090,0.436
2091,0.501
2092,0.602
2093,0.616
2094,0.536
2095,0.456
2096,0.338
2097,0.415
2098,0.598
2099,0.594
2100,0.571
2101,0.374
2102,0.287
2103,0.226
2104,0.225
2105,0.212
2106,0.128
2107,0.227
2108,0.283
2109,0.173
2110,0.298
2111,0.481
2112,0.564
2113,0.518
2114,0.537
2115,0.56
2116,0.54
2117,0.48
2118,0.411
2119,0.355
2120,0.263
2121,0.265
2122,0.256
2123,0.236
2124,0.229
2125,0.199
2126,0.124
2127,0.066
2128,0.036
2129,0.135
2130,0.333
2131,0.315
2132,0.26
2133,0.153
2134,0.073
2135,0.037
2136,0.008
2137,0.0
