Fuel,AnnualSum
No_fuel,0.0
AZ_coal,1.754181421028461e6
AZ_naturalgas,9.295967943202664e7
AZ_uranium,3.1703269413519675e8
CA_N_naturalgas,3.395846020685247e7
CA_N_uranium,-7.561803381122122e-8
CA_S_naturalgas,1.4475039095093507e7
MT_WY_CO_coal,3.716020028741688e8
MT_WY_CO_naturalgas,-5.637387118607146e-9
NM_coal,1.841379002282521e7
NM_naturalgas,5.33239898212907e6
PNW_coal,0.0
PNW_naturalgas,3.105012912823457e8
PNW_uranium,1.0022747254628514e8
UT_NV_coal,2.788403372210267e8
UT_NV_naturalgas,5.0206833238649625e8
CA_S_uranium,9.786654558921526e-8
MT_WY_CO_uranium,-2.3739708382430895e-8
NM_uranium,-5.3424021233696555e-9
UT_NV_uranium,-3.6269673397981704e-8
None,0.0
