Fuel,AnnualSum
No_fuel,0.0
AZ_coal,1.5838673819504246e7
AZ_naturalgas,6.760440777913608e7
AZ_uranium,3.576580033993082e8
CA_N_naturalgas,4.0853375233860943e6
CA_N_uranium,8.51022402715702e8
CA_S_naturalgas,2.16886225854774e6
MT_WY_CO_coal,5.190263535708465e8
MT_WY_CO_naturalgas,156648.39918638827
NM_coal,2.0904826729930613e7
NM_naturalgas,1.574780878086772e6
PNW_coal,0.0
PNW_naturalgas,3.60491483776032e8
PNW_uranium,1.0546518248994406e8
UT_NV_coal,2.828019052734366e8
UT_NV_naturalgas,4.4349439015721214e8
CA_S_uranium,1.45405613871559e9
MT_WY_CO_uranium,-1.048797772628412e-8
NM_uranium,3.4508145775287294e-9
UT_NV_uranium,8.533528550319552e-10
None,0.0
