Resource,Min_Retired_Cap_MW,Min_Retired_Energy_Cap_MW,Min_Retired_Charge_Cap_MW,Capital_Recovery_Period,WACC,Lifetime
Wyoming_Wind_19_Generic,0.0,0.0,0.0,30.0,0.04,30.0
