Fuel,AnnualSum
No_fuel,0.0
AZ_coal,1.2572198922522846e8
AZ_naturalgas,6.3909453245497696e7
AZ_uranium,3.576729508699588e8
CA_N_naturalgas,6.497868838706522e6
CA_N_uranium,6.547238184244388e8
CA_S_naturalgas,2.125290887376e6
MT_WY_CO_coal,5.1830024917153686e8
MT_WY_CO_naturalgas,136427.21287013567
NM_coal,2.0225826794666406e7
NM_naturalgas,1.4348915546287065e6
PNW_coal,0.0
PNW_naturalgas,3.9133334084830254e8
PNW_uranium,1.0546566959999958e8
UT_NV_coal,2.823864337408279e8
UT_NV_naturalgas,4.1773363723068684e8
CA_S_uranium,1.4153745098957253e9
MT_WY_CO_uranium,1.2283249816217252e-8
NM_uranium,6.961237669100841e-8
UT_NV_uranium,-3.9961190237691736e-8
None,0.0
