Fuel,AnnualSum
No_fuel,0.0
AZ_coal,2.3056972465858266e7
AZ_naturalgas,5.460983773202498e7
AZ_uranium,3.5815580979421586e8
CA_N_naturalgas,482186.98951855814
CA_N_uranium,9.573537644704973e8
CA_S_naturalgas,1.9607066091203752e6
MT_WY_CO_coal,5.1839233074351794e8
MT_WY_CO_naturalgas,166075.2509174063
NM_coal,2.1350483728193015e7
NM_naturalgas,2.704409832174929e6
PNW_coal,0.0
PNW_naturalgas,3.360222649823624e8
PNW_uranium,1.0546559200760742e8
UT_NV_coal,2.847426472212266e8
UT_NV_naturalgas,4.4644222951420087e8
CA_S_uranium,1.4803864671505766e9
MT_WY_CO_uranium,-1.4650400995686039e-8
NM_uranium,-5.7623772420356545e-9
UT_NV_uranium,-2.2556617766955612e-8
None,0.0
