Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.457252051235247e7
AZ_naturalgas,3.387924690275429e7
AZ_uranium,1.2526479746378655e9
CA_N_naturalgas,81617.90307608419
CA_N_uranium,1.0587641683689901e9
CA_S_naturalgas,25132.40074286137
MT_WY_CO_coal,5.472267937563264e8
MT_WY_CO_naturalgas,3.36858458074869e6
NM_coal,2.1920566184403714e7
NM_naturalgas,227863.6817299034
PNW_coal,0.0
PNW_naturalgas,3.760556828378322e8
PNW_uranium,1.0546566959999967e8
UT_NV_coal,2.9401403977025044e8
UT_NV_naturalgas,2.889077410707292e8
CA_S_uranium,1.6745074460124688e9
MT_WY_CO_uranium,1.427827292133088e-8
NM_uranium,-4.077343988587756e-10
UT_NV_uranium,-1.1237037845072832e-8
None,0.0
