Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Total
AnnualSum,723492.9203715498,1.0973502071183708e6,223726.87864192697,5.291699850733663e6,521374.9467085801,995629.1584639116,1.0968258060718928e6,843108.2722853585,2.717886410614758e6,1.6284544800551715e6,334051.0335184064,4.927765878220273e6,1.2766903444661929e6,285723.7893344317,201532.83348009645,2.2165312810084585e7
t1,104.42,0.0,45.10615920000001,897.8922435,87.6946374,232.32461714999997,0.0,153.6,515.546052,329.152,46.725103896129085,614.8778091173284,227.749851,64.0091859,68.85,3387.947659163457
t2,104.42,27.140195731957746,45.10615920000001,897.8922435,87.6946374,232.32461714999997,0.0,153.6,515.546052,329.152,25.681798039561276,791.1747967119741,227.749851,64.0091859,68.85,3570.341536633493
t3,104.42,133.08419423257504,45.10615920000001,897.8922435,87.6946374,232.32461714999997,0.0,153.6,515.546052,329.152,20.597788703541823,698.7708247011891,227.749851,64.0091859,68.85,3578.797553787306
t4,104.42,0.0,45.10615920000001,897.8922435,87.6946374,232.32461714999997,0.0,153.6,515.546052,329.152,18.19350326137402,930.7273338,227.749851,64.0091859,68.85,3675.2655832113737
t5,104.42,27.653813450753443,45.10615920000001,897.8922435,87.6946374,232.32461714999997,0.0,153.6,515.546052,329.152,11.72962225249645,885.9442011653425,227.749851,64.0091859,68.85,3651.6723830185924
t6,104.42,119.11093648788791,45.10615920000001,897.8922435,87.6946374,232.32461714999997,0.0,153.6,515.546052,329.152,2.6022332585577375,888.9525955223187,227.749851,64.0091859,68.85,3737.010511418764
t7,104.42,184.01473900611867,45.10615920000001,647.9317686558242,87.6946374,232.32461714999997,6.486595457404631,153.6,515.546052,329.152,7.396120085783156,925.3767324386666,227.749851,64.0091859,68.85,3599.6584582937967
t8,104.42,62.54981943256619,45.10615920000001,116.38588223660788,87.6946374,0.0,0.0,153.6,515.546052,0.0,0.0,484.5638587599479,227.749851,64.0091859,0.0,1861.625445929122
t9,104.42,0.0,45.10615920000001,42.677230446031004,87.6946374,0.0,0.0,0.0,424.2516278248899,0.0,0.9841343177766336,10.392412441205105,227.749851,64.0091859,0.0,1007.2852385299026
t10,104.42,0.1034832485807286,45.10615920000001,0.0,87.6946374,0.0,0.0,0.0,300.6025384983064,0.0,3.4175938445027088,0.0,138.8813686186247,64.0091859,0.0,744.2349667100145
t11,104.42,0.0,0.0,0.0,87.6946374,0.0,0.0,0.0,161.91495389840168,0.0,25.039785129617556,0.0,151.3434585413523,64.0091859,0.0,594.4220208693715
t12,104.42,0.0,45.10615920000001,136.82775532736193,87.6946374,0.0,0.0,104.5839133914692,106.41656148266358,0.0,7.075635913940636,0.0,153.59425888911753,64.0091859,0.0,809.728107504553
t13,104.42,0.0,5.7984000183954105,78.80915827578525,0.0,0.0,0.0,0.0,312.9246566442175,0.0,0.0,0.0,77.76323883319749,64.0091859,0.0,643.7246396715957
t14,104.42,0.0,0.0,344.69699009335085,87.6946374,0.0,0.0,0.0,362.4304107327197,152.9984115180244,12.461481769146014,0.0,8.36009411054042,64.0091859,0.0,1137.0712115237814
t15,104.42,12.100431930697145,0.0,407.10542119312083,0.0,0.0,123.71046899694946,0.0,515.546052,329.152,17.40203538962669,0.0,0.0,3.186760213732451,0.0,1512.6231697241267
t16,73.78975048683795,0.0,0.0,857.651466009388,87.6946374,232.32461714999997,54.17499784624305,0.0,515.546052,329.152,0.0,152.69042612526925,11.05247562090877,0.0,68.85,2382.926422638647
t17,104.42,22.019962394023,45.10615920000001,897.8922435,87.6946374,232.32461714999997,115.73177798965621,153.6,515.546052,329.152,0.0,764.9295100824221,227.749851,0.0,68.85,3565.016810716101
t18,104.42,153.70358577763267,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,153.6,515.546052,329.152,0.0,505.6624619349044,227.749851,57.60663126841418,68.85,3616.4282392309515
t19,104.42,79.30719435069486,45.10615920000001,897.8922435,87.6946374,232.32461714999997,6.488340740111603,153.6,515.546052,329.152,0.0,520.7861170456084,227.749851,46.19741400378028,68.85,3315.114626390195
t20,104.42,191.973259067379,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,153.6,515.546052,329.152,0.0,658.8623682496064,227.749851,45.634487590409286,68.85,3795.9256751573944
t21,104.42,144.14963889464627,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,153.6,515.546052,329.152,0.0,893.2636313438305,227.749851,9.169727777529253,68.85,3946.038558266006
t22,104.42,116.22656299008163,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,153.6,515.546052,329.152,0.0,930.7273338,227.749851,64.0091859,68.85,4010.4186429400816
t23,104.42,146.0731546853807,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,153.6,515.546052,329.152,0.0,930.7273338,227.749851,0.0,68.85,3976.256048735381
t24,104.42,130.51918241362833,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,153.6,515.546052,329.152,0.0,930.7273338,214.64104085736784,31.013820449214027,68.85,3978.60708677021
t25,104.42,0.0,45.10615920000001,897.8922435,87.6946374,0.0,0.0,153.6,515.546052,329.152,29.307150358891704,898.1175151952563,227.749851,64.0091859,0.0,3352.5947945541475
t26,104.42,0.0,45.10615920000001,897.8922435,87.6946374,0.0,0.0,153.6,515.546052,329.152,29.001230979358294,930.7273338,227.749851,64.0091859,0.0,3384.898693779358
t27,104.42,79.2765429300245,45.10615920000001,897.8922435,87.6946374,0.0,0.0,153.6,515.546052,329.152,0.0,930.7273338,227.749851,64.0091859,0.0,3435.1740057300244
t28,104.42,0.0,45.10615920000001,897.8922435,87.6946374,0.0,167.86623371141036,153.6,515.546052,329.152,12.335475724709626,930.7273338,227.749851,64.0091859,0.0,3536.09917223612
t29,104.42,64.0219694096971,45.10615920000001,897.8922435,87.6946374,0.0,25.210007325968284,153.6,515.546052,329.152,0.0,930.7273338,227.749851,64.0091859,0.0,3445.1294395356654
t30,104.42,202.61513487191075,45.10615920000001,897.8922435,87.6946374,0.0,0.0,153.6,515.546052,329.152,5.581745464052968,930.7273338,227.749851,64.0091859,0.0,3564.0943431359633
t31,104.42,214.0669013742993,45.10615920000001,766.2903580558378,87.6946374,0.0,237.12,153.6,515.546052,329.152,19.66669174653006,930.7273338,227.749851,64.0091859,0.0,3695.149170476667
t32,104.42,21.509671940495387,45.10615920000001,618.0773530666254,87.6946374,0.0,237.12,153.6,515.546052,0.0,23.15586747200466,930.7273338,227.749851,64.0091859,0.0,3028.7161117791256
t33,104.42,0.0,45.10615920000001,457.9144499508579,87.6946374,0.0,237.12,153.6,515.546052,52.203308886096345,40.50569982617269,930.7273338,227.749851,64.0091859,0.0,2916.596677963127
t34,104.42,0.0,45.10615920000001,292.1978857389485,87.6946374,0.0,237.12,153.6,515.546052,241.47022432862946,43.43489315494572,930.7273338,227.749851,64.0091859,0.0,2943.0762225225235
t35,104.42,0.0,45.10615920000001,304.72609857721307,87.6946374,0.0,237.12,153.6,515.546052,302.02603720574234,50.59178818995494,862.6254247855958,227.749851,64.0091859,0.0,2955.2152342585064
t36,104.42,0.0,45.10615920000001,379.56664057430197,87.6946374,0.0,237.12,153.6,515.546052,0.0,43.74400531626139,431.26837364964877,227.749851,64.0091859,0.0,2289.824905040212
t37,104.42,0.0,45.10615920000001,616.92588755751,87.6946374,0.0,237.12,153.6,472.2308286823121,0.0,20.87501010953652,297.35143034816474,227.749851,64.0091859,0.0,2327.0829901975235
t38,104.42,0.0,45.10615920000001,500.48584776750255,87.6946374,0.0,3.9512508782057862,153.6,438.23495443733583,0.0,0.0,298.45793948730176,59.6309474186296,58.018329158090204,0.0,1749.6000657470656
t39,104.42,6.434903022811968,45.10615920000001,508.32174604203965,87.6946374,0.0,0.0,98.94161170897269,515.546052,329.152,0.0,0.0,178.70912952570148,15.382780340564612,0.0,1889.7090192400904
t40,104.42,0.0,45.10615920000001,768.2156071178091,0.0,0.0,0.0,153.6,515.546052,329.152,22.986109049821938,0.0,227.749851,0.0,0.0,2166.7757783676307
t41,104.42,0.0,45.10615920000001,897.8922435,87.6946374,0.0,0.0,153.6,515.546052,329.152,34.10872306817767,0.0,227.749851,0.0,0.0,2395.2696661681775
t42,104.42,0.0,45.10615920000001,897.8922435,87.6946374,232.32461714999997,0.0,153.6,515.546052,329.152,53.13601875,0.0,146.21466777382628,0.0,0.0,2565.086395773826
t43,104.42,0.0,45.10615920000001,897.8922435,87.6946374,0.0,0.0,153.6,515.546052,329.152,53.13601875,0.0,227.749851,0.0,0.0,2414.2969618499997
t44,104.42,0.0,45.10615920000001,889.3808233637196,87.6946374,0.0,0.0,153.6,515.546052,329.152,25.692708952121894,0.0,227.749851,0.0,0.0,2378.3422319158412
t45,104.42,0.0,45.10615920000001,897.8922435,87.6946374,0.0,0.0,153.6,515.546052,329.152,41.000443823101776,0.0,227.749851,0.0,0.0,2402.1613869231014
t46,104.42,0.0,45.10615920000001,897.8922435,87.6946374,0.0,0.0,153.6,515.546052,329.152,46.541670350704436,0.0,212.8640581424894,0.0,0.0,2392.8168205931934
t47,104.42,0.0,22.82380162334581,897.8922435,87.6946374,171.08987369611398,0.0,153.6,515.546052,329.152,40.42760058534126,0.0,227.749851,0.0,0.0,2550.396059804801
t48,104.42,0.0,40.79487939725733,897.8922435,87.6946374,0.0,0.0,153.6,515.546052,329.152,38.33351134598215,0.0,66.59045526637203,0.0,0.0,2234.0237789096113
t49,11.186936709508162,127.01718624617173,45.10615920000001,897.8922435,87.6946374,0.0,0.0,0.0,515.546052,329.152,0.0,0.0,44.001198163223194,0.0,0.0,2057.5964132189033
t50,48.40968630955298,260.67123779476617,45.10615920000001,696.855317125998,0.0,0.0,237.12,0.0,515.546052,329.152,10.455023753300999,0.0,0.0,0.0,0.0,2143.315476183618
t51,0.0,0.0,45.10615920000001,711.1953359510286,0.0,0.0,0.0,0.0,515.546052,329.152,27.36925586307828,0.0,0.0,0.0,0.0,1628.368803014107
t52,0.0,129.1378758260732,45.10615920000001,761.9065830153729,67.43445317981987,0.0,0.0,0.0,515.546052,329.152,12.48833603219665,0.0,0.0,0.0,0.0,1860.7714592534628
t53,63.06345079742109,214.53210725630336,45.10615920000001,691.5354156097775,0.0,0.0,0.0,0.0,515.546052,214.4294275580002,0.0,0.0,0.0,0.0,0.0,1744.2126124215022
t54,0.0,227.77903620967348,45.10615920000001,839.8732867425266,0.0,0.0,0.0,0.0,515.546052,329.152,28.347321551664955,0.0,0.0,0.0,0.0,1985.803855703865
t55,0.0,223.99061768691095,45.10615920000001,580.4819413350414,0.0,0.0,237.12,0.0,515.546052,329.152,35.19084818967501,0.0,0.0,0.0,0.0,1966.5876184116275
t56,6.94546932898004,368.62239725924513,45.10615920000001,776.2763661034746,0.0,0.0,4.713596734735118,0.0,515.546052,329.152,53.13601875,140.875420432884,0.0,0.0,0.0,2240.3734798093187
t57,101.86517611643544,263.33844391037206,45.10615920000001,737.5853516955533,0.0,0.0,237.12,0.0,515.546052,329.152,53.13601875,287.1176950416349,0.0,0.0,0.0,2569.9668967139955
