Sum Range ID,Index 1,MODEL_YEARS,Multiplier
Wind_MaxBuild,Baja_California_Wind,2045,1.0
Wind_MaxBuild,Central_Valley_North_Los_Banos_Wind,2045,1.0
Wind_MaxBuild,Greater_Imperial_Wind,2045,1.0
Wind_MaxBuild,Idaho_Wind,2045,1.0
Wind_MaxBuild,New_Mexico_Wind,2045,1.0
Wind_MaxBuild,Northern_California_Wind,2045,1.0
Wind_MaxBuild,Solano_Wind,2045,1.0
Wind_MaxBuild,Southern_NV_Eldorado_Wind,2045,1.0
Wind_MaxBuild,Tehachapi_Wind,2045,1.0
Wind_MaxBuild,Utah_Wind,2045,1.0
Wind_MaxBuild,Wyoming_Wind,2045,1.0
