Time_Index,BuyPrice_1,BuyPrice_2,SellPrice_1,SellPrice_2
1,37,37,36,36
2,38,38,37,37
3,37,37,36,36
4,36,36,35,35
5,36,36,35,35
6,37,37,36,36
7,37,37,36,36
8,38,38,37,37
9,21,21,20,20
10,6.5,6.5,5.5,5.5
11,6.5,6.5,5.5,5.5
12,6.5,6.5,5.5,5.5
13,6.5,6.5,5.5,5.5
14,6.5,6.5,5.5,5.5
15,6.5,6.5,5.5,5.5
16,6.5,6.5,5.5,5.5
17,9,9,8,8
18,37,37,36,36
19,37,37,36,36
20,37,37,36,36
21,37,37,36,36
22,37,37,36,36
23,37,37,36,36
24,37,37,36,36
25,38,38,37,37
26,38,38,37,37
27,38,38,37,37
28,38,38,37,37
29,38,38,37,37
30,38,38,37,37
31,38,38,37,37
32,38,38,37,37
33,30,30,29,29
34,11.5,11.5,10.5,10.5
35,11.5,11.5,10.5,10.5
36,11.5,11.5,10.5,10.5
37,11.5,11.5,10.5,10.5
38,10.5,10.5,9.5,9.5
39,11.5,11.5,10.5,10.5
40,11.5,11.5,10.5,10.5
41,19,19,18,18
42,41,41,40,40
43,41,41,40,40
44,41,41,40,40
45,41,41,40,40
46,41,41,40,40
47,41,41,40,40
48,41,41,40,40
49,41,41,40,40
50,40,40,39,39
51,38,38,37,37
52,36,36,35,35
53,36,36,35,35
54,36,36,35,35
55,38,38,37,37
56,39,39,38,38
57,24,24,23,23
58,13,13,12,12
59,13,13,12,12
60,13,13,12,12
61,12,12,11,11
62,13,13,12,12
63,13,13,12,12
64,13.5,13.5,12.5,12.5
65,26,26,25,25
66,40,40,39,39
67,40,40,39,39
68,40,40,39,39
69,40,40,39,39
70,40,40,39,39
71,40,40,39,39
72,40,40,39,39
73,39,39,38,38
74,39,39,38,38
75,39,39,38,38
76,39,39,38,38
77,39,39,38,38
78,39,39,38,38
79,39,39,38,38
80,39,39,38,38
81,26,26,25,25
82,-5.5,-5.5,-6.5,-6.5
83,-5.5,-5.5,-6.5,-6.5
84,-5.5,-5.5,-6.5,-6.5
85,-5.5,-5.5,-6.5,-6.5
86,-5.5,-5.5,-6.5,-6.5
87,-5.5,-5.5,-6.5,-6.5
88,-5.5,-5.5,-6.5,-6.5
89,19.5,19.5,18.5,18.5
90,41,41,40,40
91,41,41,40,40
92,41,41,40,40
93,41,41,40,40
94,41,41,40,40
95,41,41,40,40
96,41,41,40,40
97,41,41,40,40
98,39,39,38,38
99,39,39,38,38
100,38,38,37,37
101,38,38,37,37
102,38,38,37,37
103,39,39,38,38
104,39,39,38,38
105,19,19,18,18
106,10,10,9,9
107,10,10,9,9
108,10,10,9,9
109,8,8,7,7
110,10,10,9,9
111,10,10,9,9
