Fuel,AnnualSum
No_fuel,0.0
AZ_coal,1.9013536260760324e6
AZ_naturalgas,9.269473617861272e7
AZ_uranium,3.1671169566181314e8
CA_N_naturalgas,3.562621226515408e7
CA_N_uranium,5.067881917765324e-8
CA_S_naturalgas,9.867374308628468e6
MT_WY_CO_coal,3.7410570913579834e8
MT_WY_CO_naturalgas,-6.100313719965041e-9
NM_coal,1.8855110214072715e7
NM_naturalgas,5.353394787252301e6
PNW_coal,0.0
PNW_naturalgas,3.068446107302463e8
PNW_uranium,9.892028953451808e7
UT_NV_coal,2.7470428283739907e8
UT_NV_naturalgas,4.66895077175246e8
CA_S_uranium,-7.983217501377678e-8
MT_WY_CO_uranium,-2.4057020691192753e-8
NM_uranium,1.6493499736541558e-7
UT_NV_uranium,-2.674215548658678e-8
None,0.0
