Fuel,AnnualSum
No_fuel,0.0
AZ_coal,9.874863228482974e7
AZ_naturalgas,1.1246759600740936e8
AZ_uranium,3.5784170226574147e8
CA_N_naturalgas,3.775763706702169e7
CA_N_uranium,-7.18921566377364e-8
CA_S_naturalgas,1.0509403790413357e7
MT_WY_CO_coal,5.1030100567105657e8
MT_WY_CO_naturalgas,51703.72475345672
NM_coal,2.10987018472316e7
NM_naturalgas,1.6899637070469784e6
PNW_coal,0.0
PNW_naturalgas,6.682674272491738e8
PNW_uranium,1.0527442918701053e8
UT_NV_coal,2.981998633855601e8
UT_NV_naturalgas,7.888643717284906e8
CA_S_uranium,-1.9814606502448016e-8
MT_WY_CO_uranium,-1.6946121386141043e-8
NM_uranium,-1.842046459436954e-9
UT_NV_uranium,-9.63534846909475e-9
None,0.0
