Zone,1,2,3,4,5,6,7
t1,71.09903539167028,103.73325364260685,96.97927698692317,18.156082003623013,18.8499450101309,20.682533972895545,25.235512503725317
t2,71.09903539167028,103.73325364260685,96.97927698692317,18.156082003623013,18.8499450101309,20.682533972895545,25.235512503725317
t3,71.09903539167028,103.73325364260685,96.97927698692317,18.156082003623013,18.8499450101309,20.682533972895545,25.235512503725317
t4,71.09903539167028,103.73325364260685,96.97927698692317,18.156082003623013,18.8499450101309,20.68253397289555,25.235512503725317
t5,71.09903539167028,103.73325364260737,96.97927698692317,18.156082003623013,18.8499450101309,20.682533972895545,25.235512503725317
t6,71.09903539167028,83.31782237411113,77.8930756554175,18.156082003623013,17.487759966679835,20.68253397289555,25.235512503725317
t7,70.86149374243614,83.03945779675337,77.63283513945014,18.15608200362301,17.487759966679832,20.68253397289555,25.235512503725317
t8,29.427214827822667,28.731154254106873,26.860495248349228,18.156082003623013,17.487759966679835,20.68253397289555,24.621048112166758
t9,29.427214827822667,22.81385713729488,24.402694085957318,18.156082003623013,17.487759966679835,20.68253397289555,22.36816185262882
t10,29.427214827822667,22.81385713729488,24.402694085957318,18.156082003623013,17.487759966679832,20.68253397289555,22.36816185262882
t11,29.427214827822667,22.81385713729488,24.402694085957318,18.156082003623013,17.487759966679832,20.68253397289555,22.36816185262882
t12,29.427214827822667,22.81385713729488,24.402694085957318,18.156082003623013,17.487759966679835,20.68253397289555,22.36816185262882
t13,29.427214827822667,22.81385713729488,24.402694085957318,20.331393082235778,19.582998244852867,20.68253397289555,22.36816185262882
t14,29.427214827822667,22.81385713729488,24.402694085957318,20.331393082235778,19.582998244852867,20.68253397289555,22.36816185262882
t15,29.427214827822667,22.813857137294878,26.860495248349228,22.379139178406437,22.334321606850633,20.68253397289555,24.62104811216678
t16,29.427214827822667,22.813857137294878,28.24170157270952,23.560546347753785,23.871384019328914,20.68253397289555,25.887098758310163
t17,66.6558129873025,69.53043982829871,74.37278328609816,23.56054634775379,23.871384019328914,20.68253397289555,26.315484517050596
t18,71.09903539167028,83.03945779675357,88.82261660021145,23.560546347753785,23.871384019328914,20.68253397289555,26.315484517050596
t19,71.09903539167028,83.03945779675328,88.82261660021113,23.56054634775379,23.871384019328914,20.68253397289555,26.315484517050596
