Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Total
AnnualSum,740205.2754051692,1.254962817354154e6,213144.81221766892,4.817139899737566e6,585026.572618675,1.0133145680651226e6,1.5883416112171558e6,1.0537490909782997e6,2.931699369352225e6,1.5913823061122103e6,321644.10431967844,4.346442066956e6,1.2598811509621013e6,336491.54675123806,276852.94281552656,2.2330278134862795e7
t1,104.42,331.35653248042445,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,153.6,515.546052,329.152,44.54190273009589,930.7273338,227.749851,64.0091859,68.85,4270.090515160521
t2,104.42,386.00514661802,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,153.6,515.546052,329.152,23.437382300131418,930.7273338,227.749851,64.0091859,68.85,4303.634608868152
t3,104.42,445.5132991522088,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,153.6,515.546052,329.152,18.356570742559256,930.7273338,227.749851,64.0091859,68.85,4358.061949844769
t4,104.42,368.79788908789135,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,153.6,515.546052,329.152,16.02449933716336,930.7273338,227.749851,64.0091859,68.85,4279.014468375055
t5,104.42,324.45030062092593,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,153.6,515.546052,329.152,9.589573503993307,930.7273338,227.749851,64.0091859,68.85,4228.2319540749195
t6,104.42,348.3673846084657,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,153.6,515.546052,329.152,0.0,930.7273338,227.749851,64.0091859,68.85,4242.559464558466
t7,104.42,520.28839225,45.10615920000001,897.8922435,87.6946374,232.32461714999997,9.377603681466518,153.6,515.546052,329.152,4.333322426806268,930.7273338,227.749851,64.0091859,68.85,4191.071398308273
t8,104.42,152.65782291890682,45.10615920000001,327.6467932480551,87.6946374,0.0,237.12,153.6,515.546052,0.0,2.504019308139881,427.58376792912674,227.749851,64.0091859,0.0,2345.6382889042284
t9,104.42,0.0,0.0,0.0,87.6946374,186.49357441374272,237.12,153.6,0.0,308.64447883053685,9.46715779304462,0.0,118.72706814655139,64.0091859,0.0,1270.1761024838756
t10,104.42,56.84846167472979,0.0,0.0,30.73506185341606,0.0,237.12,153.6,0.0,97.44974049315283,0.0,0.0,227.749851,64.0091859,0.0,971.9323009212987
t11,104.42,95.96938526592805,0.0,0.0,87.6946374,0.0,237.12,153.6,0.0,72.34000274886722,26.715984886416926,0.0,227.749851,64.0091859,0.0,1069.6190472012122
t12,104.42,93.22364410476281,0.0,0.0,87.6946374,0.0,237.12,153.6,0.0,258.05728611609095,15.918563566826965,0.0,75.41890649165298,64.0091859,0.0,1089.4622235793336
t13,104.42,73.80644345168461,0.0,0.0,0.0,0.0,237.12,153.6,0.0,329.152,0.0,0.0,132.38175546342947,64.0091859,0.0,1094.4893848151141
t14,104.42,55.95172910845133,0.0,311.83881704277354,87.6946374,0.0,237.12,153.6,42.43454186929786,329.152,13.955549124915855,0.0,49.06108144796702,64.0091859,0.0,1449.2375418934057
t15,104.42,0.0,0.0,460.92128322740837,12.94830163550985,0.0,0.0,0.0,122.22073963079382,329.152,0.0,0.0,0.0,50.6486681235828,0.0,1080.310992617295
t16,83.13802336645617,141.9016567419063,0.0,630.7358835197318,0.0,138.47591154776512,0.0,0.0,515.546052,329.152,0.0,104.0545411661996,0.0,0.0,0.0,1943.004068342059
t17,104.42,150.25375530289134,45.10615920000001,897.8922435,87.6946374,232.32461714999997,165.93032122315546,153.6,515.546052,329.152,0.0,497.2370761143926,227.749851,11.441024951757745,68.85,3487.1977378421966
t18,104.42,0.0,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,153.6,515.546052,329.152,0.0,87.1219914634512,0.0,50.04154150004802,68.85,2808.869242213499
t19,104.42,0.0,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,153.6,515.546052,329.152,0.0,0.0,0.0,30.12694835385078,68.85,2701.8326576038507
