Fuel,AnnualSum
No_fuel,0.0
AZ_coal,1.0015158994326678e8
AZ_naturalgas,1.0994195493062918e8
AZ_uranium,3.537199694610409e8
CA_N_naturalgas,26538.44616797013
CA_N_uranium,5.92035897374347e8
CA_S_naturalgas,17548.649051171065
MT_WY_CO_coal,4.074429981301578e8
MT_WY_CO_naturalgas,590692.7404585847
NM_coal,1.983438040821914e7
NM_naturalgas,191455.0613404856
PNW_coal,0.0
PNW_naturalgas,2.786110511766914e8
PNW_uranium,1.036164085439998e8
UT_NV_coal,2.234579571806879e8
UT_NV_naturalgas,1.8287602709082845e8
CA_S_uranium,1.7039530866653366e9
MT_WY_CO_uranium,2.3297755069386033e-8
NM_uranium,2.1895619521043136e-10
UT_NV_uranium,-4.795441206810673e-7
None,0.0
