region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Inv_cost_charge_MW,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Fixed_OM_cost_charge_MW,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,CO2SequestrationCost,EnergyRevenue,SubsidyRevenue,OperatingReserveRevenue,OperatingRegulationRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
AZ,AZ_conventional_hydroelectric_1,1,1,1,0.0,0.0,0.0,1.2167357114248483e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.051350691091974e7,0.0,0.0,0.0,2.0977300716327364e6,0.0,0.0,0.0,9.051350691091974e7,1.2167357114248483e8,-3.1160064231565088e7
CA_N,CA_N_conventional_hydroelectric_1,2,1,2,0.0,0.0,0.0,2.1396738045492917e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4140523055372924e8,0.0,0.0,0.0,5.385692382708296e6,0.0,0.0,0.0,2.4140523055372924e8,2.1396738045492917e8,2.7437850098800063e7
CA_S,CA_S_conventional_hydroelectric_1,3,1,3,0.0,0.0,0.0,5.264121191304337e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.635017675597742e7,0.0,0.0,0.0,678881.0788202481,0.0,0.0,0.0,3.635017675597742e7,5.264121191304337e7,-1.629103515706595e7
MT_WY_CO,MT_WY_CO_conventional_hydroelectric_1,4,1,4,0.0,0.0,0.0,2.3923919430985802e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.634152766268664e8,0.0,0.0,0.0,3.9830550231657783e6,0.0,0.0,0.0,1.634152766268664e8,2.3923919430985802e8,-7.582391768299162e7
PNW,PNW_conventional_hydroelectric_1,6,1,5,0.0,0.0,0.0,1.2939582775574381e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.378422519338007e9,0.0,0.0,0.0,2.6937967152310695e7,0.0,0.0,0.0,1.378422519338007e9,1.2939582775574381e9,8.446424178056884e7
UT_NV,UT_NV_conventional_hydroelectric_1,7,1,6,0.0,0.0,0.0,2.841866724201017e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.23328374857698e7,0.0,0.0,0.0,1.5797148281488437e7,0.0,0.0,0.0,5.23328374857698e7,2.841866724201017e7,2.3914170243759632e7
AZ,AZ_conventional_steam_coal_1,1,1,7,0.0,0.0,0.0,1.1183598142785356e9,0.0,0.0,2.9888451111096673e7,5.975504830095146e8,0.0,0.0,0.0,0.0,7.684205732924061e8,0.0,0.0,0.0,2.081613485758765e8,0.0,0.0,0.0,7.684205732924061e8,1.7457987483991468e9,-9.773781751067407e8
AZ,AZ_natural_gas_fired_combined_cycle_1,1,1,8,0.0,0.0,0.0,8.601289296780136e8,0.0,0.0,4.395723159574949e7,6.01879615664841e8,0.0,89284.65677072927,0.0,0.0,3.6356630128837585e8,0.0,0.0,0.0,5.41334846358495e8,0.0,0.0,0.0,3.6356630128837585e8,1.5060550615953748e9,-1.142488760306999e9
AZ,AZ_natural_gas_fired_combustion_turbine_1,1,1,9,0.0,0.0,0.0,1.180099639997125e8,0.0,0.0,-4.320042990002548e-10,-5.518708690033236e-9,0.0,1.2565524663105388e-8,0.0,0.0,-2.0618884352132752e-9,0.0,0.0,0.0,1.2254057646639529e8,-0.0,0.0,0.0,-2.0618884352132752e-9,1.1800996399971251e8,-1.1800996399971251e8
AZ,AZ_natural_gas_steam_turbine_1,1,1,10,0.0,0.0,0.0,1.0541994832711688e8,0.0,0.0,-2.479347520940272e-12,0.0,0.0,0.0,0.0,0.0,-1.8412097121377977e-10,0.0,0.0,0.0,4.624587216382272e7,-0.0,0.0,0.0,-1.8412097121377977e-10,1.0541994832711688e8,-1.0541994832711688e8
AZ,AZ_nuclear_1,1,1,11,0.0,0.0,0.0,1.2355678209959517e9,0.0,0.0,1.2854073600000043e6,1.2605025923999761e8,0.0,0.0,0.0,0.0,3.7508229715902793e8,0.0,0.0,0.0,1.0074130489653635e8,0.0,0.0,0.0,3.7508229715902793e8,1.3629034875959492e9,-9.878211904369212e8
AZ,AZ_other_peaker_1,1,1,12,0.0,0.0,0.0,7.232684428177545e6,0.0,0.0,2.925857042360544e-11,1.2860417989202236e-9,0.0,-2.3162317778055044e-9,0.0,0.0,9.455416532681497e-11,0.0,0.0,0.0,9.99613863873602e6,0.0,0.0,0.0,9.455416532681497e-11,7.232684428177544e6,-7.232684428177544e6
CA_N,CA_N_natural_gas_fired_combined_cycle_1,2,1,13,0.0,0.0,0.0,8.304885861899866e8,0.0,0.0,7.24885071621334e6,7.889141206857373e8,0.0,2.1215286012626085e7,0.0,0.0,4.6212550136782885e8,0.0,0.0,0.0,2.957392701979178e8,0.0,0.0,0.0,4.6212550136782885e8,1.6478668436045632e9,-1.1857413422367344e9
