Resource,Zone,New_Build,Can_Retire,Existing_Cap_MW,cluster,fom_per_mwyr,fom_per_mwyr_std,num_units,region,technology,Cap_Size,Fixed_OM_Cost_per_MWyr,Num_VRE_Bins,cost_case,tech_detail,basis_year,capex_mw,Inv_Cost_per_MWyr,Max_Cap_MW,regional_cost_multiplier,area,lcoe,interconnect_annuity,interconnect_capex_mw,m_popden,plant_inv_cost_mwyr,variable_CF,LINK_STAGES
NM_utilitypv_class1_advanced_4,5,1,0,0.0,4,0.0,0.0,0.0,NM,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,82596.0,285188.5,1.01,39625.728,33.147,27538.731,578628.575,0.505,55058.0,0.2800452881677895,1
NM_utilitypv_class1_advanced_5,5,1,0,0.0,5,0.0,0.0,0.0,NM,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,95912.0,285279.1,1.01,39528.573,38.01,40854.566,858407.533,0.461,55058.0,0.2872170422324024,1
PNW_landbasedwind_class3_advanced_0,6,1,0,0.0,0,0.0,0.0,0.0,PNW,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,130351.0,21328.3,1.071,19647.0,46.464,25920.672,544632.645,0.405,104431.0,0.384784668445789,1
PNW_landbasedwind_class3_advanced_1,6,1,0,0.0,1,0.0,0.0,0.0,PNW,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,128439.0,9474.3,1.071,8935.0,39.109,24008.733,504455.866,0.304,104431.0,0.4521218566708047,1
PNW_landbasedwind_class3_advanced_2,6,1,0,0.0,2,0.0,0.0,0.0,PNW,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,142827.0,24287.2,1.071,18668.25,53.026,38396.347,806767.355,0.218,104431.0,0.3682311110458522,1
PNW_landbasedwind_class3_advanced_3,6,1,0,0.0,3,0.0,0.0,0.0,PNW,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,127544.0,6396.8,1.071,6402.0,53.903,23113.983,485659.073,0.512,104431.0,0.3234569551990912,1
PNW_landbasedwind_class3_advanced_4,6,1,0,0.0,4,0.0,0.0,0.0,PNW,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,135432.0,19368.5,1.071,18883.0,60.411,31001.403,651386.779,0.478,104431.0,0.3056840884491588,1
PNW_landbasedwind_class3_advanced_5,6,1,0,0.0,5,0.0,0.0,0.0,PNW,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,146344.0,11402.2,1.071,9113.25,58.289,41913.595,880668.868,0.184,104431.0,0.3415120557478414,1
PNW_landbasedwind_class3_advanced_6,6,1,0,0.0,6,0.0,0.0,0.0,PNW,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,138226.0,17248.2,1.071,17708.0,70.979,33795.649,710097.654,0.492,104431.0,0.2613035220387979,1
PNW_landbasedwind_class3_advanced_7,6,1,0,0.0,7,0.0,0.0,0.0,PNW,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,149375.0,13452.8,1.071,12617.25,67.875,44944.633,944353.125,0.267,104431.0,0.298433632493659,1
PNW_landbasedwind_class3_advanced_8,6,1,0,0.0,8,0.0,0.0,0.0,PNW,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,143892.0,21097.8,1.071,22554.75,88.328,39461.633,829147.645,0.518,104431.0,0.2183977435725572,1
PNW_landbasedwind_class3_advanced_9,6,1,0,0.0,9,0.0,0.0,0.0,PNW,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,154628.0,9638.9,1.071,9210.5,80.951,50197.417,1054721.386,0.277,104431.0,0.2578740707692055,1
PNW_utilitypv_class1_advanced_1,6,1,0,0.0,1,0.0,0.0,0.0,PNW,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,77104.0,247868.5,1.038,41128.344,36.417,20520.452,431163.057,2.759,56584.0,0.2326300982520943,1
PNW_utilitypv_class1_advanced_2,6,1,0,0.0,2,0.0,0.0,0.0,PNW,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,88398.0,247691.5,1.038,35960.45,40.389,31814.963,668481.57,1.14,56584.0,0.2511295054754405,1
PNW_utilitypv_class1_advanced_3,6,1,0,0.0,3,0.0,0.0,0.0,PNW,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,93887.0,247736.9,1.038,38694.696,42.654,37303.285,783799.431,1.015,56584.0,0.2460812878225019,1
PNW_utilitypv_class1_advanced_4,6,1,0,0.0,4,0.0,0.0,0.0,PNW,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,98127.0,247804.2,1.038,36728.88,44.972,41543.451,872889.961,0.57,56584.0,0.2532209328485915,1
PNW_utilitypv_class1_advanced_5,6,1,0,0.0,5,0.0,0.0,0.0,PNW,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,105234.0,247696.7,1.038,38402.831,49.329,48650.819,1022227.695,1.36,56584.0,0.2543865002867616,1
UT_NV_landbasedwind_class3_advanced_0,7,1,0,0.0,0,0.0,0.0,0.0,UT_NV,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,132799.0,9036.7,1.08,10410.5,36.583,27490.978,577621.864,0.113,105309.0,0.4403577191325368,1
UT_NV_landbasedwind_class3_advanced_1,7,1,0,0.0,1,0.0,0.0,0.0,UT_NV,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,129248.0,17088.4,1.08,16446.25,41.529,23939.307,502996.064,0.181,105309.0,0.3679968349111843,1
UT_NV_landbasedwind_class3_advanced_2,7,1,0,0.0,2,0.0,0.0,0.0,UT_NV,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,142607.0,11135.3,1.08,17889.75,47.74,37298.559,783694.425,0.339,105309.0,0.362761741453089,1
UT_NV_landbasedwind_class3_advanced_3,7,1,0,0.0,3,0.0,0.0,0.0,UT_NV,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,130540.0,14977.0,1.08,16203.25,49.839,25231.716,530151.849,0.248,105309.0,0.3095410734858319,1
UT_NV_landbasedwind_class3_advanced_4,7,1,0,0.0,4,0.0,0.0,0.0,UT_NV,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,135134.0,21703.5,1.08,27510.75,57.399,29825.762,626679.935,0.227,105309.0,0.2776565568767601,1
UT_NV_landbasedwind_class3_advanced_5,7,1,0,0.0,5,0.0,0.0,0.0,UT_NV,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,156181.0,4378.2,1.08,11074.0,56.977,50872.17,1068896.627,0.228,105309.0,0.3437289378851469,1
UT_NV_landbasedwind_class3_advanced_6,7,1,0,0.0,6,0.0,0.0,0.0,UT_NV,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,138046.0,20023.8,1.08,31835.25,69.242,32737.775,687865.2,0.239,105309.0,0.2346703736230682,1
UT_NV_landbasedwind_class3_advanced_7,7,1,0,0.0,7,0.0,0.0,0.0,UT_NV,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,154760.0,6053.2,1.08,13520.5,66.956,49451.617,1039048.362,0.165,105309.0,0.2969301967932126,1
UT_NV_landbasedwind_class3_advanced_8,7,1,0,0.0,8,0.0,0.0,0.0,UT_NV,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,156822.0,9227.4,1.08,16699.5,82.571,51513.17,1082364.383,0.227,105309.0,0.2396426511352212,1
UT_NV_landbasedwind_class3_advanced_9,7,1,0,0.0,9,0.0,0.0,0.0,UT_NV,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,142778.0,16861.9,1.08,27244.25,87.401,37469.506,787285.709,0.333,105309.0,0.1919937871141264,1
UT_NV_utilitypv_class1_advanced_1,7,1,0,0.0,1,0.0,0.0,0.0,UT_NV,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,74837.0,196784.9,1.045,37171.785,30.202,17871.873,375510.792,0.723,56966.0,0.2860288327147548,1
UT_NV_utilitypv_class1_advanced_2,7,1,0,0.0,2,0.0,0.0,0.0,UT_NV,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,82734.0,196792.2,1.045,37135.323,34.263,25768.979,541439.564,0.772,56966.0,0.2724281953579758,1
UT_NV_utilitypv_class1_advanced_3,7,1,0,0.0,3,0.0,0.0,0.0,UT_NV,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,89548.0,196772.9,1.045,43878.982,37.395,32582.824,684609.175,0.6,56966.0,0.2800118086119212,1
UT_NV_utilitypv_class1_advanced_4,7,1,0,0.0,4,0.0,0.0,0.0,UT_NV,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,98456.0,196827.3,1.045,45007.123,41.133,41490.392,871772.235,0.61,56966.0,0.2849085386611322,1
UT_NV_utilitypv_class1_advanced_5,7,1,0,0.0,5,0.0,0.0,0.0,UT_NV,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,109122.0,196732.7,1.045,53866.794,46.105,52156.542,1095882.745,0.729,56966.0,0.2789603285951353,1
AZ_Deep_5_5_257_c171,1,1,0,0.0,0,0.0,0.0,0.0,AZ,Geothermal,1.0,136409.0,1,0,0,0.0,6870739.17,622454.0,4223.36,0.0,0.0,0.0,20675.788769799583,0.0,0.0,0.0,0.0,1
AZ_Deep_6_5_283_c176,1,1,0,0.0,0,0.0,0.0,0.0,AZ,Geothermal,1.0,139626.0,1,0,0,0.0,7093972.23,642512.0,8059.65,0.0,0.0,0.0,19928.72327865201,0.0,0.0,0.0,0.0,1
AZ_Deep_3_5_200_c161,1,1,0,0.0,0,0.0,0.0,0.0,AZ,Geothermal,1.0,143592.0,1,0,0,0.0,7286400.71,657474.0,257.02,0.0,0.0,0.0,22525.07126549703,0.0,0.0,0.0,0.0,1
AZ_Deep_6_5_273_c177,1,1,0,0.0,0,0.0,0.0,0.0,AZ,Geothermal,1.0,144928.0,1,0,0,0.0,7451945.31,675334.0,12404.15,0.0,0.0,0.0,20054.28077312647,0.0,0.0,0.0,0.0,1
AZ_Deep_5_5_238_c172,1,1,0,0.0,0,0.0,0.0,0.0,AZ,Geothermal,1.0,149237.0,1,0,0,0.0,7729381.89,699684.0,19887.63,0.0,0.0,0.0,19995.40626351567,0.0,0.0,0.0,0.0,1
AZ_Deep_6_5_263_c178,1,1,0,0.0,0,0.0,0.0,0.0,AZ,Geothermal,1.0,151196.0,1,0,0,0.0,7874362.29,712364.0,26664.84,0.0,0.0,0.0,18555.203460876313,0.0,0.0,0.0,0.0,1
