Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.234109026303877e8
AZ_naturalgas,2.998374128822709e8
AZ_uranium,3.40086968669471e8
CA_N_naturalgas,2.4020058313433398e7
CA_N_uranium,1.401710355852792e-8
CA_S_naturalgas,2.743569526043932e6
MT_WY_CO_coal,4.346312560112764e8
MT_WY_CO_naturalgas,-5.069000651171016e-9
NM_coal,1.8847809814844035e7
NM_naturalgas,1.2581160626106628e6
PNW_coal,0.0
PNW_naturalgas,3.1284765230406827e8
PNW_uranium,9.994815124690041e7
UT_NV_coal,2.789514916687066e8
UT_NV_naturalgas,3.557937863583196e8
CA_S_uranium,3.032508887952519e-8
MT_WY_CO_uranium,-2.3371163671015435e-9
NM_uranium,-7.494412334376605e-9
UT_NV_uranium,-1.644227767272356e-9
None,0.0
