Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Total
AnnualSum,2.6638111802901872e6,2.1122739868236277e6,383902.53554924484,1.2667247418913944e7,1.1270338031484168e6,648571.047638455,3.7779756902327e6,293981.95741517097,6.217825438939053e6,3.3130070004896377e6,500361.72652023967,5.244487227403158e6,3.431121231834222e6,645987.9927138784,236436.47445873477,4.3264024712370664e7
t1,417.68,0.0,94.22615920000001,1663.5490360635627,175.3672374,232.32461714999997,725.8213578619357,0.0,1031.124052,658.304,18.56764214332305,930.7273338,455.46965100000006,128.0009859,68.85,6600.012072518822
t2,417.68,47.929649764148536,94.22615920000001,1636.0324083488917,175.3672374,232.32461714999997,684.0271108093026,0.0,1031.124052,658.304,40.80385095752157,930.7273338,455.46965100000006,128.0009859,68.85,6600.867056329865
t3,417.68,177.7724945172657,94.22615920000001,1641.1019260813391,175.3672374,232.32461714999997,726.9088845518129,0.0,1031.124052,658.304,44.748980339337564,930.7273338,455.46965100000006,128.0009859,68.85,6782.606321939756
t4,417.68,77.01352765897481,94.22615920000001,1628.5329761160992,175.3672374,232.32461714999997,788.3641738838693,0.0,1031.124052,658.304,40.220465875325786,930.7273338,455.46965100000006,128.0009859,68.85,6726.205179984269
t5,417.68,27.997590122124794,94.22615920000001,1679.569383161125,175.3672374,232.32461714999997,719.7298804115404,0.0,1031.124052,658.304,42.705601346576465,930.7273338,455.46965100000006,128.0009859,68.85,6662.076491491366
t6,417.68,299.3369618150076,94.22615920000001,1741.4379489815988,175.3672374,232.32461714999997,822.0509408760207,0.0,1031.124052,658.304,50.81843688852208,930.7273338,455.46965100000006,128.0009859,68.85,7105.718325011149
t7,417.68,520.28839225,94.22615920000001,1736.8157754450147,175.3672374,232.32461714999997,830.1746570476,0.0,1031.124052,658.304,7.989711359813479,930.7273338,455.46965100000006,128.0009859,68.85,7287.342572552429
t8,417.68,0.0,0.0,983.2886278218626,175.3672374,0.0,266.6079456258138,0.0,1006.7969082736105,502.39896703961887,7.409426465789716,930.7273338,455.46965100000006,128.0009859,0.0,4873.747083326696
t9,417.68,159.0907381331804,0.0,920.1372564849936,78.28792892633584,0.0,0.0,0.0,0.0,658.304,0.0,0.0,455.46965100000006,0.0,0.0,2688.9695745445097
