Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.416551731553717e8
AZ_naturalgas,2.4087723497682047e8
AZ_uranium,3.602790475483683e8
CA_N_naturalgas,887102.5163374093
CA_N_uranium,7.226665767355894e8
CA_S_naturalgas,595904.858742057
MT_WY_CO_coal,5.502757407047958e8
MT_WY_CO_naturalgas,245664.2031898853
NM_coal,2.4610565887013454e7
NM_naturalgas,1.340180062629094e6
PNW_coal,0.0
PNW_naturalgas,3.317955335112885e8
PNW_uranium,1.0546566959999985e8
UT_NV_coal,2.876725125605026e8
UT_NV_naturalgas,4.2073738346893805e8
CA_S_uranium,1.153154610136961e9
MT_WY_CO_uranium,8.086767279386658e-9
NM_uranium,-4.151534351564513e-8
UT_NV_uranium,-4.770926503733369e-10
None,0.0
