Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Time_Index
9000.0,1.0,1.0,1.0,9000.0,36.0,24.0,237.7431258183547,2869.255501447,51645.98452116059,0.0,507.9903045729,4332.6536464176,23350.692526656,17807.5239398638,1
,,,,,,,255.4695869539338,2692.6716588811,45985.69684395621,0.0,468.1677458778,4148.4198016544,22763.6177499589,17013.259584409,2
,,,,,,,236.7003928103795,2578.5570565925,41304.156599012895,0.0,454.9777867161,4047.880760655,22430.1151772812,16560.0215093369,3
,,,,,,,274.23878109748813,2541.1373631591,38765.30588106496,0.0,434.6116811905,4073.6734989218,22695.6309996059,16401.4613646669,4
,,,,,,,350.3582906796807,2575.000639448,38146.3976677619,0.0,432.9439852046,4245.8005481721,23561.5433267373,16475.6187246356,5
,,,,,,,253.3841209379833,2690.8161368927,38880.88861117571,0.0,436.7847395965,4428.4552456945,25143.1540123148,16835.1843450104,6
,,,,,,,187.69194143554319,2914.7157901636,41810.253619711504,0.0,479.9932265055,4803.7659065979,26877.7348861867,17645.060776248,7
,,,,,,,228.35852874657758,3150.8309631917,45845.492805522634,0.0,543.1129927622,5224.3454550716,28062.4499480817,18383.219234358,8
,,,,,,,188.73467444351843,3336.6924156998,48785.28693511243,0.0,605.1714979368,5427.5290667248,28677.0869208678,19162.3593913981,9
,,,,,,,207.50386858707276,3574.3538570516,52196.49845566619,0.0,684.0080354551,5928.6451244808,28905.8531484071,20004.9236063061,10
,,,,,,,202.29020354719654,3791.2953028659,54970.7682627587,0.0,736.21197344,6146.567443715,29508.0871329531,21116.3082511009,11
,,,,,,,282.58064516129,4042.1000249691,57328.90023696518,0.0,800.3930007786,6375.543793635,29915.5482651365,22233.5474243143,12
,,,,,,,152.239019164385,4304.1925058353,58600.67923611792,0.0,850.7776340515,6587.1495239059,30260.5350861846,23616.6797632051,13
,,,,,,,162.66634924413745,4519.2784296611,58564.69137072378,0.0,892.1162800066,6742.4323359207,31094.7508878136,24656.8343122404,14
,,,,,,,291.9652422330672,4678.5440670017,57535.60757910714,0.0,917.434937248,6865.6058207052,31882.5703260261,26311.7143452272,15
,,,,,,,217.93119866682514,4887.9087980299,54566.77264066469,0.0,944.7750441694,6815.0731089987,32154.976697373,27127.9331822517,16
,,,,,,,201.24747053922133,4927.9571476135,53350.99960416699,0.0,948.6663348033,6667.1596507745,32198.1574712459,27648.9862115058,17
,,,,,,,316.99083442447295,4683.6467524698,51488.70855033378,0.0,891.4593088606,6325.5374643421,31924.8323600293,27548.4834736534,18
,,,,,,,277.36698012141386,4480.9309752335,49672.87494539293,0.0,846.2293722716,6048.1339323701,31381.3977271399,26803.9826097566,19
,,,,,,,224.1875967146766,4263.061768425,49996.27010448487,0.0,799.2306672126,5969.1765703287,30589.9033294489,25551.6014055475,20
,,,,,,,200.20473753124608,4025.4003270732,51280.73542646285,0.0,751.6760634916,5610.7101466608,29388.6509499005,24502.6650638843,21
,,,,,,,212.71753362694898,3648.7293634213,50188.817166791385,0.0,695.6313711148,5233.293956103,27536.9307426502,23313.7079175433,22
,,,,,,,254.42685394595856,3322.3121202894,49038.20278192199,0.0,632.3094598902,4852.1930886499,27441.3817962081,21706.6398666416,23
,,,,,,,333.6745625520768,2992.8023405102,52712.21666585237,0.0,563.4790982877,4505.833460495,25517.9998791261,20042.0022862905,24
,,,,,,,326.3754314962501,2684.3218099332,51035.951627508985,0.0,397.3664708373,4584.2644401228,21892.1929836096,18005.6021513592,25
,,,,,,,266.9396500416614,2554.1260170781,44082.89973034497,0.0,381.4980908497,4277.9098754022,21054.7615924369,17320.1344490165,26
,,,,,,,296.1361742649682,2470.4729007663,39214.327169170894,0.0,363.1534350041,4142.103212691,21059.355291785,16833.2328355375,27
,,,,,,,371.21295083918545,2438.4651464658,36961.972463716076,0.0,350.0645483264,4158.4210675129,21357.4863794818,16671.7454266582,28
,,,,,,,178.30734436376605,2514.3869211592,37870.33094856902,0.0,352.9956503623,4221.0605747324,22522.9079041144,16856.1630718437,29
,,,,,,,181.43554338769175,2670.5600218523,42227.943928449844,0.0,369.11671156,4570.0521149554,24954.3529691047,17594.3215299536,30
