region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Inv_cost_charge_MW,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Fixed_OM_cost_charge_MW,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,CO2SequestrationCost,EnergyRevenue,SubsidyRevenue,OperatingReserveRevenue,OperatingRegulationRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
AZ,AZ_conventional_hydroelectric_1,1,1,1,0.0,0.0,0.0,1.2167357114248483e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.824045644575273e7,0.0,0.0,0.0,312812.94488103915,0.0,0.0,0.0,9.824045644575273e7,1.2167357114248483e8,-2.3433114696732104e7
CA_N,CA_N_conventional_hydroelectric_1,2,1,2,0.0,0.0,0.0,2.1396738045492917e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.854442337578942e8,0.0,0.0,0.0,3.948427536733396e6,0.0,0.0,0.0,1.854442337578942e8,2.1396738045492917e8,-2.8523146697034985e7
CA_S,CA_S_conventional_hydroelectric_1,3,1,3,0.0,0.0,0.0,5.264121191304337e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.833821336524405e7,0.0,0.0,0.0,413141.21941617236,0.0,0.0,0.0,2.833821336524405e7,5.264121191304337e7,-2.4302998547799323e7
MT_WY_CO,MT_WY_CO_conventional_hydroelectric_1,4,1,4,0.0,0.0,0.0,2.3923919430985802e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6474292064843747e8,0.0,0.0,0.0,748396.6374572935,0.0,0.0,0.0,1.6474292064843747e8,2.3923919430985802e8,-7.449627366142055e7
PNW,PNW_conventional_hydroelectric_1,6,1,5,0.0,0.0,0.0,1.2939582775574381e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.345875985844941e9,0.0,0.0,0.0,5.815514777976796e6,0.0,0.0,0.0,1.345875985844941e9,1.2939582775574381e9,5.1917708287502766e7
UT_NV,UT_NV_conventional_hydroelectric_1,7,1,6,0.0,0.0,0.0,2.841866724201017e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.137515180799356e7,0.0,0.0,0.0,1.6838745321454015e7,0.0,0.0,0.0,5.137515180799356e7,2.841866724201017e7,2.2956484565983392e7
AZ,AZ_conventional_steam_coal_1,1,1,7,0.0,0.0,0.0,1.1183598142785356e9,0.0,0.0,1.0556110091544779e7,2.1104501737000787e8,0.0,0.0,0.0,0.0,3.6333478986551857e8,0.0,0.0,0.0,1.390053891119483e8,0.0,2.011276616917614e8,0.0,3.6333478986551857e8,1.54108860343185e9,-1.1777538135663314e9
AZ,AZ_natural_gas_fired_combined_cycle_1,1,1,8,0.0,0.0,0.0,8.847823344358833e8,0.0,0.0,2.9959674841622934e7,4.1021959128252596e8,0.0,1.8370133472901244e7,0.0,0.0,3.212945098338119e8,0.0,0.0,0.0,3.718522527837465e8,0.0,6.314458404493027e7,0.0,3.212945098338119e8,1.4064763180778637e9,-1.085181808244052e9
AZ,AZ_natural_gas_fired_combustion_turbine_1,1,1,9,0.0,0.0,0.0,1.9248884451066905e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3347451505440697e8,0.0,0.0,0.0,0.0,1.9248884451066905e8,-1.9248884451066905e8
AZ,AZ_natural_gas_steam_turbine_1,1,1,10,0.0,0.0,0.0,1.0541994832711688e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0881936050728362e7,0.0,0.0,0.0,0.0,1.0541994832711688e8,-1.0541994832711688e8
AZ,AZ_nuclear_1,1,1,11,0.0,0.0,0.0,1.2355678209959517e9,0.0,0.0,1.2854073600000043e6,1.2605025923999743e8,0.0,0.0,0.0,0.0,4.1257980403749263e8,0.0,0.0,0.0,6.727274002879567e7,0.0,0.0,0.0,4.1257980403749263e8,1.362903487595949e9,-9.503236835584563e8
AZ,AZ_other_peaker_1,1,1,12,0.0,0.0,0.0,7.232684428177545e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.675192828067174e6,0.0,0.0,0.0,0.0,7.232684428177545e6,-7.232684428177545e6
CA_N,CA_N_natural_gas_fired_combined_cycle_1,2,1,13,0.0,0.0,0.0,8.304885861899866e8,0.0,0.0,1.2073818970470093e6,1.3140298578783476e8,0.0,5.589664993997466e6,0.0,0.0,7.807851632660012e7,0.0,0.0,0.0,3.4607322603816605e8,0.0,0.0,0.0,7.807851632660012e7,9.686886188688658e8,-8.906101025422658e8
CA_N,CA_N_natural_gas_fired_combustion_turbine_1,2,1,14,0.0,0.0,0.0,1.3849020270018008e8,0.0,0.0,-1.133365328444463e-11,3.1441205854727214e-11,0.0,-1.8601115568474473e-10,0.0,0.0,-4.1427328022877907e-10,0.0,0.0,0.0,1.4874288317139116e8,-0.0,0.0,0.0,-4.1427328022877907e-10,1.3849020270018008e8,-1.3849020270018008e8
CA_N,CA_N_nuclear_1,2,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N,CA_N_other_peaker_1,2,1,16,0.0,0.0,0.0,2.2632797913306925e7,0.0,0.0,1.689061589006867e-13,2.9293732950463894e-11,0.0,-1.4941698671983826e-11,0.0,0.0,1.1090373198936869e-11,0.0,0.0,0.0,1.905264045828774e7,0.0,0.0,0.0,1.1090373198936869e-11,2.2632797913306925e7,-2.2632797913306925e7
CA_S,CA_S_natural_gas_fired_combined_cycle_1,3,1,17,0.0,0.0,0.0,9.08853896306034e8,0.0,0.0,65005.10598959667,5.554029303333393e6,0.0,38935.37285655046,0.0,0.0,3.184647663042031e6,0.0,0.0,0.0,4.360691234103576e8,0.0,0.0,0.0,3.184647663042031e6,9.145118660882134e8,-9.113272184251714e8
CA_S,CA_S_natural_gas_fired_combustion_turbine_1,3,1,18,0.0,0.0,0.0,1.921500723066462e8,0.0,0.0,-3.784641324143325e-10,-3.852236009801605e-8,0.0,0.0,0.0,0.0,-1.1302963976463422e-8,0.0,0.0,0.0,2.7533162704613227e8,-0.0,0.0,0.0,-1.1302963976463422e-8,1.9215007230664617e8,-1.9215007230664617e8
CA_S,CA_S_natural_gas_steam_turbine_1,3,1,19,0.0,0.0,0.0,7.764169713249359e7,0.0,0.0,84513.47657142856,3.862246159503113e7,0.0,0.0,0.0,0.0,2.329562429050636e7,0.0,0.0,0.0,1.791932293737774e7,0.0,0.0,0.0,2.329562429050636e7,1.1634867220409614e8,-9.305304791358978e7
CA_S,CA_S_other_peaker_1,3,1,20,0.0,0.0,0.0,257334.89463201837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1333175209100037e6,0.0,0.0,0.0,0.0,257334.89463201837,-257334.89463201837
MT_WY_CO,MT_WY_CO_conventional_steam_coal_1,4,1,21,0.0,0.0,0.0,1.8641167530443778e9,0.0,0.0,3.605689249395979e7,8.955378274939826e8,0.0,0.0,0.0,0.0,8.549419990001785e8,0.0,0.0,0.0,4.4465981011834264e8,0.0,0.0,0.0,8.549419990001785e8,2.79571147303232e9,-1.9407694740321417e9
MT_WY_CO,MT_WY_CO_natural_gas_fired_combined_cycle_1,4,1,22,0.0,0.0,0.0,3.232582417088994e8,0.0,0.0,27709.111863607708,765330.3928169125,0.0,22437.65774173456,0.0,0.0,482263.2521561163,0.0,0.0,0.0,2.351327173820018e8,0.0,0.0,0.0,482263.2521561163,3.240737188713216e8,-3.235914556191655e8
MT_WY_CO,MT_WY_CO_natural_gas_fired_combustion_turbine_1,4,1,23,0.0,0.0,0.0,1.8051986070940155e8,0.0,0.0,-1.3983481039758777e-12,-1.6126250557135792e-11,0.0,0.0,0.0,0.0,-7.616396125925602e-12,0.0,0.0,0.0,1.9234393462784377e8,-0.0,0.0,0.0,-7.616396125925602e-12,1.8051986070940155e8,-1.8051986070940155e8
MT_WY_CO,MT_WY_CO_natural_gas_steam_turbine_1,4,1,24,0.0,0.0,0.0,1.693667987519314e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.096093854145871e7,0.0,0.0,0.0,0.0,1.693667987519314e8,-1.693667987519314e8
MT_WY_CO,MT_WY_CO_other_peaker_1,4,1,25,0.0,0.0,0.0,9.435319887434095e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0685632021619588e7,0.0,0.0,0.0,0.0,9.435319887434095e6,-9.435319887434095e6
NM,NM_conventional_steam_coal_1,5,1,26,0.0,0.0,0.0,1.3130701093150498e8,0.0,0.0,2.9127046773150945e6,3.634885352344558e7,0.0,0.0,0.0,0.0,4.3172382949571826e7,0.0,0.0,0.0,1.2273785782300826e7,0.0,0.0,0.0,4.3172382949571826e7,1.7056856913226566e8,-1.2739618618269384e8
NM,NM_natural_gas_fired_combined_cycle_1,5,1,27,0.0,0.0,0.0,1.3166014835189134e8,0.0,0.0,466819.43228975654,8.874962744794797e6,0.0,909398.7535506699,0.0,0.0,5.775431929293334e6,0.0,0.0,0.0,5.2705548946984e7,0.0,0.0,0.0,5.775431929293334e6,1.4191132928252655e8,-1.3613589735323322e8
NM,NM_natural_gas_fired_combustion_turbine_1,5,1,28,0.0,0.0,0.0,5.098106650464737e7,0.0,0.0,1.559296857830564e-10,1.3904287705059916e-9,0.0,0.0,0.0,0.0,5.148197895036472e-10,0.0,0.0,0.0,4.89516832953842e7,0.0,0.0,0.0,5.148197895036472e-10,5.098106650464737e7,-5.098106650464737e7
