Fuel,AnnualSum
No_fuel,0.0
AZ_coal,1.310641604525889e8
AZ_naturalgas,5.4292336855798125e7
AZ_uranium,3.5736818347164613e8
CA_N_naturalgas,7.031438162850492e6
CA_N_uranium,6.660180725616179e8
CA_S_naturalgas,2.1367687941951267e6
MT_WY_CO_coal,5.1950824134766287e8
MT_WY_CO_naturalgas,161982.86331995486
NM_coal,2.1024993303683624e7
NM_naturalgas,1.4762260179139464e6
PNW_coal,0.0
PNW_naturalgas,3.84155485827696e8
PNW_uranium,1.0546566959999934e8
UT_NV_coal,2.8332703692145365e8
UT_NV_naturalgas,4.12273288704311e8
CA_S_uranium,1.375657109416764e9
MT_WY_CO_uranium,-3.0896543020020304e-8
NM_uranium,-7.456017945842162e-9
UT_NV_uranium,2.211470277235783e-8
None,0.0
