Line,New_Trans_Capacity,Cost_Trans_Capacity
1,1310.16711026359,7.859841843956203e8
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,5200.0,3.600442368043079e9
8,2178.479061459606,2.590971935063445e9
9,0.0,0.0
10,0.0,0.0
11,1417.0,5.668118054455383e8
12,0.0,0.0
13,0.0,0.0
14,657.0,6.9416932051582e8
15,0.0,0.0
