Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.572313467390953e8
AZ_naturalgas,5.561283453393896e8
AZ_uranium,3.5792141210046935e8
CA_N_naturalgas,8.014323534927589e7
CA_N_uranium,2.600126983054451e-6
CA_S_naturalgas,7.062947479018754e7
MT_WY_CO_coal,5.406606635003605e8
MT_WY_CO_naturalgas,2.0810770680331506e6
NM_coal,2.4685216430928845e7
NM_naturalgas,109841.58648838576
PNW_coal,0.0
PNW_naturalgas,3.919930664189293e8
PNW_uranium,1.0546566959999979e8
UT_NV_coal,2.8840625323649776e8
UT_NV_naturalgas,2.5281520789082995e8
CA_S_uranium,8.430528883810776e8
MT_WY_CO_uranium,9.879607239618046e-9
NM_uranium,5.83505799234274e-10
UT_NV_uranium,-6.764646033356481e-9
None,0.0
