Time_Index,Hybrid_Wind_Test
2138,0.942
2139,0.954
2140,0.955
2141,0.951
2142,0.944
2143,0.951
2144,0.943
2145,0.956
2146,0.956
2147,0.927
2148,0.894
2149,0.877
2150,0.866
2151,0.845
2152,0.772
2153,0.695
2154,0.569
2155,0.448
2156,0.428
2157,0.479
2158,0.563
2159,0.668
2160,0.727
2161,0.77
2162,0.793
2163,0.782
2164,0.787
2165,0.791
2166,0.832
2167,0.872
2168,0.867
2169,0.925
2170,0.931
2171,0.931
2172,0.943
2173,0.928
2174,0.874
2175,0.8
2176,0.646
2177,0.626
2178,0.487
2179,0.454
2180,0.442
2181,0.385
2182,0.297
2183,0.262
2184,0.321
2185,0.362
2186,0.386
2187,0.388
2188,0.437
2189,0.467
2190,0.591
2191,0.654
2192,0.682
2193,0.721
2194,0.723
2195,0.74
2196,0.789
2197,0.786
2198,0.842
2199,0.853
2200,0.88
2201,0.81
2202,0.788
2203,0.736
2204,0.705
2205,0.741
2206,0.746
2207,0.698
2208,0.629
2209,0.544
2210,0.49
2211,0.47
2212,0.448
2213,0.433
2214,0.424
2215,0.453
2216,0.498
2217,0.544
2218,0.56
2219,0.569
2220,0.565
2221,0.54
2222,0.502
2223,0.462
2224,0.39
2225,0.264
2226,0.17
2227,0.098
2228,0.065
2229,0.074
2230,0.112
2231,0.125
2232,0.093
2233,0.074
2234,0.066
2235,0.056
2236,0.061
2237,0.071
2238,0.076
2239,0.066
2240,0.072
2241,0.1
2242,0.11
2243,0.139
2244,0.2
2245,0.223
2246,0.257
2247,0.266
2248,0.285
2249,0.328
2250,0.311
2251,0.31
2252,0.265
2253,0.246
2254,0.206
2255,0.163
2256,0.158
2257,0.145
2258,0.175
2259,0.234
2260,0.322
2261,0.352
2262,0.394
2263,0.423
2264,0.467
2265,0.445
2266,0.427
2267,0.377
2268,0.327
2269,0.285
2270,0.222
2271,0.144
2272,0.094
2273,0.066
2274,0.059
2275,0.069
2276,0.064
2277,0.056
2278,0.054
2279,0.056
2280,0.061
2281,0.091
2282,0.108
2283,0.102
2284,0.113
2285,0.091
2286,0.066
2287,0.055
2288,0.049
2289,0.048
2290,0.048
2291,0.044
2292,0.036
2293,0.034
2294,0.035
2295,0.045
2296,0.065
2297,0.096
2298,0.116
2299,0.136
2300,0.14
2301,0.137
2302,0.121
2303,0.112
2304,0.107
2305,0.107
2306,0.104
2307,0.097
2308,0.1
2309,0.105
2310,0.102
2311,0.093
2312,0.087
2313,0.075
2314,0.068
2315,0.071
2316,0.075
2317,0.075
2318,0.08
2319,0.098
2320,0.126
2321,0.162
2322,0.215
2323,0.238
2324,0.212
2325,0.162
2326,0.133
2327,0.103
2328,0.074
2329,0.048
2330,0.029
2331,0.022
2332,0.018
2333,0.014
2334,0.011
2335,0.007
2336,0.01
2337,0.011
2338,0.012
2339,0.027
2340,0.07
2341,0.102
2342,0.115
2343,0.133
2344,0.138
2345,0.128
2346,0.122
2347,0.104
2348,0.074
2349,0.051
2350,0.044
2351,0.057
2352,0.1
2353,0.168
2354,0.271
2355,0.396
2356,0.545
2357,0.642
2358,0.681
2359,0.681
2360,0.705
2361,0.714
2362,0.727
2363,0.771
2364,0.781
2365,0.836
2366,0.864
2367,0.894
2368,0.878
2369,0.861
2370,0.842
2371,0.902
2372,0.898
2373,0.869
2374,0.776
2375,0.633
2376,0.664
2377,0.818
2378,0.765
2379,0.794
2380,0.784
2381,0.804
2382,0.784
2383,0.808
2384,0.851
2385,0.824
2386,0.815
2387,0.822
2388,0.817
2389,0.873
2390,0.911
2391,0.847
2392,0.887
2393,0.801
2394,0.672
2395,0.564
2396,0.588
2397,0.636
2398,0.666
2399,0.681
2400,0.72
2401,0.664
2402,0.665
2403,0.629
2404,0.631
2405,0.665
2406,0.695
2407,0.759
2408,0.785
2409,0.789
2410,0.766
2411,0.755
2412,0.739
2413,0.734
2414,0.702
2415,0.616
2416,0.5
2417,0.403
2418,0.345
2419,0.269
2420,0.221
2421,0.186
2422,0.154
2423,0.13
2424,0.124
2425,0.128
2426,0.105
2427,0.082
2428,0.093
2429,0.101
2430,0.08
2431,0.077
2432,0.086
2433,0.103
2434,0.124
2435,0.144
2436,0.167
2437,0.186
2438,0.196
2439,0.204
2440,0.228
2441,0.312
2442,0.339
2443,0.373
2444,0.337
2445,0.304
2446,0.245
2447,0.194
2448,0.153
2449,0.113
2450,0.075
2451,0.048
2452,0.027
2453,0.022
2454,0.021
2455,0.014
2456,0.009
2457,0.012
2458,0.024
2459,0.036
2460,0.053
2461,0.055
2462,0.056
2463,0.037
2464,0.028
2465,0.019
2466,0.013
2467,0.009
2468,0.005
2469,0.004
2470,0.014
2471,0.051
2472,0.13
2473,0.273
2474,0.48
2475,0.611
2476,0.693
2477,0.748
2478,0.736
2479,0.687
2480,0.697
2481,0.719
2482,0.688
2483,0.615
2484,0.515
2485,0.431
2486,0.374
2487,0.312
2488,0.26
2489,0.226
2490,0.221
2491,0.27
2492,0.335
2493,0.383
2494,0.454
2495,0.466
2496,0.437
2497,0.402
2498,0.353
2499,0.357
2500,0.358
2501,0.309
2502,0.274
2503,0.197
2504,0.15
2505,0.128
2506,0.101
2507,0.074
2508,0.06
2509,0.069
2510,0.09
2511,0.129
2512,0.163
2513,0.166
2514,0.283
2515,0.506
2516,0.491
2517,0.351
2518,0.354
2519,0.459
2520,0.65
2521,0.625
2522,0.638
2523,0.647
2524,0.62
2525,0.611
2526,0.559
2527,0.493
2528,0.412
2529,0.309
2530,0.235
2531,0.196
2532,0.217
2533,0.264
2534,0.289
2535,0.315
2536,0.313
2537,0.299
2538,0.271
2539,0.277
2540,0.313
2541,0.34
2542,0.374
2543,0.359
2544,0.285
2545,0.248
2546,0.255
2547,0.274
2548,0.272
2549,0.246
2550,0.185
2551,0.118
2552,0.114
2553,0.088
2554,0.052
2555,0.034
2556,0.052
2557,0.079
2558,0.102
2559,0.159
2560,0.203
2561,0.279
2562,0.357
2563,0.459
2564,0.524
2565,0.494
2566,0.505
2567,0.527
2568,0.527
2569,0.53
2570,0.482
2571,0.4
2572,0.361
2573,0.347
2574,0.331
2575,0.253
2576,0.202
2577,0.223
2578,0.275
2579,0.352
2580,0.453
2581,0.633
2582,0.659
2583,0.721
2584,0.766
2585,0.726
2586,0.609
2587,0.58
2588,0.453
2589,0.456
2590,0.371
2591,0.394
2592,0.509
2593,0.572
2594,0.734
2595,0.855
2596,0.933
2597,0.967
2598,0.987
2599,0.993
2600,0.998
2601,1.0
2602,1.0
2603,1.0
2604,0.999
2605,0.999
2606,0.997
2607,0.982
2608,0.93
2609,0.814
2610,0.57
2611,0.426
2612,0.374
2613,0.421
2614,0.472
2615,0.374
2616,0.294
2617,0.257
2618,0.229
2619,0.178
2620,0.154
2621,0.12
2622,0.088
2623,0.04
2624,0.025
2625,0.029
2626,0.039
2627,0.06
2628,0.087
2629,0.104
2630,0.128
2631,0.141
2632,0.169
2633,0.232
2634,0.254
2635,0.203
2636,0.161
2637,0.264
2638,0.262
2639,0.282
2640,0.275
2641,0.356
2642,0.41
2643,0.418
2644,0.308
2645,0.221
2646,0.176
2647,0.128
2648,0.091
2649,0.062
2650,0.046
2651,0.043
2652,0.062
2653,0.078
2654,0.09
2655,0.178
2656,0.329
2657,0.397
2658,0.425
2659,0.354
2660,0.325
2661,0.3
2662,0.258
2663,0.231
2664,0.221
2665,0.268
2666,0.337
2667,0.368
2668,0.389
2669,0.375
2670,0.26
2671,0.154
2672,0.101
2673,0.071
2674,0.056
2675,0.046
2676,0.022
2677,0.009
2678,0.013
2679,0.029
2680,0.071
2681,0.184
2682,0.261
2683,0.337
2684,0.4
2685,0.429
2686,0.338
2687,0.329
2688,0.284
2689,0.324
2690,0.373
2691,0.322
2692,0.278
2693,0.233
2694,0.182
2695,0.164
2696,0.118
2697,0.075
2698,0.107
2699,0.093
2700,0.167
2701,0.117
2702,0.108
2703,0.118
2704,0.134
2705,0.229
2706,0.2
2707,0.192
2708,0.148
2709,0.126
2710,0.14
2711,0.13
2712,0.16
2713,0.206
2714,0.212
2715,0.274
2716,0.298
2717,0.34
2718,0.344
2719,0.403
2720,0.475
2721,0.437
2722,0.44
2723,0.505
2724,0.578
2725,0.554
2726,0.5
2727,0.417
2728,0.294
2729,0.204
2730,0.14
2731,0.092
2732,0.072
2733,0.065
2734,0.069
2735,0.054
2736,0.048
2737,0.05
2738,0.057
2739,0.068
2740,0.081
2741,0.091
2742,0.08
2743,0.063
2744,0.058
2745,0.056
2746,0.049
2747,0.045
2748,0.034
2749,0.025
2750,0.017
2751,0.008
2752,0.007
2753,0.017
2754,0.066
2755,0.14
2756,0.198
2757,0.206
2758,0.2
2759,0.165
2760,0.159
2761,0.182
2762,0.251
2763,0.273
2764,0.302
2765,0.393
2766,0.462
2767,0.507
2768,0.505
2769,0.458
2770,0.392
2771,0.327
2772,0.358
2773,0.535
2774,0.503
2775,0.513
2776,0.522
2777,0.308
2778,0.188
2779,0.156
2780,0.117
2781,0.092
2782,0.086
2783,0.099
2784,0.103
2785,0.157
2786,0.195
2787,0.197
2788,0.236
2789,0.298
2790,0.236
2791,0.137
2792,0.127
2793,0.153
2794,0.185
2795,0.2
2796,0.211
2797,0.236
2798,0.245
2799,0.229
2800,0.213
2801,0.179
2802,0.117
2803,0.076
2804,0.043
2805,0.03
2806,0.033
2807,0.051
2808,0.065
2809,0.084
2810,0.112
2811,0.15
2812,0.176
2813,0.199
2814,0.188
2815,0.115
2816,0.07
2817,0.05
2818,0.037
2819,0.04
2820,0.059
2821,0.075
2822,0.076
2823,0.067
2824,0.061
2825,0.063
2826,0.096
2827,0.151
2828,0.189
2829,0.3
2830,0.358
2831,0.366
2832,0.376
2833,0.392
2834,0.384
2835,0.376
2836,0.396
2837,0.423
2838,0.41
2839,0.279
2840,0.2
2841,0.16
2842,0.122
2843,0.08
2844,0.053
2845,0.048
2846,0.099
2847,0.127
2848,0.081
2849,0.086
2850,0.145
2851,0.262
2852,0.264
2853,0.282
2854,0.373
2855,0.413
2856,0.532
2857,0.56
2858,0.558
2859,0.559
2860,0.536
2861,0.534
2862,0.52
2863,0.324
2864,0.277
2865,0.244
2866,0.225
2867,0.219
2868,0.187
2869,0.236
2870,0.174
2871,0.104
2872,0.216
2873,0.229
2874,0.288
2875,0.223
2876,0.168
2877,0.186
2878,0.274
2879,0.364
2880,0.367
2881,0.388
2882,0.363
2883,0.385
2884,0.411
2885,0.421
2886,0.346
2887,0.303
2888,0.328
2889,0.385
2890,0.394
2891,0.428
2892,0.544
2893,0.657
2894,0.731
2895,0.746
2896,0.707
2897,0.729
2898,0.787
2899,0.684
2900,0.525
2901,0.443
2902,0.489
2903,0.566
2904,0.641
2905,0.675
2906,0.665
2907,0.642
2908,0.629
2909,0.536
2910,0.412
2911,0.374
2912,0.404
2913,0.483
2914,0.579
2915,0.609
2916,0.649
2917,0.722
2918,0.702
2919,0.712
2920,0.807
2921,0.898
2922,0.8
2923,0.827
2924,0.692
2925,0.609
2926,0.612
2927,0.596
2928,0.561
2929,0.564
2930,0.516
2931,0.436
2932,0.4
2933,0.364
2934,0.291
2935,0.255
2936,0.275
2937,0.29
2938,0.351
2939,0.462
2940,0.564
2941,0.741
2942,0.609
2943,0.657
2944,0.569
2945,0.588
2946,0.665
2947,0.819
2948,0.869
2949,0.869
2950,0.878
2951,0.882
2952,0.9
2953,0.93
2954,0.899
2955,0.838
2956,0.637
2957,0.418
2958,0.228
2959,0.151
2960,0.121
2961,0.084
2962,0.124
2963,0.152
2964,0.083
2965,0.099
2966,0.174
2967,0.212
2968,0.287
2969,0.283
2970,0.33
2971,0.26
2972,0.162
2973,0.091
2974,0.117
2975,0.16
2976,0.239
2977,0.299
2978,0.266
2979,0.226
2980,0.238
2981,0.203
2982,0.173
2983,0.185
2984,0.18
2985,0.219
2986,0.307
2987,0.335
2988,0.391
2989,0.452
2990,0.508
2991,0.687
2992,0.739
2993,0.739
2994,0.636
2995,0.598
2996,0.585
2997,0.608
2998,0.601
2999,0.725
3000,0.767
3001,0.776
3002,0.807
3003,0.864
3004,0.863
3005,0.826
3006,0.792
3007,0.83
3008,0.833
3009,0.732
3010,0.629
3011,0.578
3012,0.494
3013,0.435
3014,0.437
3015,0.354
3016,0.336
3017,0.336
3018,0.297
3019,0.263
3020,0.231
3021,0.215
3022,0.213
3023,0.22
3024,0.216
3025,0.218
3026,0.227
3027,0.24
3028,0.255
3029,0.245
3030,0.207
3031,0.192
3032,0.159
3033,0.113
3034,0.099
3035,0.104
3036,0.118
3037,0.129
3038,0.131
3039,0.154
3040,0.143
3041,0.108
3042,0.085
3043,0.061
3044,0.042
3045,0.043
3046,0.08
3047,0.144
3048,0.226
3049,0.288
3050,0.338
3051,0.395
3052,0.486
3053,0.542
3054,0.476
3055,0.377
3056,0.31
3057,0.236
3058,0.162
3059,0.095
3060,0.051
3061,0.021
3062,0.009
3063,0.006
3064,0.005
3065,0.005
3066,0.014
3067,0.032
3068,0.034
3069,0.038
3070,0.046
3071,0.063
3072,0.081
3073,0.104
3074,0.106
3075,0.093
3076,0.096
3077,0.12
3078,0.131
3079,0.124
3080,0.132
3081,0.125
3082,0.128
3083,0.125
3084,0.16
3085,0.177
3086,0.192
3087,0.14
3088,0.168
3089,0.128
3090,0.073
3091,0.103
3092,0.084
3093,0.054
3094,0.054
3095,0.061
3096,0.05
3097,0.04
3098,0.128
3099,0.283
3100,0.264
3101,0.173
3102,0.084
3103,0.023
3104,0.007
3105,0.005
3106,0.004
3107,0.002
3108,0.004
3109,0.01
3110,0.026
3111,0.043
3112,0.118
3113,0.1
3114,0.098
3115,0.231
3116,0.231
3117,0.3
3118,0.292
3119,0.348
3120,0.301
3121,0.213
3122,0.184
3123,0.165
3124,0.124
3125,0.115
3126,0.119
3127,0.07
3128,0.04
3129,0.023
3130,0.017
3131,0.021
3132,0.026
3133,0.032
3134,0.067
3135,0.118
3136,0.122
3137,0.193
3138,0.181
3139,0.244
3140,0.387
3141,0.398
3142,0.422
3143,0.388
3144,0.359
3145,0.391
3146,0.292
3147,0.255
3148,0.251
3149,0.242
3150,0.203
3151,0.109
3152,0.056
3153,0.036
3154,0.069
3155,0.165
3156,0.325
3157,0.337
3158,0.431
3159,0.408
3160,0.306
3161,0.254
3162,0.426
3163,0.623
3164,0.607
3165,0.807
3166,0.855
3167,0.707
3168,0.587
3169,0.627
3170,0.633
3171,0.581
3172,0.556
3173,0.556
3174,0.492
3175,0.43
3176,0.436
3177,0.516
3178,0.48
3179,0.386
3180,0.325
3181,0.458
3182,0.616
3183,0.52
3184,0.473
3185,0.491
3186,0.636
3187,0.666
3188,0.582
3189,0.592
3190,0.511
3191,0.648
3192,0.572
3193,0.588
3194,0.592
3195,0.485
3196,0.383
3197,0.321
3198,0.305
3199,0.306
3200,0.298
3201,0.211
3202,0.212
3203,0.268
3204,0.383
3205,0.349
3206,0.307
3207,0.296
3208,0.35
3209,0.337
3210,0.331
3211,0.191
3212,0.086
3213,0.095
3214,0.123
3215,0.15
3216,0.179
3217,0.188
3218,0.162
3219,0.113
3220,0.07
3221,0.059
3222,0.029
3223,0.019
3224,0.013
3225,0.009
3226,0.009
3227,0.008
3228,0.008
3229,0.011
3230,0.013
3231,0.017
3232,0.026
3233,0.04
3234,0.055
3235,0.113
3236,0.208
3237,0.253
3238,0.225
3239,0.198
3240,0.13
3241,0.074
3242,0.03
3243,0.011
3244,0.005
3245,0.004
3246,0.001
3247,0.0
3248,0.0
3249,0.0
3250,0.001
3251,0.002
3252,0.004
3253,0.007
3254,0.012
3255,0.025
3256,0.054
3257,0.115
3258,0.283
3259,0.549
3260,0.651
3261,0.616
3262,0.536
3263,0.494
3264,0.458
3265,0.417
3266,0.32
3267,0.266
3268,0.24
3269,0.206
3270,0.113
3271,0.041
3272,0.044
3273,0.06
3274,0.08
3275,0.121
3276,0.289
3277,0.411
3278,0.3
3279,0.173
3280,0.129
3281,0.125
3282,0.31
3283,0.463
3284,0.414
3285,0.499
3286,0.579
3287,0.579
3288,0.548
3289,0.53
3290,0.535
3291,0.609
3292,0.629
3293,0.596
3294,0.516
3295,0.426
3296,0.443
3297,0.483
3298,0.377
3299,0.331
3300,0.376
3301,0.33
3302,0.25
3303,0.275
3304,0.273
3305,0.256
3306,0.273
3307,0.303
3308,0.289
3309,0.228
3310,0.175
3311,0.133
3312,0.157
3313,0.107
3314,0.101
3315,0.101
3316,0.112
3317,0.128
3318,0.076
3319,0.034
3320,0.012
3321,0.007
3322,0.012
3323,0.024
3324,0.059
3325,0.287
3326,0.325
3327,0.268
3328,0.274
3329,0.227
3330,0.198
3331,0.175
3332,0.27
3333,0.328
3334,0.197
3335,0.117
3336,0.156
3337,0.243
3338,0.271
3339,0.242
3340,0.238
3341,0.231
3342,0.211
3343,0.174
3344,0.198
3345,0.159
3346,0.101
3347,0.096
3348,0.114
3349,0.133
3350,0.298
3351,0.281
3352,0.264
3353,0.206
3354,0.298
3355,0.469
3356,0.474
3357,0.448
3358,0.463
3359,0.488
3360,0.478
3361,0.584
3362,0.611
3363,0.579
3364,0.572
3365,0.619
3366,0.607
3367,0.643
3368,0.719
3369,0.699
3370,0.54
3371,0.48
3372,0.558
3373,0.509
3374,0.487
3375,0.444
3376,0.505
3377,0.4
3378,0.279
3379,0.156
3380,0.158
3381,0.202
3382,0.343
3383,0.491
3384,0.631
3385,0.617
3386,0.714
3387,0.733
3388,0.669
3389,0.66
3390,0.66
3391,0.789
3392,0.76
3393,0.71
3394,0.729
3395,0.678
3396,0.666
3397,0.594
3398,0.501
3399,0.424
3400,0.419
3401,0.474
3402,0.432
3403,0.446
3404,0.405
3405,0.398
3406,0.356
3407,0.378
3408,0.455
3409,0.544
3410,0.605
3411,0.688
3412,0.711
3413,0.667
3414,0.692
3415,0.756
3416,0.747
3417,0.653
3418,0.493
3419,0.384
3420,0.369
3421,0.341
3422,0.292
3423,0.251
3424,0.224
3425,0.18
3426,0.226
3427,0.215
3428,0.162
3429,0.126
3430,0.084
3431,0.075
3432,0.09
3433,0.084
3434,0.081
3435,0.08
3436,0.074
3437,0.056
3438,0.019
3439,0.013
3440,0.017
3441,0.057
3442,0.099
3443,0.103
3444,0.122
3445,0.146
3446,0.16
3447,0.174
3448,0.221
3449,0.325
3450,0.347
3451,0.291
3452,0.258
3453,0.298
3454,0.345
3455,0.327
3456,0.366
3457,0.372
3458,0.448
3459,0.5
3460,0.623
3461,0.675
3462,0.598
3463,0.612
3464,0.68
3465,0.709
3466,0.733
3467,0.757
3468,0.767
3469,0.82
3470,0.816
3471,0.807
3472,0.795
3473,0.693
3474,0.599
3475,0.499
3476,0.344
3477,0.237
3478,0.188
3479,0.182
3480,0.134
3481,0.145
3482,0.124
3483,0.064
3484,0.037
3485,0.031
3486,0.014
3487,0.005
3488,0.005
3489,0.008
3490,0.025
3491,0.077
3492,0.133
3493,0.172
3494,0.255
3495,0.236
3496,0.24
3497,0.296
3498,0.248
3499,0.152
3500,0.21
3501,0.222
3502,0.213
3503,0.193
3504,0.197
3505,0.159
3506,0.191
3507,0.233
3508,0.269
3509,0.304
3510,0.225
3511,0.169
3512,0.171
3513,0.165
3514,0.189
3515,0.188
3516,0.159
3517,0.168
3518,0.156
3519,0.121
3520,0.177
3521,0.147
3522,0.152
3523,0.201
3524,0.278
3525,0.402
3526,0.397
3527,0.45
3528,0.483
3529,0.479
3530,0.427
3531,0.436
3532,0.52
3533,0.466
3534,0.363
3535,0.316
3536,0.373
3537,0.337
3538,0.314
3539,0.408
3540,0.503
3541,0.552
3542,0.522
3543,0.597
3544,0.467
3545,0.578
3546,0.301
3547,0.154
3548,0.138
3549,0.239
3550,0.361
3551,0.456
3552,0.508
3553,0.493
3554,0.543
3555,0.518
3556,0.393
3557,0.391
3558,0.332
3559,0.234
3560,0.175
3561,0.165
3562,0.169
3563,0.151
3564,0.183
3565,0.105
3566,0.099
3567,0.118
3568,0.16
3569,0.184
3570,0.255
3571,0.348
3572,0.204
3573,0.156
3574,0.141
3575,0.128
3576,0.129
3577,0.091
3578,0.094
3579,0.121
3580,0.131
3581,0.108
3582,0.093
3583,0.129
3584,0.173
3585,0.218
3586,0.248
3587,0.272
3588,0.335
3589,0.391
3590,0.364
3591,0.392
3592,0.41
3593,0.218
3594,0.243
3595,0.125
3596,0.084
3597,0.146
3598,0.139
3599,0.114
3600,0.167
3601,0.145
3602,0.231
3603,0.21
3604,0.317
3605,0.333
3606,0.344
3607,0.493
3608,0.525
3609,0.628
3610,0.769
3611,0.878
3612,0.839
3613,0.816
3614,0.862
3615,0.838
3616,0.849
3617,0.639
3618,0.538
3619,0.474
3620,0.364
3621,0.282
3622,0.29
3623,0.306
3624,0.363
3625,0.435
3626,0.502
3627,0.516
3628,0.508
3629,0.474
3630,0.449
3631,0.432
3632,0.397
3633,0.378
3634,0.388
3635,0.437
3636,0.464
3637,0.486
3638,0.501
3639,0.464
3640,0.436
3641,0.396
3642,0.33
3643,0.236
3644,0.161
3645,0.12
3646,0.071
3647,0.036
3648,0.026
3649,0.016
3650,0.024
3651,0.072
3652,0.091
3653,0.116
3654,0.077
3655,0.085
3656,0.079
3657,0.077
3658,0.098
3659,0.138
3660,0.155
3661,0.145
3662,0.133
3663,0.131
3664,0.165
3665,0.114
3666,0.119
3667,0.095
3668,0.073
3669,0.055
3670,0.041
3671,0.013
3672,0.007
3673,0.003
3674,0.001
3675,0.001
3676,0.004
3677,0.012
3678,0.013
3679,0.005
3680,0.003
3681,0.009
3682,0.017
3683,0.027
3684,0.047
3685,0.078
3686,0.14
3687,0.159
3688,0.086
3689,0.071
3690,0.06
3691,0.103
3692,0.151
3693,0.156
3694,0.143
3695,0.11
3696,0.082
3697,0.073
3698,0.035
3699,0.03
3700,0.029
3701,0.033
3702,0.038
3703,0.023
3704,0.023
3705,0.031
3706,0.045
3707,0.081
3708,0.148
3709,0.124
3710,0.167
3711,0.082
3712,0.052
3713,0.059
3714,0.097
3715,0.113
3716,0.113
3717,0.135
3718,0.169
3719,0.211
3720,0.202
3721,0.194
3722,0.155
3723,0.165
3724,0.149
3725,0.098
3726,0.028
3727,0.015
3728,0.05
3729,0.185
3730,0.262
3731,0.299
3732,0.135
3733,0.244
3734,0.431
3735,0.606
3736,0.676
3737,0.685
3738,0.719
3739,0.717
3740,0.751
3741,0.641
3742,0.553
3743,0.507
3744,0.505
3745,0.6
3746,0.62
3747,0.623
3748,0.564
3749,0.531
3750,0.486
3751,0.615
3752,0.783
3753,0.846
3754,0.927
3755,0.919
3756,0.914
3757,0.908
3758,0.859
3759,0.932
3760,0.95
3761,0.98
3762,0.946
3763,0.949
3764,0.972
3765,0.961
3766,0.833
3767,0.675
3768,0.634
3769,0.631
3770,0.573
3771,0.557
3772,0.549
3773,0.544
3774,0.553
3775,0.553
3776,0.582
3777,0.633
3778,0.771
3779,0.942
3780,0.932
3781,0.853
3782,0.82
3783,0.692
3784,0.604
3785,0.481
3786,0.357
3787,0.248
3788,0.196
3789,0.136
3790,0.08
3791,0.055
3792,0.062
3793,0.094
3794,0.105
3795,0.109
3796,0.134
3797,0.133
3798,0.071
3799,0.055
3800,0.052
3801,0.05
3802,0.06
3803,0.099
3804,0.186
3805,0.251
3806,0.298
3807,0.309
3808,0.301
3809,0.282
3810,0.176
3811,0.131
3812,0.122
3813,0.115
3814,0.104
3815,0.063
3816,0.075
3817,0.18
3818,0.254
3819,0.289
3820,0.304
3821,0.259
3822,0.165
3823,0.123
3824,0.127
3825,0.145
3826,0.148
3827,0.184
3828,0.22
3829,0.283
3830,0.367
3831,0.395
3832,0.338
3833,0.252
3834,0.145
3835,0.073
3836,0.026
3837,0.015
3838,0.013
3839,0.022
3840,0.047
3841,0.071
3842,0.075
3843,0.116
3844,0.178
3845,0.192
3846,0.163
3847,0.122
3848,0.112
3849,0.123
3850,0.221
3851,0.338
3852,0.368
3853,0.397
3854,0.401
3855,0.362
3856,0.29
3857,0.339
3858,0.199
3859,0.24
3860,0.315
3861,0.279
3862,0.36
3863,0.602
3864,0.689
3865,0.555
3866,0.303
3867,0.31
3868,0.237
3869,0.327
3870,0.432
3871,0.564
3872,0.414
3873,0.343
3874,0.215
3875,0.21
3876,0.402
3877,0.551
3878,0.482
3879,0.262
3880,0.249
3881,0.281
3882,0.466
3883,0.442
3884,0.284
3885,0.276
3886,0.315
3887,0.295
3888,0.226
3889,0.194
3890,0.245
3891,0.183
3892,0.147
3893,0.268
3894,0.26
3895,0.278
3896,0.201
3897,0.161
3898,0.191
3899,0.261
3900,0.204
3901,0.29
3902,0.449
3903,0.4
3904,0.261
3905,0.384
3906,0.216
3907,0.179
3908,0.084
3909,0.152
3910,0.117
3911,0.077
3912,0.092
3913,0.118
3914,0.136
3915,0.121
3916,0.093
3917,0.073
3918,0.046
3919,0.044
3920,0.04
3921,0.036
3922,0.034
3923,0.034
3924,0.034
3925,0.026
3926,0.018
3927,0.016
3928,0.016
3929,0.022
3930,0.056
3931,0.189
3932,0.342
3933,0.435
3934,0.511
3935,0.517
3936,0.487
3937,0.403
3938,0.323
3939,0.243
3940,0.17
3941,0.137
3942,0.078
3943,0.056
3944,0.068
3945,0.093
3946,0.079
3947,0.075
3948,0.094
3949,0.092
3950,0.095
3951,0.097
3952,0.104
3953,0.102
3954,0.112
3955,0.154
3956,0.242
3957,0.385
3958,0.478
3959,0.496
3960,0.41
3961,0.337
3962,0.349
3963,0.322
3964,0.262
3965,0.19
3966,0.086
3967,0.058
3968,0.058
3969,0.064
3970,0.072
3971,0.057
3972,0.031
3973,0.022
3974,0.024
3975,0.027
3976,0.041
3977,0.069
3978,0.111
3979,0.231
3980,0.339
3981,0.558
3982,0.569
3983,0.536
3984,0.372
3985,0.312
3986,0.297
3987,0.233
3988,0.154
3989,0.157
3990,0.278
3991,0.599
3992,0.483
3993,0.351
3994,0.248
3995,0.201
3996,0.1
3997,0.24
3998,0.433
3999,0.664
4000,0.744
4001,0.752
4002,0.702
4003,0.631
4004,0.559
4005,0.518
4006,0.507
4007,0.372
4008,0.314
4009,0.265
4010,0.304
4011,0.509
4012,0.673
4013,0.77
4014,0.741
4015,0.733
4016,0.74
4017,0.706
4018,0.72
4019,0.795
4020,0.819
4021,0.808
4022,0.693
4023,0.732
4024,0.874
4025,0.83
4026,0.745
4027,0.657
4028,0.607
4029,0.518
4030,0.48
4031,0.514
4032,0.475
4033,0.459
4034,0.5
4035,0.553
4036,0.552
4037,0.476
4038,0.395
4039,0.445
4040,0.472
4041,0.505
4042,0.519
4043,0.557
4044,0.634
4045,0.687
4046,0.763
4047,0.761
4048,0.727
4049,0.7
4050,0.566
4051,0.399
4052,0.363
4053,0.395
4054,0.462
4055,0.417
4056,0.32
4057,0.326
4058,0.306
4059,0.312
4060,0.336
4061,0.294
4062,0.151
4063,0.152
4064,0.16
4065,0.147
4066,0.143
4067,0.145
4068,0.146
4069,0.162
4070,0.183
4071,0.184
4072,0.185
4073,0.173
4074,0.145
4075,0.139
4076,0.17
4077,0.181
4078,0.178
4079,0.24
4080,0.28
4081,0.31
4082,0.157
4083,0.144
4084,0.188
4085,0.229
4086,0.185
4087,0.115
4088,0.085
4089,0.058
4090,0.028
4091,0.129
4092,0.366
4093,0.219
4094,0.382
4095,0.385
4096,0.233
4097,0.214
4098,0.22
4099,0.287
4100,0.363
4101,0.416
4102,0.376
4103,0.341
4104,0.327
4105,0.29
4106,0.3
4107,0.396
4108,0.411
4109,0.34
4110,0.185
4111,0.126
4112,0.082
4113,0.033
4114,0.024
4115,0.028
4116,0.064
4117,0.23
4118,0.436
4119,0.32
4120,0.199
4121,0.334
4122,0.313
4123,0.329
4124,0.422
4125,0.355
4126,0.373
4127,0.36
4128,0.292
4129,0.264
4130,0.206
4131,0.115
4132,0.08
4133,0.022
4134,0.028
