Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Time_Index
9000.0,1.0,1.0,1.0,9000.0,36.0,24.0,237.7431258183547,2681.4678500481,41833.8878659591,0.0,499.7783382188,3784.4167305111,21867.2238482689,16299.6311753633,1
,,,,,,,255.4695869539338,2516.4411048037,37710.68332083579,0.0,460.5995349442,3623.4951103339,21317.4459115738,15572.6229684183,2
,,,,,,,236.7003928103795,2409.7950995582,34394.4738631369,0.0,447.6227993418,3535.6778833229,21005.1307456578,15157.7638626125,3
,,,,,,,274.23878109748813,2374.8244582718,32700.3859328322,0.0,427.585924063,3558.2069101477,21253.7783570895,15012.6301603661,4
,,,,,,,350.3582906796807,2406.4714435682,32526.2815764818,0.0,425.9451873777,3708.553680999,22064.6793044059,15080.5080764937,5
,,,,,,,253.3841209379833,2514.7070234176,33397.679275053495,0.0,429.7238536833,3868.0959730033,23545.8103185228,15409.6266566647,6
,,,,,,,187.69194143554319,2723.9528440077,36045.4163279567,0.0,472.2338496222,4195.9163021072,25170.1933302293,16150.9249512155,7
,,,,,,,228.35852874657758,2944.6147003897,39443.9849429066,0.0,534.3332471983,4563.277372169,26279.6434857354,16826.5781558271,8
,,,,,,,188.73467444351843,3118.3118525646,41717.99673448,0.0,595.388539611,4740.7509304216,26855.2325931674,17539.742840404,9
,,,,,,,207.50386858707276,3340.4187767683,44353.499855673195,0.0,672.9506374643,5178.4577373037,27069.4653102834,18310.9610058794,10
,,,,,,,202.29020354719654,3543.1617921605,46514.1034609901,0.0,724.3106676454,5368.8050251705,27633.4393908838,19328.2366173171,11
,,,,,,,282.58064516129,3777.5517928491,48388.4245036137,0.0,787.4541703849,5568.8076102479,28015.0145316104,20350.871011607,12
,,,,,,,152.239019164385,4022.4907886365,49510.9915903543,0.0,837.0243060001,5753.6375854229,28338.0843520001,21616.8834604332,13
,,,,,,,162.66634924413745,4223.4997226426,49654.9555168537,0.0,877.6946880796,5889.2715224294,29119.3024529691,22568.9605471695,14
,,,,,,,291.9652422330672,4372.3417082834,48973.8113660321,0.0,902.604054121,5996.8591199194,29857.0717498644,24083.7098333841,15
,,,,,,,217.93119866682514,4568.0038913489,46902.346551089504,0.0,929.5021919021,5952.720618385,30112.1721539804,24830.8134760247,16
,,,,,,,201.24747053922133,4605.4311479324,45990.669359280495,0.0,933.3305775013,5823.5235461856,30152.6096548014,25307.7451498682,17
,,,,,,,316.99083442447295,4377.1104320951,44366.1420824289,0.0,877.0483372642,5525.1288847712,29896.6488783276,25215.7527109059,18
,,,,,,,277.36698012141386,4187.6620406631,42721.2686237388,0.0,832.5495695855,5282.8269023901,29387.7386286325,24534.2941582044,19
,,,,,,,224.1875967146766,3984.0519845779,42733.1534410583,0.0,786.3106266345,5213.8604937427,28646.5278423056,23387.9611930768,20
,,,,,,,200.20473753124608,3761.9450603741,43284.5210180961,0.0,739.5247714551,4900.7529984835,27521.5909843574,22427.8459320622,21
,,,,,,,212.71753362694898,3409.9265389947,41970.3128120611,0.0,684.3860749683,4571.093565149,25787.5104970192,21339.5664478332,22
,,,,,,,254.42685394595856,3104.8727218223,40594.4165713972,0.0,622.0878002182,4238.2156994109,25698.0317717981,19868.5805549114,23
,,,,,,,333.6745625520768,2796.9287690063,42682.5656972245,0.0,554.3701224771,3935.6830534777,23896.8422405441,18344.8999639431,24
,,,,,,,326.3754314962501,2508.6377385662,41061.9858225888,0.0,390.9428047567,4004.1896860675,20501.38273011,16480.9366618619,25
,,,,,,,266.9396500416614,2386.9630279745,36077.714989800705,0.0,375.3309465991,3736.6000205156,19717.1533258884,15853.5125029198,26
,,,,,,,296.1361742649682,2308.7848588176,32623.0757391576,0.0,357.2828430601,3617.9777976421,19721.4551876779,15407.840395714,27
,,,,,,,371.21295083918545,2278.8719549072,31101.683576903302,0.0,344.4055460447,3632.2308554292,20000.6460178149,15260.0273020415,28
,,,,,,,178.30734436376605,2349.8247849554,32000.075630533498,0.0,347.2892650675,3686.9442062895,21092.0283538052,15428.828961885,29
,,,,,,,181.43554338769175,2495.7766349526,35432.506973255,0.0,363.1497196926,3991.7757325109,23369.0037989753,16104.4821664966,30
,,,,,,,179.35007737174126,2677.1326465829,41272.9060042041,0.0,394.7711903559,4316.3776292113,25007.1527684081,16515.3221851633,31
,,,,,,,241.91405785025566,2906.6094166775,47078.1694205773,0.0,449.1640974402,4687.4169077343,25797.404779135,17219.1089997489,32
,,,,,,,235.65765980240425,3099.6704776639,50697.9787644267,0.0,500.0269346863,5183.9750499955,25944.0982661562,17809.4682439634,33
,,,,,,,274.23878109748813,3340.1297632039,51782.93656540159,0.0,549.0004387795,5485.5881438134,25980.2339051878,18944.1905129113,34
,,,,,,,206.46113557909752,3477.1221927063,52830.9846559519,0.0,605.0838018427,5841.4548124339,25649.850919756,20270.9358340621,35
,,,,,,,251.29865492203285,3669.3162129997,53319.2144166353,0.0,664.4983575701,6220.3102839369,25469.172724598,21696.3720727405,36
,,,,,,,,3852.6953195803,53663.9276851804,0.0,762.5945236371,6595.0277709211,25701.0430750508,23181.6480532681,37
,,,,,,,,4126.8246853672,53157.3685029622,0.0,781.8856095134,7015.2630876125,25923.0191433878,24528.9353753522,38
,,,,,,,,4309.6257648192,51815.37285163059,0.0,816.3410799059,7143.5406076966,26644.0111793041,25748.9516046972,39
,,,,,,,,4471.0398405092,48921.9579197204,0.0,822.6057108864,7094.3445695282,26914.5982858622,26175.8679719204,40
,,,,,,,,4434.3351178366,47741.8191978784,0.0,802.8671513686,6888.3648957013,27279.8263517888,26353.1543712799,41
,,,,,,,,4356.1569486797,46728.4707563197,0.0,765.4782426598,6295.2537813338,26871.1494817885,25838.7112174711,42
,,,,,,,,3925.5267377968,45588.062934808695,0.0,674.5913741497,5974.3300930946,26795.8669004726,24301.1871041348,43
,,,,,,,,3864.9783960653,44090.3393426381,0.0,643.1687806604,5751.7984811923,26226.7305857248,23557.209418158,44
,,,,,,,,3624.0855901787,45186.22766489191,0.0,598.7197322752,5245.1252656628,25445.5124847558,22471.1627601173,45
,,,,,,,,3225.1023645923,44008.938079873995,0.0,558.2979466632,4806.4989066654,24282.2890568813,21304.2877940564,46
,,,,,,,,2943.3141393501,45548.500985801096,0.0,502.2643028936,4409.2523928565,22227.2896800482,19441.6641876881,47
,,,,,,,,2683.057424652,45686.810163297196,0.0,448.8657816792,4091.0873609632,21490.8109416897,18113.1326055866,48
,,,,,,,,2118.7584402568,38388.620374049904,0.0,306.7680408685,3514.0684086133,21917.5556312058,12951.2850232298,49
,,,,,,,,2058.9326324362,33688.334289306506,0.0,286.4328498287,3378.4344716068,21575.1274327635,12606.5366597399,50
