Time_Index,Biomass,CA_NW_Coal,CA_Natural_Gas,CA_Natural_Gas_CCS_100,CA_Natural_Gas_CCS_90,CA_Natural_Gas_CCS_95,NW_Natural_Gas,SW_Coal_Fuel,SW_Natural_Gas,Uranium,None
0,0.0,0.094,0.053,0.0,0.0053,0.00265,0.0,0.0,0.0,0.0,0.0
1,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
2,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
3,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
4,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
5,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
6,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
7,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
8,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
9,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
10,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
11,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
12,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
13,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
14,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
15,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
16,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
17,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
18,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
19,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
20,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
21,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
22,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
23,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
24,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
25,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
26,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
27,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
28,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
29,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
30,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
31,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
32,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
33,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
34,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
35,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
36,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
37,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
38,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
39,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
40,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
41,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
42,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
43,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
44,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
45,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
46,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
47,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
48,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
49,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
50,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
51,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
52,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
53,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
54,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
55,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
56,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
57,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
58,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
59,15.0,5.8597304,7.022211084749999,5.41358423475,5.574446919750001,5.49401557725,3.8775852303750002,1.26009,3.9409419768000005,0.710021,0.0
