Fuel,AnnualSum
No_fuel,0.0
AZ_coal,2.4315587742984496e7
AZ_naturalgas,5.234404558594257e7
AZ_uranium,9.181546956593572e8
CA_N_naturalgas,86705.70853566084
CA_N_uranium,1.0618012095266598e9
CA_S_naturalgas,24968.136685713805
MT_WY_CO_coal,5.542010608900465e8
MT_WY_CO_naturalgas,5.953714292676503e6
NM_coal,2.2179585879054647e7
NM_naturalgas,240291.86164056262
PNW_coal,0.0
PNW_naturalgas,3.822944447328387e8
PNW_uranium,1.0546566959999965e8
UT_NV_coal,2.9708117194114566e8
UT_NV_naturalgas,3.2007773179519075e8
CA_S_uranium,1.6742121231628811e9
MT_WY_CO_uranium,2.4499593473016887e-9
NM_uranium,-7.960028635451334e-9
UT_NV_uranium,-1.4886008898757303e-8
None,0.0
