Fuel,AnnualSum
No_fuel,0.0
AZ_coal,7.172223846803975e7
AZ_naturalgas,1.6112121714158952e8
AZ_uranium,3.576474478699858e8
CA_N_naturalgas,3.718282488750505e7
CA_N_uranium,-2.6304025180224047e-10
CA_S_naturalgas,1.2333125688739127e7
MT_WY_CO_coal,5.067399250023506e8
MT_WY_CO_naturalgas,45842.29341775858
NM_coal,2.0563227699865457e7
NM_naturalgas,1.6806318374303e6
PNW_coal,0.0
PNW_naturalgas,6.788602817622914e8
PNW_uranium,1.0524101023230791e8
UT_NV_coal,2.955567215694021e8
UT_NV_naturalgas,8.016850920965462e8
CA_S_uranium,2.8434858486768176e-8
MT_WY_CO_uranium,-7.728116264102852e-9
NM_uranium,1.2379158222261346e-7
UT_NV_uranium,-1.8303443447109657e-8
None,0.0
