Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Time_Index
9000.0,1.0,1.0,1.0,9000.0,2.0,24.0,237.7431258183547,2869.255501447,51645.98452116059,0.0,507.9903045729,4332.6536464176,23350.692526656,17807.5239398638,1
,,,,,,,255.4695869539338,2692.6716588811,45985.69684395621,0.0,468.1677458778,4148.4198016544,22763.6177499589,17013.259584409,2
,,,,,,,,2578.5570565925,41304.156599012895,0.0,454.9777867161,4047.880760655,22430.1151772812,16560.0215093369,3
,,,,,,,,2541.1373631591,38765.30588106496,0.0,434.6116811905,4073.6734989218,22695.6309996059,16401.4613646669,4
,,,,,,,,2575.000639448,38146.3976677619,0.0,432.9439852046,4245.8005481721,23561.5433267373,16475.6187246356,5
,,,,,,,,2690.8161368927,38880.88861117571,0.0,436.7847395965,4428.4552456945,25143.1540123148,16835.1843450104,6
,,,,,,,,2914.7157901636,41810.253619711504,0.0,479.9932265055,4803.7659065979,26877.7348861867,17645.060776248,7
,,,,,,,,3150.8309631917,45845.492805522634,0.0,543.1129927622,5224.3454550716,28062.4499480817,18383.219234358,8
,,,,,,,,3336.6924156998,48785.28693511243,0.0,605.1714979368,5427.5290667248,28677.0869208678,19162.3593913981,9
,,,,,,,,3574.3538570516,52196.49845566619,0.0,684.0080354551,5928.6451244808,28905.8531484071,20004.9236063061,10
,,,,,,,,3791.2953028659,54970.7682627587,0.0,736.21197344,6146.567443715,29508.0871329531,21116.3082511009,11
,,,,,,,,4042.1000249691,57328.90023696518,0.0,800.3930007786,6375.543793635,29915.5482651365,22233.5474243143,12
,,,,,,,,4304.1925058353,58600.67923611792,0.0,850.7776340515,6587.1495239059,30260.5350861846,23616.6797632051,13
,,,,,,,,4519.2784296611,58564.69137072378,0.0,892.1162800066,6742.4323359207,31094.7508878136,24656.8343122404,14
,,,,,,,,4678.5440670017,57535.60757910714,0.0,917.434937248,6865.6058207052,31882.5703260261,26311.7143452272,15
,,,,,,,,4887.9087980299,54566.77264066469,0.0,944.7750441694,6815.0731089987,32154.976697373,27127.9331822517,16
,,,,,,,,4927.9571476135,53350.99960416699,0.0,948.6663348033,6667.1596507745,32198.1574712459,27648.9862115058,17
,,,,,,,,4683.6467524698,51488.70855033378,0.0,891.4593088606,6325.5374643421,31924.8323600293,27548.4834736534,18
,,,,,,,,4480.9309752335,49672.87494539293,0.0,846.2293722716,6048.1339323701,31381.3977271399,26803.9826097566,19
,,,,,,,,4263.061768425,49996.27010448487,0.0,799.2306672126,5969.1765703287,30589.9033294489,25551.6014055475,20
,,,,,,,,4025.4003270732,51280.73542646285,0.0,751.6760634916,5610.7101466608,29388.6509499005,24502.6650638843,21
,,,,,,,,3648.7293634213,50188.817166791385,0.0,695.6313711148,5233.293956103,27536.9307426502,23313.7079175433,22
,,,,,,,,3322.3121202894,49038.20278192199,0.0,632.3094598902,4852.1930886499,27441.3817962081,21706.6398666416,23
,,,,,,,,2992.8023405102,52712.21666585237,0.0,563.4790982877,4505.833460495,25517.9998791261,20042.0022862905,24
,,,,,,,,2684.3218099332,51035.951627508985,0.0,397.3664708373,4584.2644401228,21892.1929836096,18005.6021513592,25
,,,,,,,,2554.1260170781,44082.89973034497,0.0,381.4980908497,4277.9098754022,21054.7615924369,17320.1344490165,26
,,,,,,,,2470.4729007663,39214.327169170894,0.0,363.1534350041,4142.103212691,21059.355291785,16833.2328355375,27
,,,,,,,,2438.4651464658,36961.972463716076,0.0,350.0645483264,4158.4210675129,21357.4863794818,16671.7454266582,28
,,,,,,,,2514.3869211592,37870.33094856902,0.0,352.9956503623,4221.0605747324,22522.9079041144,16856.1630718437,29
,,,,,,,,2670.5600218523,42227.943928449844,0.0,369.11671156,4570.0521149554,24954.3529691047,17594.3215299536,30
,,,,,,,,2864.6166964759,49907.145171113334,0.0,401.2577614713,4941.6780989635,26703.6336808907,18043.1687087118,31
,,,,,,,,3110.1641062786,57546.80789159093,0.0,456.5444102181,5366.4687067461,27547.496251151,18812.0634410194,32
,,,,,,,,3316.7455543241,62177.23460120052,0.0,508.2429857829,5934.9617134441,27704.1413989238,19457.0373218002,33
,,,,,,,,3574.0446033869,63510.087221879556,0.0,558.0211841518,6280.2685767717,27742.7284734485,20696.7337144356,34
,,,,,,,,3720.6308404731,64446.532837389794,0.0,615.0260651266,6687.6885649053,27389.9323635085,22146.2173754037,35
,,,,,,,,3926.2845275244,64743.35201814492,0.0,675.4168743153,7121.4276737193,27196.996990885,23703.5219347474,36
,,,,,,,,4122.5059778012,64887.7437517529,0.0,775.1248797791,7550.4293408108,27444.5973857518,25326.202061432,37
,,,,,,,,4415.833078806,63905.53405847733,0.0,794.7329416747,8031.5428668497,27681.6322721177,26798.128081338,38
,,,,,,,,4611.4360217533,61705.20211684753,0.0,829.7545573799,8178.4035602466,28451.5362828723,28131.0090513026,39
,,,,,,,,4784.15419351,57430.368640873916,0.0,836.1221238718,8122.0806419905,28740.4799718727,28597.4198153166,40
,,,,,,,,4744.8789780881,55988.27986864641,0.0,816.0592357982,7886.2613206935,29130.4850465329,28791.1071304981,41
,,,,,,,,4661.2258617763,54986.7032670351,0.0,778.0559818151,7207.2280071376,28694.0836084561,28229.0724023139,42
,,,,,,,,4200.4379013154,53743.11393079024,0.0,685.6757314411,6839.8130824384,28613.693869863,26549.3106235481,43
,,,,,,,,4135.6492585526,52187.33085552294,0.0,653.7368264978,6585.0439942515,28005.9474460991,25736.5069281012,44
,,,,,,,,3877.8863289928,54412.28172186269,0.0,608.5574261507,6004.9705744541,27171.73164447,24549.9891686012,45
,,,,,,,,3450.9616448208,53653.16613614761,0.0,567.4714614056,5502.8017518709,25929.5953407228,23275.1656054543,46
,,,,,,,,3149.4393217004,56596.154789764485,0.0,510.5171166729,5048.0073465125,23735.1851620984,21240.2291026277,47
,,,,,,,,2870.9563966031,57469.66716606566,0.0,456.2411927661,4683.7507162949,22948.7438336904,19788.7939321867,48
