Fuel,AnnualSum
No_fuel,0.0
AZ_coal,0.0
AZ_naturalgas,9.611760271390918e7
AZ_uranium,3.5715675267878693e8
CA_N_naturalgas,3.949009872119285e7
CA_N_uranium,-3.877869804150306e-8
CA_S_naturalgas,1.873104725586066e7
MT_WY_CO_coal,5.05895243060976e8
MT_WY_CO_naturalgas,53858.37350993139
NM_coal,2.1107420881396845e7
NM_naturalgas,4.1900158908504276e6
PNW_coal,0.0
PNW_naturalgas,6.766038753232478e8
PNW_uranium,1.0515195567085697e8
UT_NV_coal,2.981926007325528e8
UT_NV_naturalgas,9.257937675773109e8
CA_S_uranium,3.823723095919274e-8
MT_WY_CO_uranium,-8.297477767538197e-9
NM_uranium,-4.772226378513266e-9
UT_NV_uranium,4.355332001174104e-8
None,0.0
