Sum Range ID,Operator
A-CAES_MinBuild,>=
Flow_Battery_MinBuild,>=
Biomass_MinBuild,>=
Geothermal_MinBuild,>=
Li_Battery_4hr_MinBuild,>=
Li_Battery_8hr_MinBuild,>=
Offshore_Wind_MinBuild,>=
Pumped_Hydro_MinBuild,>=
Solar_MinBuild,>=
Wind_MinBuild,>=
