Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2
5000,1,1,1,5000,1,8760,8760,1,90,0
,,,,,,,,2,84,0
,,,,,,,,3,79,0
,,,,,,,,4,76,0
,,,,,,,,5,76,0
,,,,,,,,6,80,0
,,,,,,,,7,88,0
,,,,,,,,8,95,0
,,,,,,,,9,103,0
,,,,,,,,10,108,0
,,,,,,,,11,112,0
,,,,,,,,12,111,0
,,,,,,,,13,110,0
,,,,,,,,14,107,0
,,,,,,,,15,104,0
,,,,,,,,16,101,0
,,,,,,,,17,99,0
,,,,,,,,18,108,0
,,,,,,,,19,113,0
,,,,,,,,20,112,0
,,,,,,,,21,110,0
,,,,,,,,22,109,0
,,,,,,,,23,101,0
,,,,,,,,24,97,0
,,,,,,,,25,94,0
,,,,,,,,26,87,0
,,,,,,,,27,82,0
,,,,,,,,28,79,0
,,,,,,,,29,80,0
,,,,,,,,30,86,0
,,,,,,,,31,98,0
,,,,,,,,32,105,0
,,,,,,,,33,112,0
,,,,,,,,34,116,0
,,,,,,,,35,118,0
,,,,,,,,36,117,0
,,,,,,,,37,115,0
,,,,,,,,38,113,0
,,,,,,,,39,110,0
,,,,,,,,40,106,0
,,,,,,,,41,104,0
,,,,,,,,42,113,0
,,,,,,,,43,118,0
,,,,,,,,44,116,0
,,,,,,,,45,114,0
,,,,,,,,46,111,0
,,,,,,,,47,103,0
,,,,,,,,48,98,0
,,,,,,,,49,93,0
,,,,,,,,50,86,0
,,,,,,,,51,82,0
,,,,,,,,52,79,0
,,,,,,,,53,80,0
,,,,,,,,54,86,0
,,,,,,,,55,97,0
,,,,,,,,56,105,0
,,,,,,,,57,112,0
,,,,,,,,58,116,0
,,,,,,,,59,117,0
,,,,,,,,60,116,0
,,,,,,,,61,114,0
,,,,,,,,62,113,0
,,,,,,,,63,110,0
,,,,,,,,64,106,0
,,,,,,,,65,104,0
,,,,,,,,66,113,0
,,,,,,,,67,118,0
,,,,,,,,68,116,0
,,,,,,,,69,115,0
,,,,,,,,70,113,0
,,,,,,,,71,105,0
,,,,,,,,72,100,0
,,,,,,,,73,95,0
,,,,,,,,74,89,0
,,,,,,,,75,84,0
,,,,,,,,76,81,0
,,,,,,,,77,83,0
,,,,,,,,78,89,0
,,,,,,,,79,100,0
,,,,,,,,80,107,0
,,,,,,,,81,115,0
,,,,,,,,82,120,0
,,,,,,,,83,120,0
,,,,,,,,84,119,0
,,,,,,,,85,116,0
,,,,,,,,86,114,0
,,,,,,,,87,110,0
,,,,,,,,88,107,0
,,,,,,,,89,105,0
,,,,,,,,90,114,0
,,,,,,,,91,119,0
,,,,,,,,92,119,0
,,,,,,,,93,118,0
,,,,,,,,94,116,0
,,,,,,,,95,108,0
,,,,,,,,96,103,0
,,,,,,,,97,97,0
,,,,,,,,98,90,0
,,,,,,,,99,85,0
,,,,,,,,100,82,0
,,,,,,,,101,83,0
,,,,,,,,102,89,0
,,,,,,,,103,101,0
,,,,,,,,104,108,0
,,,,,,,,105,115,0
,,,,,,,,106,118,0
,,,,,,,,107,118,0
,,,,,,,,108,117,0
,,,,,,,,109,115,0
,,,,,,,,110,112,0
,,,,,,,,111,108,0
,,,,,,,,112,106,0
,,,,,,,,113,103,0
,,,,,,,,114,111,0
,,,,,,,,115,116,0
,,,,,,,,116,114,0
,,,,,,,,117,113,0
,,,,,,,,118,112,0
,,,,,,,,119,106,0
,,,,,,,,120,101,0
,,,,,,,,121,94,0
,,,,,,,,122,88,0
,,,,,,,,123,83,0
,,,,,,,,124,79,0
,,,,,,,,125,78,0
,,,,,,,,126,79,0
,,,,,,,,127,84,0
,,,,,,,,128,90,0
,,,,,,,,129,96,0
,,,,,,,,130,100,0
,,,,,,,,131,102,0
,,,,,,,,132,102,0
,,,,,,,,133,101,0
,,,,,,,,134,99,0
,,,,,,,,135,96,0
,,,,,,,,136,94,0
,,,,,,,,137,92,0
,,,,,,,,138,101,0
,,,,,,,,139,105,0
,,,,,,,,140,105,0
,,,,,,,,141,104,0
,,,,,,,,142,103,0
,,,,,,,,143,97,0
,,,,,,,,144,91,0
,,,,,,,,145,90,0
,,,,,,,,146,85,0
,,,,,,,,147,80,0
,,,,,,,,148,76,0
,,,,,,,,149,74,0
,,,,,,,,150,74,0
,,,,,,,,151,78,0
,,,,,,,,152,83,0
,,,,,,,,153,89,0
,,,,,,,,154,93,0
,,,,,,,,155,96,0
,,,,,,,,156,98,0
,,,,,,,,157,97,0
,,,,,,,,158,96,0
,,,,,,,,159,94,0
,,,,,,,,160,92,0
,,,,,,,,161,91,0
,,,,,,,,162,100,0
,,,,,,,,163,105,0
,,,,,,,,164,104,0
,,,,,,,,165,102,0
,,,,,,,,166,101,0
,,,,,,,,167,94,0
,,,,,,,,168,88,0
,,,,,,,,169,89,0
,,,,,,,,170,83,0
,,,,,,,,171,78,0
,,,,,,,,172,76,0
,,,,,,,,173,78,0
,,,,,,,,174,84,0
,,,,,,,,175,95,0
,,,,,,,,176,104,0
,,,,,,,,177,110,0
,,,,,,,,178,115,0
,,,,,,,,179,117,0
,,,,,,,,180,116,0
