Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.474639605371013e8
AZ_naturalgas,3.0394389503178215e8
AZ_uranium,3.5825319588727236e8
CA_N_naturalgas,3.730698147787087e7
CA_N_uranium,1.125221317167402e-8
CA_S_naturalgas,2.5851766271311585e6
MT_WY_CO_coal,5.250562963540332e8
MT_WY_CO_naturalgas,61646.4505826551
NM_coal,2.1155775009992324e7
NM_naturalgas,1.741902652299145e6
PNW_coal,0.0
PNW_naturalgas,6.836452733710783e8
PNW_uranium,1.0546566959999974e8
UT_NV_coal,2.9625087541558355e8
UT_NV_naturalgas,5.2972621064230675e8
CA_S_uranium,-1.8173222678810667e-8
MT_WY_CO_uranium,-1.948916755158125e-8
NM_uranium,-3.2869826860348894e-9
UT_NV_uranium,-3.524371058044596e-8
None,0.0
