Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.628803720000003e8
AZ_naturalgas,2.270632837681821e8
AZ_uranium,3.6069986301942754e8
CA_N_naturalgas,2.827976835046429e7
CA_N_uranium,8.048197659399491e-9
CA_S_naturalgas,269215.1879278853
MT_WY_CO_coal,5.12629426868448e8
MT_WY_CO_naturalgas,336802.5122633968
NM_coal,2.4762755734414026e7
NM_naturalgas,80611.82027275764
PNW_coal,0.0
PNW_naturalgas,3.5400994619295275e8
PNW_uranium,1.054656695999986e8
UT_NV_coal,2.9702482878694594e8
UT_NV_naturalgas,3.933864119094666e8
CA_S_uranium,8.586069403476914e8
MT_WY_CO_uranium,-2.097737983186576e-8
NM_uranium,-5.281660236947419e-10
UT_NV_uranium,-2.0868907799655413e-8
None,0.0
