Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.166114582345557e7
AZ_naturalgas,2.33240244081109e8
AZ_uranium,3.520504221750001e8
CA_N_naturalgas,6.881490659792167e7
CA_N_uranium,-3.939936121089005e-8
CA_S_naturalgas,5.312794784742708e7
MT_WY_CO_coal,4.9469422275438523e8
MT_WY_CO_naturalgas,498707.653895603
NM_coal,2.0608235232759975e7
NM_naturalgas,233540.2491345865
PNW_coal,0.0
PNW_naturalgas,2.9424353019274807e8
PNW_uranium,1.0281045269314246e8
UT_NV_coal,2.789904422037046e8
UT_NV_naturalgas,2.6184781939967898e8
CA_S_uranium,8.333330938125993e8
MT_WY_CO_uranium,-2.428335820623961e-7
NM_uranium,-4.502377435322558e-8
UT_NV_uranium,9.634840169097482e-9
None,0.0
