Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t1,-1150.0,0.0,-367.314,-10320.6005,919.231,1687.1795,-2600.0,1200.0,5260.674,2780.0,-1187.7840728025535,-4814.187209418478,-2387.315,-657.1785,-500.0
t2,-1150.0,-2211.2092460210006,-367.314,-10320.6005,919.231,1687.1795,-2600.0,1200.0,5260.674,2780.0,-624.996861336836,-6640.293999058338,-2387.315,-657.1785,-500.0
t3,-1150.0,-3579.575722964992,-367.314,-10320.6005,919.231,1687.1795,-2600.0,1200.0,5260.674,2780.0,-489.50855313491166,-7153.938,-2387.315,-657.1785,-500.0
t4,-1150.0,-997.7368527290522,-367.314,-10320.6005,919.231,1687.1795,-2600.0,1200.0,5260.674,2780.0,-427.3199823243544,-7153.938,-2387.315,-657.1785,-500.0
t5,-1150.0,0.0,-367.314,-10320.6005,919.231,1687.1795,-2600.0,1200.0,5260.674,2780.0,-255.72196010648435,-6106.376496184788,-2387.315,-657.1785,-500.0
t6,-1150.0,-1046.8612665265525,-367.314,-10320.6005,919.231,1687.1795,-2600.0,1200.0,5260.674,2780.0,0.0,-7153.938,-2387.315,-657.1785,-500.0
t7,-1150.0,-4989.583512003245,-367.314,-10320.6005,919.231,1687.1795,-2600.0,1200.0,5260.674,2780.0,308.2423812792529,-7153.938,-2387.315,-657.1785,-500.0
t8,-1150.0,-3641.7566143900026,-367.314,-8942.495299148091,919.231,0.0,0.0,0.0,5260.674,2780.0,224.11083554528562,-7153.938,-2387.315,-657.1785,0.0
t9,-1150.0,895.8291243845492,0.0,-9001.429018790168,919.231,0.0,0.0,0.0,0.0,2780.0,256.1606935979829,-2195.2370465225017,-2387.315,-657.1785,0.0
t10,-1150.0,4887.184124676338,0.0,-8772.423431739024,919.231,0.0,0.0,0.0,0.0,2780.0,0.0,0.0,-2387.315,-657.1785,0.0
t11,-1150.0,6651.590180797993,0.0,-3877.7985493947917,919.231,0.0,0.0,0.0,0.0,2780.0,0.0,0.0,-2387.315,-657.1785,0.0
t12,-1150.0,7355.870497135931,0.0,-5374.939846091089,919.231,0.0,0.0,0.0,0.0,2780.0,424.4950284487196,-561.1387826860288,-2387.315,-657.1785,0.0
t13,-1150.0,7447.991934050011,0.0,-9604.089462542257,919.231,0.0,0.0,0.0,0.0,2780.0,358.6990072950253,0.0,-2232.404592844259,-657.1785,0.0
t14,-1150.0,5665.70535653158,0.0,-8001.931636566907,0.0,0.0,0.0,0.0,0.0,2780.0,372.1479766644237,0.0,-774.3797212854579,-657.1785,0.0
t15,-1150.0,7672.701699202495,0.0,-6307.318719804367,0.0,0.0,0.0,0.0,3020.1389933395117,2780.0,0.0,0.0,-4.8207027949652375,-520.0068595850395,0.0
t16,-713.3008955260594,7409.396044512423,0.0,-8160.653996953481,0.0,1687.1795,-2600.0,0.0,5260.674,2780.0,0.0,0.0,0.0,-131.2882571304321,-500.0
t17,-1150.0,5705.6100705513045,-367.314,-10320.6005,919.231,1687.1795,-2600.0,1200.0,5260.674,2780.0,0.0,5003.534430514478,-2387.315,0.0,-500.0
t18,-1150.0,5807.980603690421,-367.314,-10320.6005,919.231,1687.1795,-2600.0,1200.0,5260.674,2780.0,0.0,3410.837756683171,-2387.315,-657.1785,-500.0
