Fuel,AnnualSum
No_fuel,0.0
AZ_coal,2.4538367492808435e7
AZ_naturalgas,5.194299165260044e7
AZ_uranium,9.408559027654837e8
CA_N_naturalgas,79276.80793928182
CA_N_uranium,1.0642651778267245e9
CA_S_naturalgas,25132.400742856247
MT_WY_CO_coal,5.48917409971301e8
MT_WY_CO_naturalgas,5.345487835760125e6
NM_coal,2.137804440941106e7
NM_naturalgas,593471.4201331922
PNW_coal,0.0
PNW_naturalgas,3.8040794122306615e8
PNW_uranium,1.0546566959999968e8
UT_NV_coal,2.9635034770237637e8
UT_NV_naturalgas,3.1625027912361306e8
CA_S_uranium,1.6739241368187602e9
MT_WY_CO_uranium,-4.327048212643282e-9
NM_uranium,1.4916324450745807e-8
UT_NV_uranium,-1.2061744505550066e-8
None,0.0
