region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Inv_cost_charge_MW,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Fixed_OM_cost_charge_MW,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,CO2SequestrationCost,EnergyRevenue,SubsidyRevenue,OperatingReserveRevenue,OperatingRegulationRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
AZ,AZ_conventional_hydroelectric_1,1,1,1,0.0,0.0,0.0,1.2167357114248483e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.917398845073971e7,0.0,0.0,0.0,4.6460297482640244e7,0.0,0.0,0.0,9.917398845073971e7,1.2167357114248483e8,-2.2499582691745117e7
CA_N,CA_N_conventional_hydroelectric_1,2,1,2,0.0,0.0,0.0,2.1396738045492917e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7511764492762685e8,0.0,0.0,0.0,7.105909229327922e6,0.0,0.0,0.0,1.7511764492762685e8,2.1396738045492917e8,-3.8849735527302325e7
CA_S,CA_S_conventional_hydroelectric_1,3,1,3,0.0,0.0,0.0,5.264121191304337e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.647636005493808e7,0.0,0.0,0.0,938192.2209384497,0.0,0.0,0.0,2.647636005493808e7,5.264121191304337e7,-2.616485185810529e7
MT_WY_CO,MT_WY_CO_conventional_hydroelectric_1,4,1,4,0.0,0.0,0.0,2.3923919430985802e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.598178487214113e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.598178487214113e8,2.3923919430985802e8,-7.942134558844674e7
PNW,PNW_conventional_hydroelectric_1,6,1,5,0.0,0.0,0.0,1.2939582775574381e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.265379222216476e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.265379222216476e9,1.2939582775574381e9,-2.857905534096217e7
UT_NV,UT_NV_conventional_hydroelectric_1,7,1,6,0.0,0.0,0.0,2.841866724201017e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.919996326471342e7,0.0,0.0,0.0,1.769346660663376e7,0.0,0.0,0.0,4.919996326471342e7,2.841866724201017e7,2.0781296022703253e7
AZ,AZ_conventional_steam_coal_1,1,1,7,0.0,0.0,0.0,1.1183598142785356e9,0.0,0.0,2.1110713939234107e6,4.220599208763097e7,0.0,0.0,0.0,0.0,8.25271001951327e7,0.0,0.0,0.0,1.944030304654243e8,0.0,5.733253500062354e7,0.0,8.25271001951327e7,1.2200094127607136e9,-1.1374823125655808e9
AZ,AZ_natural_gas_fired_combined_cycle_1,1,1,8,0.0,0.0,0.0,8.847823344358833e8,0.0,0.0,1.4289241519597713e7,1.9565388632866552e8,0.0,1.7464233767381474e7,0.0,0.0,1.7117491874386692e8,0.0,0.0,0.0,5.2004605928146464e8,0.0,4.317629899004416e7,0.0,1.7117491874386692e8,1.155365995041572e9,-9.841910762977052e8
AZ,AZ_natural_gas_fired_combustion_turbine_1,1,1,9,0.0,0.0,0.0,1.9248884451066905e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8666794418727496e8,0.0,0.0,0.0,0.0,1.9248884451066905e8,-1.9248884451066905e8
AZ,AZ_natural_gas_steam_turbine_1,1,1,10,0.0,0.0,0.0,1.0541994832711688e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3189274842186615e7,0.0,0.0,0.0,0.0,1.0541994832711688e8,-1.0541994832711688e8
AZ,AZ_nuclear_1,1,1,11,0.0,0.0,0.0,1.2355678209959517e9,0.0,0.0,1.2854073600000043e6,1.2605025923999743e8,0.0,0.0,0.0,0.0,4.2180723380552137e8,0.0,0.0,0.0,9.408285975717182e7,0.0,0.0,0.0,4.2180723380552137e8,1.362903487595949e9,-9.410962537904276e8
AZ,AZ_other_peaker_1,1,1,12,0.0,0.0,0.0,7.232684428177545e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.335448956387132e6,0.0,0.0,0.0,0.0,7.232684428177545e6,-7.232684428177545e6
CA_N,CA_N_natural_gas_fired_combined_cycle_1,2,1,13,0.0,0.0,0.0,8.304885861899866e8,0.0,0.0,15212.810793219509,1.6556557335699482e6,0.0,69367.68665416642,0.0,0.0,979510.2235621363,0.0,0.0,0.0,6.38206113861046e8,0.0,0.0,0.0,979510.2235621363,8.322288224210039e8,-8.312493121974418e8
CA_N,CA_N_natural_gas_fired_combustion_turbine_1,2,1,14,0.0,0.0,0.0,1.3849020270018008e8,0.0,0.0,-5.305927126235995e-12,-4.323165805024994e-10,0.0,0.0,0.0,0.0,-5.260945742521933e-11,0.0,0.0,0.0,2.743021138041812e8,-0.0,0.0,0.0,-5.260945742521933e-11,1.3849020270018008e8,-1.3849020270018008e8
CA_N,CA_N_nuclear_1,2,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N,CA_N_other_peaker_1,2,1,16,0.0,0.0,0.0,2.2632797913306925e7,0.0,0.0,-8.445307945034334e-14,-1.464686647523195e-11,0.0,0.0,0.0,0.0,-6.356875238331526e-12,0.0,0.0,0.0,3.513566121504749e7,-0.0,0.0,0.0,-6.356875238331526e-12,2.2632797913306925e7,-2.2632797913306925e7
CA_S,CA_S_natural_gas_fired_combined_cycle_1,3,1,17,0.0,0.0,0.0,9.08853896306034e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.041707930212004e8,0.0,0.0,0.0,0.0,9.08853896306034e8,-9.08853896306034e8
CA_S,CA_S_natural_gas_fired_combustion_turbine_1,3,1,18,0.0,0.0,0.0,1.921500723066462e8,0.0,0.0,3.5704163435314387e-12,3.634184914907175e-10,0.0,-1.2400743712316314e-10,0.0,0.0,4.319105087900764e-11,0.0,0.0,0.0,5.077489805604675e8,0.0,0.0,0.0,4.319105087900764e-11,1.921500723066462e8,-1.921500723066462e8
CA_S,CA_S_natural_gas_steam_turbine_1,3,1,19,0.0,0.0,0.0,7.764169713249359e7,0.0,0.0,1165.3354285714286,532555.5717411434,0.0,0.0,0.0,0.0,325419.0298604928,0.0,0.0,0.0,3.304566951279763e7,0.0,0.0,0.0,325419.0298604928,7.81754180396633e7,-7.78499990098028e7
CA_S,CA_S_other_peaker_1,3,1,20,0.0,0.0,0.0,257334.89463201837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.089991702249862e6,0.0,0.0,0.0,0.0,257334.89463201837,-257334.89463201837
MT_WY_CO,MT_WY_CO_conventional_steam_coal_1,4,1,21,0.0,0.0,0.0,1.8641167530443778e9,0.0,0.0,3.801367105064456e7,9.44137945150652e8,0.0,0.0,0.0,0.0,8.896457773016713e8,0.0,0.0,0.0,4.4464870901464003e8,0.0,0.0,0.0,8.896457773016713e8,2.8462683692456746e9,-1.9566225919440033e9
MT_WY_CO,MT_WY_CO_natural_gas_fired_combined_cycle_1,4,1,22,0.0,0.0,0.0,3.232582417088994e8,0.0,0.0,1.0586224699032493e6,2.923933306573971e7,0.0,199.88132039991325,0.0,0.0,1.7394767625517804e7,0.0,0.0,0.0,2.3512684720300174e8,0.0,0.0,0.0,1.7394767625517804e7,3.535563971258627e8,-3.3616162950034493e8
MT_WY_CO,MT_WY_CO_natural_gas_fired_combustion_turbine_1,4,1,23,0.0,0.0,0.0,1.8051986070940155e8,0.0,0.0,-1.5180067488732417e-9,-1.75061968548107e-8,0.0,0.0,0.0,0.0,-3.274554841184254e-9,0.0,0.0,0.0,1.9233913268731233e8,-0.0,0.0,0.0,-3.274554841184254e-9,1.8051986070940152e8,-1.8051986070940152e8
MT_WY_CO,MT_WY_CO_natural_gas_steam_turbine_1,4,1,24,0.0,0.0,0.0,1.693667987519314e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.095916697425239e7,0.0,0.0,0.0,0.0,1.693667987519314e8,-1.693667987519314e8
MT_WY_CO,MT_WY_CO_other_peaker_1,4,1,25,0.0,0.0,0.0,9.435319887434095e6,0.0,0.0,11928.996391009796,219385.08817284362,0.0,9121.800000000001,0.0,0.0,138390.8762363229,0.0,0.0,0.0,3.068486594297811e7,0.0,0.0,0.0,138390.8762363229,9.67575577199795e6,-9.537364895761626e6
NM,NM_conventional_steam_coal_1,5,1,26,0.0,0.0,0.0,1.3130701093150498e8,0.0,0.0,2.946470909546623e6,3.6770236384187154e7,0.0,0.0,0.0,0.0,4.603543719423746e7,0.0,0.0,0.0,2.0814798359627225e7,0.0,0.0,0.0,4.603543719423746e7,1.7102371822523877e8,-1.249882810310013e8
NM,NM_natural_gas_fired_combined_cycle_1,5,1,27,0.0,0.0,0.0,1.3166014835189134e8,0.0,0.0,182516.05825012282,3.4699138580229455e6,0.0,467799.6001555674,0.0,0.0,2.445103784724989e6,0.0,0.0,0.0,8.938198802091873e7,0.0,0.0,0.0,2.445103784724989e6,1.3578037786832e8,-1.33335274083595e8
NM,NM_natural_gas_fired_combustion_turbine_1,5,1,28,0.0,0.0,0.0,5.098106650464737e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.301590358755225e7,0.0,0.0,0.0,0.0,5.098106650464737e7,-5.098106650464737e7
NM,NM_natural_gas_steam_turbine_1,5,1,29,0.0,0.0,0.0,4.6712810570896514e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.547593774141115e7,0.0,0.0,0.0,0.0,4.6712810570896514e7,-4.6712810570896514e7
NM,NM_other_peaker_1,5,1,30,0.0,0.0,0.0,44173.04031782606,0.0,0.0,4.4500276479604e-14,2.350134309381247e-12,0.0,0.0,0.0,0.0,1.1465047338496258e-12,0.0,0.0,0.0,216257.64529482834,0.0,0.0,0.0,1.1465047338496258e-12,44173.04031782606,-44173.04031782606
PNW,PNW_conventional_steam_coal_1,6,1,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNW,PNW_natural_gas_fired_combined_cycle_1,6,1,32,0.0,0.0,0.0,5.575803739656656e8,0.0,0.0,5.836435504355533e6,1.920346870966321e8,0.0,9.62938073761117e-10,0.0,0.0,1.7785546255679658e8,0.0,0.0,0.0,4.1216002125698924e8,0.0,0.0,0.0,1.7785546255679658e8,7.554514965666533e8,-5.775960340098567e8
PNW,PNW_natural_gas_fired_combustion_turbine_1,6,1,33,0.0,0.0,0.0,1.0680198539128017e8,0.0,0.0,4.307180592119181e6,4.5585201648622565e7,0.0,16440.825214285716,0.0,0.0,2.906822475199557e7,0.0,0.0,0.0,8.570143129049191e7,0.0,0.0,0.0,2.906822475199557e7,1.5671080845723623e8,-1.2764258370524067e8
PNW,PNW_nuclear_1,6,1,34,0.0,0.0,0.0,7.846072433204707e8,0.0,0.0,806620.8000000023,7.909925220000081e7,0.0,0.0,0.0,0.0,2.07467850053277e8,0.0,0.0,0.0,7.633084223118177e7,0.0,0.0,0.0,2.07467850053277e8,8.645131163204714e8,-6.570452662671944e8
PNW,PNW_other_peaker_1,6,1,35,0.0,0.0,0.0,6.127487977902866e7,0.0,0.0,330244.77039999986,1.1020456210656052e7,0.0,2727.471428571429,0.0,0.0,6.9587813542195475e6,0.0,0.0,0.0,1.8349907945584703e7,0.0,0.0,0.0,6.9587813542195475e6,7.262830823151329e7,-6.566952687729374e7
UT_NV,UT_NV_conventional_steam_coal_1,7,1,36,0.0,0.0,0.0,1.1840575152302566e9,0.0,0.0,3.0289952665712066e7,5.097225980480903e8,0.0,0.0,0.0,0.0,5.889982471845871e8,0.0,0.0,0.0,2.1581534306944817e8,0.0,0.0,0.0,5.889982471845871e8,1.724070065944059e9,-1.135071818759472e9
UT_NV,UT_NV_natural_gas_fired_combined_cycle_1,7,1,37,0.0,0.0,0.0,7.962226868019242e8,0.0,0.0,2.0910994842930943e7,5.595148553457892e8,0.0,1.474551680757941e-11,0.0,0.0,3.326608235226806e8,0.0,0.0,0.0,5.192553098053259e8,0.0,0.0,0.0,3.326608235226806e8,1.3766485369906445e9,-1.0439877134679639e9
UT_NV,UT_NV_natural_gas_fired_combustion_turbine_1,7,1,38,0.0,0.0,0.0,6.692073302726047e7,0.0,0.0,12455.671518856963,292269.7007100804,0.0,25462.420917409305,0.0,0.0,185849.6641534647,0.0,0.0,0.0,1.3524021421550736e8,0.0,0.0,0.0,185849.6641534647,6.725092082040681e7,-6.7065071156253345e7
UT_NV,UT_NV_natural_gas_steam_turbine_1,7,1,39,0.0,0.0,0.0,4.325723532900105e7,0.0,0.0,-3.092281986027956e-13,-6.823893272667193e-11,0.0,3.2593475008893403e-11,0.0,0.0,-2.2288663971719576e-11,0.0,0.0,0.0,2.291251606505065e7,-0.0,0.0,0.0,-2.2288663971719576e-11,4.325723532900105e7,-4.325723532900105e7
UT_NV,UT_NV_other_peaker_1,7,1,40,0.0,0.0,0.0,2.5681808352769017e6,0.0,0.0,-1.2213214566665036e-13,-4.715730028692633e-12,0.0,0.0,0.0,0.0,-2.8034107699543644e-12,0.0,0.0,0.0,8.137093259570812e6,-0.0,0.0,0.0,-2.8034107699543644e-12,2.5681808352769017e6,-2.5681808352769017e6
AZ,AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,1,0,41,0.0,0.0,0.0,2.6418176258154362e8,0.0,0.0,6.26560280977754e6,1.1112061717446741e8,0.0,5.115800418629354e6,0.0,0.0,1.0334533819295062e8,0.0,0.0,0.0,3.822091490381798e7,0.0,2.423851950890271e7,0.0,1.0334533819295062e8,4.109223024933207e8,-3.075769643003701e8
AZ,AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,1,0,42,0.0,0.0,0.0,0.0,0.0,0.0,-9.563648917813695e-12,-9.841988688000609e-11,0.0,0.0,0.0,-4.168950620134847e-12,-7.693573798545557e-11,0.0,0.0,0.0,0.0,-0.0,-1.0734067218415153e-12,0.0,-7.693573798545557e-11,-1.1322589313979615e-10,3.6290155154340584e-11
AZ,AZ_naturalgas_combustion_turbine_fframe_moderate_0,1,0,43,0.0,0.0,0.0,0.0,0.0,0.0,-2.276579035930231e-9,-1.7696730102686704e-8,0.0,7.556950495315885e-8,0.0,0.0,-1.1817276304212609e-8,0.0,0.0,0.0,0.0,-0.0,-3.854750202390055e-11,0.0,-1.1817276304212609e-8,5.5557648312518014e-8,-6.737492461673063e-8
