Sum Range ID,Index 1,Index 2,MODEL_YEARS,Multiplier
EO_Reliability_MW_Constraint,System RA,Northern_California_Wind_5_EO,2035,1.0
EO_Reliability_MW_Constraint,System RA,Southern_NV_Eldorado_Solar_2_EO,2035,1.0
EO_Reliability_MW_Constraint,System RA,Northern_California_Solar_5_EO,2035,1.0
